stage	sb	ID	Fa	trans	dnds	dn	ds
G31	unbias	31_unbias	RBH_pair_8825.fa	TRINITY_DN120742_c2_g3_i9	0.1104	0.0999	0.9044
G31	unbias	31_unbias	RBH_pair_2409.fa	TRINITY_DN119615_c2_g2_i2	0.0216	0.0196	0.9079
G31	unbias	31_unbias	RBH_pair_8831.fa	TRINITY_DN122908_c3_g5_i1	0.0249	0.0226	0.9088
G31	unbias	31_unbias	RBH_pair_8209.fa	TRINITY_DN138145_c4_g1_i8	0.023	0.0209	0.9089
G31	unbias	31_unbias	RBH_pair_8097.fa	TRINITY_DN142085_c0_g1_i1	0.001	0.0009	0.9094
G31	unbias	31_unbias	RBH_pair_3248.fa	TRINITY_DN126124_c2_g1_i1	0.2212	0.2015	0.9111
G31	unbias	31_unbias	RBH_pair_8572.fa	TRINITY_DN138636_c6_g1_i1	0.2274	0.2077	0.9134
G31	unbias	31_unbias	RBH_pair_6950.fa	TRINITY_DN117056_c2_g1_i3	0.0368	0.0337	0.9145
G31	unbias	31_unbias	RBH_pair_9478.fa	TRINITY_DN138315_c1_g2_i4	0.0636	0.0582	0.9146
G31	unbias	31_unbias	RBH_pair_7819.fa	TRINITY_DN130024_c3_g2_i2	0.0083	0.0076	0.9163
G31	unbias	31_unbias	RBH_pair_10052.fa	TRINITY_DN133135_c0_g1_i6	0.0371	0.034	0.9168
G31	unbias	31_unbias	RBH_pair_9338.fa	TRINITY_DN136312_c0_g1_i6	0.0088	0.0081	0.9185
G31	unbias	31_unbias	RBH_pair_3714.fa	TRINITY_DN120566_c0_g1_i3	0.0209	0.0193	0.919
G31	unbias	31_unbias	RBH_pair_3584.fa	TRINITY_DN130057_c5_g4_i3	0.0249	0.0229	0.9192
G31	unbias	31_unbias	RBH_pair_7727.fa	TRINITY_DN137509_c2_g1_i1	0.0385	0.0354	0.9199
G31	unbias	31_unbias	RBH_pair_8229.fa	TRINITY_DN138772_c3_g1_i2	0.0119	0.011	0.9232
G31	unbias	31_unbias	RBH_pair_8471.fa	TRINITY_DN134948_c3_g1_i2	0.0435	0.0402	0.9238
G31	unbias	31_unbias	RBH_pair_10081.fa	TRINITY_DN139384_c2_g1_i4	0.1668	0.1541	0.9241
G31	unbias	31_unbias	RBH_pair_4737.fa	TRINITY_DN119370_c1_g1_i1	0.083	0.0768	0.9252
G31	unbias	31_unbias	RBH_pair_8148.fa	TRINITY_DN118445_c4_g3_i9	0.0108	0.01	0.9255
G31	unbias	31_unbias	RBH_pair_5199.fa	TRINITY_DN120694_c4_g2_i8	0.0524	0.0486	0.9261
G31	unbias	31_unbias	RBH_pair_6643.fa	TRINITY_DN118150_c0_g1_i5	0.1438	0.1333	0.9264
G31	unbias	31_unbias	RBH_pair_5766.fa	TRINITY_DN125945_c2_g3_i1	0.1708	0.1582	0.9264
G31	unbias	31_unbias	RBH_pair_7069.fa	TRINITY_DN129155_c0_g2_i6	0.0045	0.0041	0.9273
G31	unbias	31_unbias	RBH_pair_8401.fa	TRINITY_DN115896_c0_g1_i1	0.0257	0.0239	0.9277
G31	unbias	31_unbias	RBH_pair_10681.fa	TRINITY_DN130397_c5_g1_i1	0.0715	0.0663	0.9282
G31	unbias	31_unbias	RBH_pair_8070.fa	TRINITY_DN126047_c1_g1_i7	0.0615	0.0571	0.9285
G31	unbias	31_unbias	RBH_pair_5444.fa	TRINITY_DN126551_c10_g2_i5	0.0898	0.0834	0.9295
G31	unbias	31_unbias	RBH_pair_292.fa	TRINITY_DN123446_c4_g1_i1	0.0477	0.0443	0.9304
G31	unbias	31_unbias	RBH_pair_6743.fa	TRINITY_DN134462_c4_g1_i2	0.1028	0.0956	0.9304
G31	unbias	31_unbias	RBH_pair_10661.fa	TRINITY_DN129444_c3_g1_i3	0.0611	0.0569	0.9312
G31	unbias	31_unbias	RBH_pair_1699.fa	TRINITY_DN139175_c1_g1_i4	0.0092	0.0086	0.933
G31	unbias	31_unbias	RBH_pair_6990.fa	TRINITY_DN116648_c2_g3_i2	0.0172	0.0161	0.933
G31	unbias	31_unbias	RBH_pair_8094.fa	TRINITY_DN136611_c2_g2_i5	0.0072	0.0068	0.9336
G31	unbias	31_unbias	RBH_pair_4325.fa	TRINITY_DN118697_c2_g1_i1	0.078	0.0729	0.934
G31	unbias	31_unbias	RBH_pair_7978.fa	TRINITY_DN116208_c7_g1_i2	0.2196	0.2051	0.934
G31	unbias	31_unbias	RBH_pair_3960.fa	TRINITY_DN124877_c1_g1_i1	0.1132	0.1058	0.9348
G31	unbias	31_unbias	RBH_pair_1563.fa	TRINITY_DN135456_c5_g1_i6	0.0165	0.0154	0.9349
G31	unbias	31_unbias	RBH_pair_8358.fa	TRINITY_DN109051_c0_g1_i1	0.0458	0.0429	0.9361
G31	unbias	31_unbias	RBH_pair_6006.fa	TRINITY_DN121095_c4_g2_i5	0.001	0.0009	0.9378
G31	unbias	31_unbias	RBH_pair_7250.fa	TRINITY_DN116464_c0_g5_i3	0.0119	0.0112	0.9396
G31	unbias	31_unbias	RBH_pair_1909.fa	TRINITY_DN135369_c1_g1_i2	0.2108	0.1983	0.9408
G31	unbias	31_unbias	RBH_pair_6475.fa	TRINITY_DN119966_c0_g1_i5	0.0761	0.0716	0.9411
G31	unbias	31_unbias	RBH_pair_10671.fa	TRINITY_DN137561_c5_g1_i1	0.0895	0.0844	0.9423
G31	unbias	31_unbias	RBH_pair_6982.fa	TRINITY_DN123930_c2_g1_i2	0.0287	0.0271	0.9428
G31	unbias	31_unbias	RBH_pair_6334.fa	TRINITY_DN137799_c3_g1_i1	0.1627	0.1534	0.9428
G31	unbias	31_unbias	RBH_pair_5167.fa	TRINITY_DN119646_c0_g1_i1	0.0908	0.0857	0.9434
G31	unbias	31_unbias	RBH_pair_8778.fa	TRINITY_DN126731_c1_g1_i2	0.0342	0.0323	0.9448
G31	unbias	31_unbias	RBH_pair_9192.fa	TRINITY_DN125656_c1_g3_i1	0.0413	0.039	0.9449
G31	unbias	31_unbias	RBH_pair_8723.fa	TRINITY_DN133576_c3_g1_i6	0.0024	0.0022	0.9457
G31	unbias	31_unbias	RBH_pair_5800.fa	TRINITY_DN125315_c6_g2_i1	0.0197	0.0186	0.9457
G31	unbias	31_unbias	RBH_pair_4656.fa	TRINITY_DN130782_c1_g1_i1	0.0292	0.0276	0.946
G31	unbias	31_unbias	RBH_pair_6783.fa	TRINITY_DN116201_c2_g2_i2	0.0978	0.0926	0.9463
G31	unbias	31_unbias	RBH_pair_4957.fa	TRINITY_DN127919_c5_g4_i1	0.2367	0.224	0.9464
G31	unbias	31_unbias	RBH_pair_9633.fa	TRINITY_DN143435_c2_g1_i9	0.0178	0.0169	0.9473
G31	unbias	31_unbias	RBH_pair_8220.fa	TRINITY_DN133214_c5_g1_i8	0.0253	0.024	0.9477
G31	unbias	31_unbias	RBH_pair_5451.fa	TRINITY_DN120815_c1_g1_i1	0.0361	0.0342	0.9477
G31	unbias	31_unbias	RBH_pair_4396.fa	TRINITY_DN131819_c4_g2_i3	0.1762	0.167	0.9477
G31	unbias	31_unbias	RBH_pair_3810.fa	TRINITY_DN130206_c1_g1_i1	0.1177	0.1115	0.9478
G31	unbias	31_unbias	RBH_pair_9585.fa	TRINITY_DN125685_c1_g1_i6	0.0178	0.0168	0.948
G31	unbias	31_unbias	RBH_pair_7796.fa	TRINITY_DN126242_c2_g1_i1	0.013	0.0123	0.9483
G31	unbias	31_unbias	RBH_pair_1540.fa	TRINITY_DN120364_c6_g1_i4	0.087	0.0826	0.9497
G31	unbias	31_unbias	RBH_pair_1484.fa	TRINITY_DN141796_c1_g1_i7	0.0126	0.012	0.9498
G31	unbias	31_unbias	RBH_pair_2880.fa	TRINITY_DN117422_c3_g1_i2	0.0547	0.052	0.9515
G31	unbias	31_unbias	RBH_pair_1594.fa	TRINITY_DN126132_c7_g2_i3	0.1893	0.1802	0.9518
G31	unbias	31_unbias	RBH_pair_10145.fa	TRINITY_DN116590_c7_g3_i3	0.004	0.0038	0.9526
G31	unbias	31_unbias	RBH_pair_9815.fa	TRINITY_DN129481_c6_g1_i8	0.0384	0.0367	0.9553
G31	unbias	31_unbias	RBH_pair_9847.fa	TRINITY_DN124895_c1_g1_i4	0.1494	0.1432	0.958
G31	unbias	31_unbias	RBH_pair_9299.fa	TRINITY_DN136743_c12_g1_i1	0.0826	0.0792	0.9582
G31	unbias	31_unbias	RBH_pair_4346.fa	TRINITY_DN144402_c2_g1_i1	0.009	0.0086	0.9587
G31	unbias	31_unbias	RBH_pair_4159.fa	TRINITY_DN118097_c2_g1_i5	0.1033	0.0991	0.9594
G31	unbias	31_unbias	RBH_pair_5449.fa	TRINITY_DN132627_c4_g3_i1	0.0388	0.0372	0.9599
G31	unbias	31_unbias	RBH_pair_718.fa	TRINITY_DN113340_c0_g1_i1	0.0633	0.0608	0.9607
G31	unbias	31_unbias	RBH_pair_4878.fa	TRINITY_DN142581_c1_g1_i8	0.0396	0.038	0.9608
G31	unbias	31_unbias	RBH_pair_10772.fa	TRINITY_DN128676_c4_g1_i1	0.125	0.1201	0.9612
G31	unbias	31_unbias	RBH_pair_2981.fa	TRINITY_DN117941_c1_g1_i1	0.0642	0.0617	0.9615
G31	unbias	31_unbias	RBH_pair_7118.fa	TRINITY_DN103223_c0_g1_i1	0.1565	0.1505	0.9616
G31	unbias	31_unbias	RBH_pair_3772.fa	TRINITY_DN135324_c2_g1_i12	0.0409	0.0394	0.9626
G31	unbias	31_unbias	RBH_pair_1734.fa	TRINITY_DN122554_c5_g4_i3	0.0442	0.0426	0.964
G31	unbias	31_unbias	RBH_pair_10760.fa	TRINITY_DN124132_c3_g1_i6	0.0813	0.0785	0.9649
G31	unbias	31_unbias	RBH_pair_1533.fa	TRINITY_DN135198_c0_g4_i2	0.1247	0.1205	0.9664
G31	unbias	31_unbias	RBH_pair_10091.fa	TRINITY_DN115656_c0_g1_i1	0.018	0.0174	0.9666
G31	unbias	31_unbias	RBH_pair_5685.fa	TRINITY_DN120768_c0_g1_i4	0.0078	0.0076	0.9674
G31	unbias	31_unbias	RBH_pair_9880.fa	TRINITY_DN137823_c2_g1_i1	0.0185	0.0179	0.9677
G31	unbias	31_unbias	RBH_pair_1579.fa	TRINITY_DN136800_c2_g1_i6	0.0333	0.0322	0.9678
G31	unbias	31_unbias	RBH_pair_8610.fa	TRINITY_DN132689_c3_g1_i1	0.0439	0.0425	0.9678
G31	unbias	31_unbias	RBH_pair_4823.fa	TRINITY_DN127052_c3_g1_i13	0.0454	0.0439	0.9681
G31	unbias	31_unbias	RBH_pair_6260.fa	TRINITY_DN139742_c1_g1_i7	0.0215	0.0208	0.9683
G31	unbias	31_unbias	RBH_pair_4974.fa	TRINITY_DN125805_c1_g1_i7	0.0544	0.0527	0.9685
G31	unbias	31_unbias	RBH_pair_2700.fa	TRINITY_DN128036_c2_g1_i1	0.0252	0.0244	0.9692
G31	unbias	31_unbias	RBH_pair_10728.fa	TRINITY_DN127766_c3_g1_i9	0.1279	0.1241	0.9702
G31	unbias	31_unbias	RBH_pair_3265.fa	TRINITY_DN127125_c1_g3_i6	0.1657	0.1609	0.9709
G31	unbias	31_unbias	RBH_pair_3164.fa	TRINITY_DN105212_c0_g1_i1	0.1081	0.1049	0.971
G31	unbias	31_unbias	RBH_pair_10099.fa	TRINITY_DN140804_c3_g1_i1	0.0217	0.0211	0.9717
G31	unbias	31_unbias	RBH_pair_4088.fa	TRINITY_DN130084_c2_g1_i1	0.0393	0.0382	0.9718
G31	unbias	31_unbias	RBH_pair_5048.fa	TRINITY_DN137194_c0_g1_i10	0.0516	0.0502	0.9727
G31	unbias	31_unbias	RBH_pair_6885.fa	TRINITY_DN140036_c1_g1_i2	0.1192	0.116	0.9735
G31	unbias	31_unbias	RBH_pair_10229.fa	TRINITY_DN128584_c3_g1_i2	0.0313	0.0305	0.9746
G31	unbias	31_unbias	RBH_pair_8512.fa	TRINITY_DN137356_c5_g2_i3	0.0349	0.034	0.9752
G31	unbias	31_unbias	RBH_pair_7934.fa	TRINITY_DN127988_c6_g1_i1	0.0059	0.0057	0.9759
G31	unbias	31_unbias	RBH_pair_9173.fa	TRINITY_DN112501_c0_g1_i1	0.0441	0.043	0.9767
G31	unbias	31_unbias	RBH_pair_7981.fa	TRINITY_DN129840_c1_g3_i4	0.0468	0.0458	0.9784
G31	unbias	31_unbias	RBH_pair_10104.fa	TRINITY_DN136006_c3_g1_i2	0.0537	0.0526	0.9794
G31	unbias	31_unbias	RBH_pair_6732.fa	TRINITY_DN113875_c5_g1_i3	0.0502	0.0492	0.9802
G31	unbias	31_unbias	RBH_pair_5446.fa	TRINITY_DN132119_c1_g1_i1	0.0283	0.0278	0.9817
G31	unbias	31_unbias	RBH_pair_6463.fa	TRINITY_DN134662_c1_g1_i3	0.0207	0.0204	0.9819
G31	unbias	31_unbias	RBH_pair_2315.fa	TRINITY_DN131049_c2_g2_i1	0.0749	0.0735	0.9821
G31	unbias	31_unbias	RBH_pair_6198.fa	TRINITY_DN128842_c5_g1_i13	0.0586	0.0576	0.9823
G31	unbias	31_unbias	RBH_pair_5098.fa	TRINITY_DN108956_c0_g1_i1	0.2342	0.2301	0.9828
G31	unbias	31_unbias	RBH_pair_5200.fa	TRINITY_DN111702_c0_g1_i1	0.0146	0.0144	0.9839
G31	unbias	31_unbias	RBH_pair_2937.fa	TRINITY_DN136707_c0_g3_i4	0.0148	0.0146	0.9843
G31	unbias	31_unbias	RBH_pair_7167.fa	TRINITY_DN135482_c1_g3_i2	0.0443	0.0436	0.9849
G31	unbias	31_unbias	RBH_pair_9854.fa	TRINITY_DN131816_c5_g1_i2	0.0759	0.0749	0.9864
G31	unbias	31_unbias	RBH_pair_3845.fa	TRINITY_DN123431_c1_g2_i1	0.0229	0.0226	0.9871
G31	unbias	31_unbias	RBH_pair_3113.fa	TRINITY_DN136909_c1_g2_i5	0.0091	0.009	0.9885
G31	unbias	31_unbias	RBH_pair_8716.fa	TRINITY_DN141818_c1_g1_i2	0.0385	0.0381	0.9903
G31	unbias	31_unbias	RBH_pair_1503.fa	TRINITY_DN123423_c0_g1_i10	0.2716	0.269	0.9905
G31	unbias	31_unbias	RBH_pair_4383.fa	TRINITY_DN124132_c4_g1_i1	0.0914	0.0906	0.9906
G31	unbias	31_unbias	RBH_pair_3815.fa	TRINITY_DN125560_c3_g5_i1	0.0432	0.0429	0.9926
G31	unbias	31_unbias	RBH_pair_2263.fa	TRINITY_DN135463_c6_g1_i3	0.0467	0.0464	0.9933
G31	unbias	31_unbias	RBH_pair_2124.fa	TRINITY_DN140254_c5_g2_i3	0.0277	0.0276	0.9943
G31	unbias	31_unbias	RBH_pair_10166.fa	TRINITY_DN125959_c1_g2_i1	0.0344	0.0342	0.9952
G31	unbias	31_unbias	RBH_pair_1856.fa	TRINITY_DN133058_c3_g2_i4	0.0887	0.0884	0.9967
G31	unbias	31_unbias	RBH_pair_5088.fa	TRINITY_DN135009_c0_g1_i9	0.0285	0.0285	0.9974
G31	unbias	31_unbias	RBH_pair_7564.fa	TRINITY_DN134317_c2_g2_i1	0.0076	0.0076	0.998
G31	unbias	31_unbias	RBH_pair_5355.fa	TRINITY_DN125172_c0_g1_i5	0.0496	0.0495	0.9989
G31	unbias	31_unbias	RBH_pair_4123.fa	TRINITY_DN116688_c0_g1_i1	0.1372	0.1371	0.9991
G31	unbias	31_unbias	RBH_pair_9006.fa	TRINITY_DN120966_c0_g1_i2	0.0478	0.0478	0.9998
G31	unbias	31_unbias	RBH_pair_6834.fa	TRINITY_DN118689_c6_g1_i5	0.0053	0.0053	1.0002
G31	unbias	31_unbias	RBH_pair_2558.fa	TRINITY_DN141996_c6_g1_i1	0.0841	0.0841	1.0003
G31	unbias	31_unbias	RBH_pair_10237.fa	TRINITY_DN139112_c1_g1_i1	0.0711	0.0713	1.0026
G31	unbias	31_unbias	RBH_pair_10222.fa	TRINITY_DN123418_c5_g2_i1	0.0023	0.0023	1.0031
G31	unbias	31_unbias	RBH_pair_9872.fa	TRINITY_DN115186_c5_g2_i1	0.0878	0.0882	1.0045
G31	unbias	31_unbias	RBH_pair_103.fa	TRINITY_DN126736_c3_g2_i5	0.1408	0.1415	1.0051
G31	unbias	31_unbias	RBH_pair_10725.fa	TRINITY_DN124924_c3_g1_i1	0.1275	0.1283	1.0067
G31	unbias	31_unbias	RBH_pair_1724.fa	TRINITY_DN118036_c1_g4_i3	0.32	0.3223	1.0074
G31	unbias	31_unbias	RBH_pair_5936.fa	TRINITY_DN132279_c2_g1_i1	0.0141	0.0142	1.0078
G31	unbias	31_unbias	RBH_pair_680.fa	TRINITY_DN124830_c1_g2_i3	0.1254	0.1264	1.0084
G31	unbias	31_unbias	RBH_pair_3397.fa	TRINITY_DN144187_c2_g1_i7	0.0095	0.0096	1.011
G31	unbias	31_unbias	RBH_pair_7883.fa	TRINITY_DN129244_c1_g1_i2	0.3509	0.3551	1.0121
G31	unbias	31_unbias	RBH_pair_10215.fa	TRINITY_DN133538_c6_g1_i5	0.0025	0.0026	1.0125
G31	unbias	31_unbias	RBH_pair_4381.fa	TRINITY_DN139746_c9_g1_i4	0.0756	0.0765	1.0127
G31	unbias	31_unbias	RBH_pair_9058.fa	TRINITY_DN139984_c1_g1_i2	0.0461	0.0468	1.0138
G31	unbias	31_unbias	RBH_pair_4250.fa	TRINITY_DN117803_c3_g2_i5	0.0951	0.0964	1.0139
G31	unbias	31_unbias	RBH_pair_7985.fa	TRINITY_DN117519_c2_g2_i4	0.0757	0.0768	1.0153
G31	unbias	31_unbias	RBH_pair_1229.fa	TRINITY_DN112892_c0_g1_i1	0.0361	0.0367	1.016
G31	unbias	31_unbias	RBH_pair_7421.fa	TRINITY_DN114700_c3_g2_i2	0.0339	0.0344	1.0164
G31	unbias	31_unbias	RBH_pair_7332.fa	TRINITY_DN142742_c0_g1_i2	0.0583	0.0593	1.0169
G31	unbias	31_unbias	RBH_pair_8110.fa	TRINITY_DN142111_c1_g1_i2	0.0082	0.0084	1.0176
G31	unbias	31_unbias	RBH_pair_8364.fa	TRINITY_DN136224_c0_g1_i4	0.0989	0.1009	1.0197
G31	unbias	31_unbias	RBH_pair_1598.fa	TRINITY_DN135651_c3_g1_i2	0.0287	0.0293	1.0205
G31	unbias	31_unbias	RBH_pair_2741.fa	TRINITY_DN127287_c2_g2_i1	0.0824	0.0841	1.0206
G31	unbias	31_unbias	RBH_pair_2119.fa	TRINITY_DN131255_c1_g1_i2	0.0569	0.0582	1.024
G31	unbias	31_unbias	RBH_pair_7328.fa	TRINITY_DN119289_c0_g1_i5	0.0135	0.0139	1.0246
G31	unbias	31_unbias	RBH_pair_5445.fa	TRINITY_DN113983_c5_g1_i6	0.0863	0.0885	1.0253
G31	unbias	31_unbias	RBH_pair_8069.fa	TRINITY_DN135555_c3_g1_i14	0.1033	0.106	1.0256
G31	unbias	31_unbias	RBH_pair_5448.fa	TRINITY_DN124894_c7_g1_i2	0.0662	0.0679	1.0258
G31	unbias	31_unbias	RBH_pair_9907.fa	TRINITY_DN118498_c2_g1_i1	0.0551	0.0566	1.0269
G31	unbias	31_unbias	RBH_pair_5466.fa	TRINITY_DN136520_c2_g1_i2	0.0188	0.0194	1.0272
G31	unbias	31_unbias	RBH_pair_8456.fa	TRINITY_DN126517_c6_g1_i2	0.039	0.0402	1.0289
G31	unbias	31_unbias	RBH_pair_2942.fa	TRINITY_DN120718_c6_g1_i3	0.0093	0.0096	1.0291
G31	unbias	31_unbias	RBH_pair_10613.fa	TRINITY_DN134087_c2_g1_i2	0.0943	0.0972	1.0307
G31	unbias	31_unbias	RBH_pair_4182.fa	TRINITY_DN132627_c3_g1_i3	0.0678	0.07	1.0323
G31	unbias	31_unbias	RBH_pair_2246.fa	TRINITY_DN143406_c1_g1_i3	0.2344	0.2419	1.0324
G31	unbias	31_unbias	RBH_pair_3262.fa	TRINITY_DN117694_c5_g3_i1	0.0843	0.087	1.0328
G31	unbias	31_unbias	RBH_pair_5065.fa	TRINITY_DN129381_c1_g1_i2	0.1435	0.1482	1.0328
G31	unbias	31_unbias	RBH_pair_6507.fa	TRINITY_DN128517_c3_g1_i2	0.0438	0.0452	1.0329
G31	unbias	31_unbias	RBH_pair_10618.fa	TRINITY_DN120656_c4_g3_i2	0.0896	0.0926	1.0333
G31	unbias	31_unbias	RBH_pair_7618.fa	TRINITY_DN115458_c0_g1_i1	0.3426	0.3541	1.0338
G31	unbias	31_unbias	RBH_pair_7190.fa	TRINITY_DN132035_c1_g1_i3	0.0386	0.04	1.0344
G31	unbias	31_unbias	RBH_pair_8965.fa	TRINITY_DN131586_c5_g1_i1	0.0363	0.0376	1.0346
G31	unbias	31_unbias	RBH_pair_84.fa	TRINITY_DN135472_c4_g1_i2	0.0063	0.0065	1.0354
G31	unbias	31_unbias	RBH_pair_4659.fa	TRINITY_DN118018_c3_g1_i16	0.0103	0.0107	1.0366
G31	unbias	31_unbias	RBH_pair_2977.fa	TRINITY_DN125680_c5_g1_i4	0.0397	0.0411	1.0366
G31	unbias	31_unbias	RBH_pair_3038.fa	TRINITY_DN121154_c1_g1_i1	0.0309	0.0321	1.0367
G31	unbias	31_unbias	RBH_pair_5318.fa	TRINITY_DN112349_c1_g1_i2	0.0388	0.0402	1.0368
G31	unbias	31_unbias	RBH_pair_971.fa	TRINITY_DN118629_c4_g2_i4	0.1874	0.1944	1.0372
G31	unbias	31_unbias	RBH_pair_7422.fa	TRINITY_DN114700_c3_g1_i2	0.0071	0.0074	1.0377
G31	unbias	31_unbias	RBH_pair_7866.fa	TRINITY_DN128545_c2_g1_i3	0.0364	0.0378	1.0381
G31	unbias	31_unbias	RBH_pair_7989.fa	TRINITY_DN118197_c3_g7_i1	0.0284	0.0295	1.0384
G31	unbias	31_unbias	RBH_pair_4643.fa	TRINITY_DN128884_c3_g1_i6	0.1928	0.2002	1.0388
G31	unbias	31_unbias	RBH_pair_8295.fa	TRINITY_DN141240_c5_g1_i2	0.0868	0.0902	1.0395
G31	unbias	31_unbias	RBH_pair_9340.fa	TRINITY_DN136947_c0_g1_i1	0.0395	0.0411	1.0398
G31	unbias	31_unbias	RBH_pair_5860.fa	TRINITY_DN125141_c4_g2_i2	0.1955	0.2034	1.04
G31	unbias	31_unbias	RBH_pair_10141.fa	TRINITY_DN129308_c5_g1_i2	0.0626	0.0652	1.0406
G31	unbias	31_unbias	RBH_pair_4924.fa	TRINITY_DN122329_c4_g2_i3	0.0361	0.0376	1.0408
G31	unbias	31_unbias	RBH_pair_8924.fa	TRINITY_DN142074_c3_g1_i3	0.0314	0.0327	1.0442
G31	unbias	31_unbias	RBH_pair_5947.fa	TRINITY_DN141319_c5_g1_i7	0.1643	0.1716	1.0442
G31	unbias	31_unbias	RBH_pair_7781.fa	TRINITY_DN113786_c0_g1_i1	0.1272	0.1329	1.0447
G31	unbias	31_unbias	RBH_pair_2103.fa	TRINITY_DN139413_c3_g4_i1	0.065	0.0679	1.045
G31	unbias	31_unbias	RBH_pair_1009.fa	TRINITY_DN115609_c1_g1_i1	0.0685	0.0716	1.0455
G31	unbias	31_unbias	RBH_pair_8023.fa	TRINITY_DN136940_c0_g1_i7	0.1056	0.1105	1.0459
G31	unbias	31_unbias	RBH_pair_5314.fa	TRINITY_DN124776_c4_g1_i1	0.0819	0.0858	1.0475
G31	unbias	31_unbias	RBH_pair_4468.fa	TRINITY_DN142380_c3_g1_i4	0.1467	0.1537	1.0475
G31	unbias	31_unbias	RBH_pair_7202.fa	TRINITY_DN115548_c4_g3_i2	0.0739	0.0775	1.0476
G31	unbias	31_unbias	RBH_pair_357.fa	TRINITY_DN137150_c3_g1_i13	0.4289	0.4501	1.0494
G31	unbias	31_unbias	RBH_pair_3157.fa	TRINITY_DN113210_c0_g1_i1	0.8757	0.919	1.0495
G31	unbias	31_unbias	RBH_pair_3767.fa	TRINITY_DN129295_c2_g2_i2	0.1047	0.1099	1.0501
G31	unbias	31_unbias	RBH_pair_2590.fa	TRINITY_DN136561_c0_g4_i2	0.0129	0.0136	1.051
G31	unbias	31_unbias	RBH_pair_6523.fa	TRINITY_DN127124_c0_g1_i6	0.0523	0.055	1.0512
G31	unbias	31_unbias	RBH_pair_462.fa	TRINITY_DN115390_c4_g1_i8	0.0097	0.0102	1.0531
G31	unbias	31_unbias	RBH_pair_4511.fa	TRINITY_DN127710_c1_g2_i3	0.0496	0.0522	1.0531
G31	unbias	31_unbias	RBH_pair_3321.fa	TRINITY_DN135657_c3_g2_i1	0.0203	0.0213	1.0532
G31	unbias	31_unbias	RBH_pair_5937.fa	TRINITY_DN138530_c1_g1_i3	0.0154	0.0162	1.0544
G31	unbias	31_unbias	RBH_pair_7204.fa	TRINITY_DN126332_c1_g1_i1	0.0548	0.0578	1.0545
G31	unbias	31_unbias	RBH_pair_5272.fa	TRINITY_DN119103_c2_g1_i3	0.1074	0.1133	1.0547
G31	unbias	31_unbias	RBH_pair_3874.fa	TRINITY_DN140582_c1_g1_i2	0.1097	0.1158	1.0552
G31	unbias	31_unbias	RBH_pair_4375.fa	TRINITY_DN124267_c4_g1_i6	0.0098	0.0104	1.0555
G31	unbias	31_unbias	RBH_pair_4854.fa	TRINITY_DN137944_c2_g3_i1	0.0134	0.0141	1.0557
G31	unbias	31_unbias	RBH_pair_8951.fa	TRINITY_DN136772_c0_g1_i1	0.0604	0.0639	1.0579
G31	unbias	31_unbias	RBH_pair_4833.fa	TRINITY_DN135531_c2_g1_i4	0.0838	0.0887	1.0579
G31	unbias	31_unbias	RBH_pair_3580.fa	TRINITY_DN111437_c1_g1_i3	0.1135	0.1202	1.0585
G31	unbias	31_unbias	RBH_pair_7807.fa	TRINITY_DN117402_c3_g2_i1	0.001	0.0011	1.0593
G31	unbias	31_unbias	RBH_pair_9718.fa	TRINITY_DN139011_c0_g3_i6	0.0231	0.0245	1.0596
G31	unbias	31_unbias	RBH_pair_5197.fa	TRINITY_DN129013_c0_g1_i1	0.0636	0.0674	1.0602
G31	unbias	31_unbias	RBH_pair_9746.fa	TRINITY_DN137838_c5_g2_i2	0.02	0.0213	1.0607
G31	unbias	31_unbias	RBH_pair_3357.fa	TRINITY_DN140486_c1_g1_i2	0.0277	0.0294	1.0612
G31	unbias	31_unbias	RBH_pair_3395.fa	TRINITY_DN141084_c3_g1_i42	0.0373	0.0397	1.0636
G31	unbias	31_unbias	RBH_pair_5896.fa	TRINITY_DN127587_c0_g2_i9	0.1075	0.1145	1.0644
G31	unbias	31_unbias	RBH_pair_6203.fa	TRINITY_DN112235_c0_g1_i1	0.1671	0.178	1.0651
G31	unbias	31_unbias	RBH_pair_9833.fa	TRINITY_DN131264_c2_g2_i4	0.1274	0.1359	1.0666
G31	unbias	31_unbias	RBH_pair_3816.fa	TRINITY_DN121166_c0_g1_i5	0.0436	0.0465	1.0668
G31	unbias	31_unbias	RBH_pair_8371.fa	TRINITY_DN129559_c2_g2_i1	0.0663	0.0708	1.0668
G31	unbias	31_unbias	RBH_pair_7192.fa	TRINITY_DN132281_c4_g1_i8	0.0179	0.0191	1.0675
G31	unbias	31_unbias	RBH_pair_5900.fa	TRINITY_DN127956_c0_g2_i8	0.0424	0.0453	1.0693
G31	unbias	31_unbias	RBH_pair_9781.fa	TRINITY_DN137627_c0_g1_i1	0.0775	0.0829	1.0698
G31	unbias	31_unbias	RBH_pair_7561.fa	TRINITY_DN138492_c0_g1_i6	0.0315	0.0337	1.0712
G31	unbias	31_unbias	RBH_pair_1505.fa	TRINITY_DN124645_c0_g1_i1	0.2235	0.2395	1.0715
G31	unbias	31_unbias	RBH_pair_9147.fa	TRINITY_DN129007_c4_g1_i2	0.0602	0.0646	1.0724
G31	unbias	31_unbias	RBH_pair_8381.fa	TRINITY_DN129247_c0_g1_i1	0.0576	0.0618	1.0731
