gid	gname	chr	start	end
TRINITY_DN135134_c1_g1_i1	ID=Xetrov90000742mgName=cfap97]CFA97_XENTRCFA97_XENTRQ	Chr01	35359086	35375298
TRINITY_DN122210_c0_g1_i10	ID=Xetrov90000747mgName=acsl1]ACSL1_CAVPOACSL1_CAVPOQ	Chr01	35491194	35534391
TRINITY_DN123924_c5_g1_i4	ID=Xetrov90000750mgName=Xetrov90000750mg]PRIPO_HUMANPRIPO_HUMANQ	Chr01	35584180	35597119
TRINITY_DN127403_c4_g1_i3	ID=Xetrov90000751mgName=casp3]CASP3_XENLACASP3_XENLAQ	Chr01	35599082	35625853
TRINITY_DN138772_c5_g1_i4	ID=Xetrov90000753mgName=irf2]IRF2_SIGHIIRF2_SIGHIQ	Chr01	35632416	35662609
TRINITY_DN114407_c3_g3_i4	ID=Xetrov90000754mgName=enpp6]ENPP6_XENLAENPP6_XENLAQ	Chr01	35674507	35689357
TRINITY_DN118988_c1_g1_i9	ID=Xetrov90000755mgName=stox2-like]STOX2_HUMANSTOX2_HUMANQ	Chr01	35710892	35812084
TRINITY_DN138431_c1_g1_i3	ID=Xetrov90000756mgName=trappc11]TPC11_CHICKTPC11_CHICKQ	Chr01	35835302	35864720
TRINITY_DN119729_c4_g2_i1	ID=Xetrov90000758mgName=rwdd4]RWDD4_HUMANRWDD4_HUMANQ	Chr01	35864811	35874960
TRINITY_DN127591_c3_g1_i1	ID=Xetrov90000760mgName=ing2]ING2_HUMANING2_HUMANQ	Chr01	35947272	35950455
TRINITY_DN142310_c1_g1_i5	ID=Xetrov90000761mgName=cdkn2aip]CARFA_XENLACARFA_XENLAQ	Chr01	35971555	35976206
TRINITY_DN143250_c2_g1_i1	ID=Xetrov90000764mgName=MGC79698]WWC2_XENTRWWC2_XENTRQ	Chr01	36078011	36172803
TRINITY_DN118446_c8_g1_i2	ID=Xetrov90000765mgName=dctd]DCTD_RATDCTD_RATQ	Chr01	36234709	36242514
TRINITY_DN117966_c0_g1_i5	ID=Xetrov90000766mgName=Xetrov90000766mg]TEN3_HUMANTEN3_HUMANQ	Chr01	36457341	36638856
TRINITY_DN134223_c1_g2_i5	ID=Xetrov90000769mgName=aga]ASPG_HUMANASPG_HUMANQ	Chr01	38042206	38054121
TRINITY_DN126284_c4_g1_i1	ID=Xetrov90000770mgName=neil3]NEIL3_HUMANNEIL3_HUMANQ	Chr01	38056089	38084928
TRINITY_DN115931_c5_g1_i3	ID=Xetrov90000772mgName=spcs3]SPCS3_HUMANSPCS3_HUMANQ	Chr01	38518783	38529926
TRINITY_DN113378_c0_g1_i2	ID=Xetrov90000775mgName=spata4-like]SPAT4_PANTRSPAT4_PANTRQ	Chr01	38573353	38580561
TRINITY_DN130098_c0_g1_i4	ID=Xetrov90000776mgName=wdr17-like]WDR17_HUMANWDR17_HUMANQ	Chr01	38582869	38635473
TRINITY_DN125077_c5_g1_i2	ID=Xetrov90000777mgName=gpm6a]GPM6A_PONABGPM6A_PONABQ	Chr01	38740647	38768772
TRINITY_DN121322_c1_g1_i1	ID=Xetrov90000779mgName=hpgd]PGDH_HUMANPGDH_HUMANQ	Chr01	39025088	39058705
TRINITY_DN121786_c4_g1_i1	ID=Xetrov90000780mgName=cep44]CEP44_XENLACEP44_XENLAQ	Chr01	39130121	39144373
TRINITY_DN119370_c1_g1_i1	ID=Xetrov90000781mgName=fbxo8]FBX8_MOUSEFBX8_MOUSEQ	Chr01	39144104	39165478
TRINITY_DN114351_c0_g5_i1	ID=Xetrov90000782mgName=hand2]HAND2_XENLAHAND2_XENLAQ	Chr01	39412802	39417069
TRINITY_DN118710_c4_g3_i3	ID=Xetrov90000786mgName=hmgb2]HMGB2_CHICKHMGB2_CHICKQ	Chr01	39547683	39553597
TRINITY_DN140879_c7_g2_i2	ID=Xetrov90000787mgName=galnt7]GALT7_PONABGALT7_PONABQ	Chr01	39562124	39627621
TRINITY_DN141340_c5_g1_i5	ID=Xetrov90000797mgName=aadat]AADAT_HUMANAADAT_HUMANQ	Chr01	40608103	40635615
TRINITY_DN141149_c3_g1_i1	ID=Xetrov90000800mgName=mfap3l-like]MFA3L_HUMANMFA3L_HUMANQ	Chr01	40665017	40670509
TRINITY_DN121411_c1_g1_i4	ID=Xetrov90000801mgName=LOC100488348]CD027_HUMANCD027_HUMANQ	Chr01	40704275	40712113
TRINITY_DN139434_c1_g1_i4	ID=Xetrov90000805mgName=clcn3]CLCN3_RABITCLCN3_RABITQ	Chr01	40715452	40761694
TRINITY_DN130075_c7_g1_i1	ID=Xetrov90000806mgName=nek1]NEK1_HUMANNEK1_HUMANQ	Chr01	40766102	40824255
TRINITY_DN132345_c3_g1_i2	ID=Xetrov90000808mgName=sh3rf1]SH3R1_XENTRSH3R1_XENTRQ	Chr01	40862906	40947890
TRINITY_DN120641_c2_g1_i1	ID=Xetrov90000812mgName=cbr4]CBR4_XENLACBR4_XENLAQ	Chr01	40971260	40980048
TRINITY_DN141282_c0_g1_i3	ID=Xetrov90000819mgName=ddx60]DDX60_HUMANDDX60_HUMANQ	Chr01	41320214	41358596
TRINITY_DN131334_c0_g2_i12	ID=Xetrov90000820mgName=LOC100488610]TRI59_HUMANTRI59_HUMANQ	Chr01	41360546	41379244
TRINITY_DN112769_c0_g1_i1	ID=Xetrov90000821mgName=anxa10]ANX10_MOUSEANX10_MOUSEQ	Chr01	41382093	41410510
TRINITY_DN142013_c11_g1_i1	ID=Xetrov90000822mgName=spock3]TICN3_HUMANTICN3_HUMANQ	Chr01	41555975	41688974
TRINITY_DN130354_c0_g1_i4	ID=Xetrov90000823mgName=tll1-like1]TLL1_XENLATLL1_XENLAQ	Chr01	41796428	41893665
TRINITY_DN131902_c1_g1_i1	ID=Xetrov90000824mgName=cpe]CBPE_MOUSECBPE_MOUSEQ	Chr01	41986099	42029872
TRINITY_DN123389_c1_g3_i1	ID=Xetrov90000826mgName=msmo1]MSMO1_CHICKMSMO1_CHICKQ	Chr01	42074453	42083251
TRINITY_DN115493_c0_g1_i1	ID=Xetrov90000827mgName=klhl2]KLHL2_HUMANKLHL2_HUMANQ	Chr01	42086166	42130979
TRINITY_DN120653_c3_g7_i1	ID=Xetrov90000833mgName=tma16]TMA16_XENTRTMA16_XENTRQ	Chr01	42390256	42410884
TRINITY_DN133026_c1_g1_i3	ID=Xetrov90000836mgName=naf1]NAF1_RATNAF1_RATQ	Chr01	42692844	42729440
TRINITY_DN134256_c3_g2_i14	ID=Xetrov90000845mgName=rapgef2]RPGF2_HUMANRPGF2_HUMANQ	Chr01	43434415	43607678
TRINITY_DN140922_c0_g2_i1	ID=Xetrov90000846mgName=LOC100493543]CD045_HUMANCD045_HUMANQ	Chr01	43628302	43643703
TRINITY_DN131347_c0_g1_i1	ID=Xetrov90000849mgName=ppid]PPID_BOVINPPID_BOVINQ	Chr01	43711990	43723665
TRINITY_DN128732_c0_g1_i3	ID=Xetrov90000851mgName=etfdh]ETFD_PIGETFD_PIGQ	Chr01	43724131	43741890
TRINITY_DN137136_c7_g3_i3	ID=Xetrov90000856mgName=tmem144]TM144_MOUSETM144_MOUSEQ	Chr01	43946688	43964221
TRINITY_DN118501_c0_g1_i2	ID=Xetrov90000858mgName=fam198b]F198B_HUMANF198B_HUMANQ	Chr01	43970167	43996693
TRINITY_DN141796_c1_g1_i7	ID=Xetrov90000859mgName=Xetrov90000859mg]GRIA2_MACFAGRIA2_MACFAQ	Chr01	44098177	44145234
TRINITY_DN136003_c2_g1_i1	ID=Xetrov90000861mgName=glrb]GLRB_HUMANGLRB_HUMANQ	Chr01	44226997	44285731
TRINITY_DN117746_c0_g1_i3	ID=Xetrov90000862mgName=pdgfc]PDGFC_GECJAPDGFC_GECJAQ	Chr01	44413093	44464113
TRINITY_DN137030_c2_g3_i1	ID=Xetrov90000863mgName=ctso]CATO_HUMANCATO_HUMANQ	Chr01	44546981	44558844
TRINITY_DN135043_c4_g1_i8	ID=Xetrov90000864mgName=tdo2]T23O_XENTRT23O_XENTRQ	Chr01	44561624	44571840
TRINITY_DN123901_c6_g2_i1	ID=Xetrov90000866mgName=gucy1b3-like]GCYB1_BOVINGCYB1_BOVINQ	Chr01	44605668	44634229
TRINITY_DN125842_c0_g1_i1	ID=Xetrov90000867mgName=gucy1a3-like]GCYA3_CANLFGCYA3_CANLFQ	Chr01	44695371	44719427
TRINITY_DN119498_c7_g1_i1	ID=Xetrov90000877mgName=LOC100485002]LRAT_BOVINLRAT_BOVINQ	Chr01	45162774	45175403
TRINITY_DN139555_c4_g1_i1	ID=Xetrov90000878mgName=LOC100485159-like]	Chr01	45184419	45222761
TRINITY_DN118569_c0_g2_i2	ID=Xetrov90000879mgName=fgg]FIBG_XENLAFIBG_XENLAQ	Chr01	45258642	45265469
TRINITY_DN121807_c4_g4_i1	ID=Xetrov90000880mgName=fga]FIBA_CHICKFIBA_CHICKQ	Chr01	45273204	45283785
TRINITY_DN124506_c2_g3_i2	ID=Xetrov90000882mgName=fgb]FIBB_CHICKFIBB_CHICKQ	Chr01	45300519	45307706
TRINITY_DN127909_c5_g2_i2	ID=Xetrov90000883mgName=plrg1]PLRG1_BOVINPLRG1_BOVINQ	Chr01	45313874	45334606
TRINITY_DN126731_c1_g1_i2	ID=Xetrov90000885mgName=sfrp2]SFRP2_CANLFSFRP2_CANLFQ	Chr01	45713108	45722258
TRINITY_DN129683_c0_g1_i1	ID=Xetrov90000888mgName=kiaa0922-like]T131L_HUMANT131L_HUMANQ	Chr01	45783941	45859139
TRINITY_DN122561_c0_g5_i1	ID=Xetrov90000889mgName=mnd1]MND1_XENLAMND1_XENLAQ	Chr01	45875149	45899806
TRINITY_DN137711_c2_g1_i2	ID=Xetrov90000890mgName=trim2]TRIM2_HUMANTRIM2_HUMANQ	Chr01	45903183	45936855
TRINITY_DN120624_c3_g1_i1	ID=Xetrov90000894mgName=fhdc1]FHDC1_MOUSEFHDC1_MOUSEQ	Chr01	46032260	46056627
TRINITY_DN142957_c5_g1_i8	ID=Xetrov90000896mgName=Xetrov90000896mg]ARFP1_HUMANARFP1_HUMANQ	Chr01	46089611	46164129
TRINITY_DN143943_c8_g1_i2	ID=Xetrov90000899mgName=ercc8]ERCC8_BOVINERCC8_BOVINQ	Chr01	46198772	46202134
TRINITY_DN118300_c2_g1_i1	ID=Xetrov90000902mgName=fbxw7-like]FBXW7_HUMANFBXW7_HUMANQ	Chr01	46276113	46322120
TRINITY_DN120964_c0_g2_i5	ID=Xetrov90000907mgName=pet112]GATB_MOUSEGATB_MOUSEQ	Chr01	46772336	46836931
TRINITY_DN138838_c0_g1_i4	ID=Xetrov90000908mgName=fam160a1-like]F16A1_HUMANF16A1_HUMANQ	Chr01	46847698	46911281
TRINITY_DN135035_c0_g1_i5	ID=Xetrov90000914mgName=sh3d19-like]SH319_MOUSESH319_MOUSEQ	Chr01	47070574	47120325
TRINITY_DN131623_c2_g2_i4	ID=Xetrov90000915mgName=rps3a]RS3A_XENTRRS3A_XENTRQ	Chr01	47125192	47131582
TRINITY_DN136481_c0_g1_i1	ID=Xetrov90000920mgName=mab21l2]MB212_XENTRMB212_XENTRQ	Chr01	47348499	47351217
TRINITY_DN141407_c0_g1_i5	ID=Xetrov90000921mgName=LOC100487296]DCLK2_HUMANDCLK2_HUMANQ	Chr01	47523755	47575450
TRINITY_DN133652_c0_g1_i3	ID=Xetrov90000923mgName=arhgap10]RHG10_HUMANRHG10_HUMANQ	Chr01	48026778	48136355
TRINITY_DN130992_c0_g2_i2	ID=Xetrov90000925mgName=prmt9]ANM9_XENLAANM9_XENLAQ	Chr01	48135580	48171893
TRINITY_DN141982_c3_g1_i3	ID=Xetrov90000928mgName=ednra]EDNRA_HUMANEDNRA_HUMANQ	Chr01	48225092	48275136
TRINITY_DN123159_c2_g2_i2	ID=Xetrov90000929mgName=ttc29-like]TTC29_XENLATTC29_XENLAQ	Chr01	48527193	48662196
TRINITY_DN118164_c8_g2_i1	ID=Xetrov90000933mgName=slc10a7]NTP7B_XENLANTP7B_XENLAQ	Chr01	48736012	48859753
TRINITY_DN119963_c3_g1_i1	ID=Xetrov90000940mgName=LOC100498590]	Chr01	49137677	49150477
TRINITY_DN116476_c1_g2_i6	ID=Xetrov90000941mgName=mmaa]MMAA_HUMANMMAA_HUMANQ	Chr01	49159254	49172661
TRINITY_DN137746_c1_g3_i2	ID=Xetrov90000943mgName=smad1]SMAD1_HUMANSMAD1_HUMANQ	Chr01	49182917	49208594
TRINITY_DN115092_c0_g2_i1	ID=Xetrov90000946mgName=hhip]HHIP_HUMANHHIP_HUMANQ	Chr01	49491640	49573393
TRINITY_DN122727_c1_g1_i1	ID=Xetrov90000950mgName=anapc10]APC10_HUMANAPC10_HUMANQ	Chr01	49632803	49660484
TRINITY_DN122727_c0_g1_i1	ID=Xetrov90000952mgName=abce1]ABCE1_MOUSEABCE1_MOUSEQ	Chr01	49660265	49675899
TRINITY_DN132754_c6_g2_i2	ID=Xetrov90000953mgName=otud4-like1]OTUD4_HUMANOTUD4_HUMANQ	Chr01	49682000	49718550
TRINITY_DN119834_c1_g1_i1	ID=Xetrov90000955mgName=smarca5]SMCA5_HUMANSMCA5_HUMANQ	Chr01	49814354	49834659
TRINITY_DN138588_c0_g1_i4	ID=Xetrov90000956mgName=Xetrov90000956mg]GAB1_HUMANGAB1_HUMANQ	Chr01	49857945	49896227
TRINITY_DN131060_c0_g1_i1	ID=Xetrov90000959mgName=usp38]UBP38_HUMANUBP38_HUMANQ	Chr01	49976472	49991985
TRINITY_DN122320_c3_g2_i1	ID=Xetrov90000968mgName=znf330]ZN330_BOVINZN330_BOVINQ	Chr01	50848182	50870452
TRINITY_DN129247_c0_g1_i1	ID=Xetrov90000970mgName=rnf150]RN150_HUMANRN150_HUMANQ	Chr01	50883857	50965078
TRINITY_DN115337_c5_g1_i4	ID=Xetrov90000973mgName=ucp1]UCP2_CYPCAUCP2_CYPCAQ	Chr01	51073395	51079790
TRINITY_DN115593_c1_g1_i3	ID=Xetrov90000975mgName=mgat4a]MGT4B_DANREMGT4B_DANREQ	Chr01	51145888	51204217
TRINITY_DN126906_c2_g1_i2	ID=Xetrov90000976mgName=clgn-like]CLGN_CANLFCLGN_CANLFQ	Chr01	51220422	51244688
TRINITY_DN118398_c2_g1_i2	ID=Xetrov90000981mgName=LOC101731146]MGST2_BOVINMGST2_BOVINQ	Chr01	51581122	51602714
TRINITY_DN134118_c5_g1_i1	ID=Xetrov90000982mgName=LOC100127860]MGST2_HUMANMGST2_HUMANQ	Chr01	51606696	51616898
TRINITY_DN125235_c0_g1_i2	ID=Xetrov90000984mgName=setd7]SETD7_HUMANSETD7_HUMANQ	Chr01	51619256	51636700
TRINITY_DN123025_c4_g2_i2	ID=Xetrov90000987mgName=LOC733556]	Chr01	51640120	51650709
TRINITY_DN130762_c2_g1_i1	ID=Xetrov90000989mgName=rab33b]RB33B_HUMANRB33B_HUMANQ	Chr01	51662085	51667333
TRINITY_DN125229_c0_g1_i2	ID=Xetrov90000990mgName=LOC100145011]MASY_EMENIMASY_EMENIQ	Chr01	51675063	51690204
TRINITY_DN134706_c0_g3_i3	ID=Xetrov90000991mgName=naa15]NAA15_HUMANNAA15_HUMANQ	Chr01	51694092	51718607
TRINITY_DN130536_c1_g3_i4	ID=Xetrov90000993mgName=ccrn4l]NOCT_XENLANOCT_XENLAQ	Chr01	51728403	51743301
TRINITY_DN119266_c1_g1_i3	ID=Xetrov90000994mgName=elf2]ELF2_HUMANELF2_HUMANQ	Chr01	51750008	51807807
TRINITY_DN141601_c2_g1_i1	ID=Xetrov90001003mgName=pcdh18]PCD18_HUMANPCD18_HUMANQ	Chr01	52732382	52742338
TRINITY_DN142686_c3_g1_i9	ID=Xetrov90001005mgName=pcdh10]PCD10_HUMANPCD10_HUMANQ	Chr01	53655993	53674546
TRINITY_DN124196_c0_g1_i1	ID=Xetrov90001007mgName=LOC100135109]CD033_DANRECD033_DANREQ	Chr01	54415657	54465951
TRINITY_DN125948_c0_g1_i2	ID=Xetrov90001010mgName=LOC101733996]SCLT1_HUMANSCLT1_HUMANQ	Chr01	54504852	54583697
TRINITY_DN114554_c0_g1_i1	ID=Xetrov90001011mgName=jade1]JADE1_XENLAJADE1_XENLAQ	Chr01	54589520	54633779
TRINITY_DN120635_c0_g2_i2	ID=Xetrov90001012mgName=pgrmc2]PGRC2_RATPGRC2_RATQ	Chr01	54746200	54754930
TRINITY_DN134321_c0_g1_i5	ID=Xetrov90001013mgName=larp1b]LAR1B_HUMANLAR1B_HUMANQ	Chr01	54760979	54784339
TRINITY_DN133210_c0_g1_i6	ID=Xetrov90001016mgName=c4orf29]ABD18_MOUSEABD18_MOUSEQ	Chr01	54793723	54807149
TRINITY_DN133315_c0_g1_i1	ID=Xetrov90001017mgName=mfsd8]MFSD8_XENLAMFSD8_XENLAQ	Chr01	54814496	54826762
TRINITY_DN136543_c0_g1_i2	ID=Xetrov90001018mgName=plk4]PLK4_XENTRPLK4_XENTRQ	Chr01	54832382	54847637
TRINITY_DN138525_c0_g1_i1	ID=Xetrov90001020mgName=Xetrov90001020mg]WDR49_HUMANWDR49_HUMANQ	Chr01	54856100	54886574
TRINITY_DN121151_c0_g1_i3	ID=Xetrov90001023mgName=LOC100498452]ZDHC2_ARATHZDHC2_ARATHQ	Chr01	54941710	54950758
TRINITY_DN141824_c0_g1_i1	ID=Xetrov90001025mgName=fat4-like1]FAT4_HUMANFAT4_HUMANQ	Chr01	55566393	55627209
TRINITY_DN140725_c0_g1_i1	ID=Xetrov90001027mgName=ankrd50]ANR50_HUMANANR50_HUMANQ	Chr01	55884569	55901259
TRINITY_DN114517_c0_g1_i2	ID=Xetrov90001031mgName=spata5-like]SPAT5_MOUSESPAT5_MOUSEQ	Chr01	56387734	56461968
TRINITY_DN139149_c4_g1_i2	ID=Xetrov90001032mgName=nudt6]NUDT6_HUMANNUDT6_HUMANQ	Chr01	56462480	56473226
TRINITY_DN116240_c1_g1_i2	ID=Xetrov90001036mgName=cetn4]CETN1_BOVINCETN1_BOVINQ	Chr01	56529228	56535404
TRINITY_DN134702_c2_g1_i1	ID=Xetrov90001061mgName=bbs7]BBS7_MOUSEBBS7_MOUSEQ	Chr01	57409675	57431912
TRINITY_DN137406_c3_g1_i3	ID=Xetrov90001062mgName=ccna2]CCNA2_XENLACCNA2_XENLAQ	Chr01	57446313	57454735
TRINITY_DN131272_c6_g1_i1	ID=Xetrov90001063mgName=exosc9]EXOS9_BOVINEXOS9_BOVINQ	Chr01	57467351	57479361
TRINITY_DN129297_c4_g1_i1	ID=Xetrov90001064mgName=anxa5]ANXA5_CHICKANXA5_CHICKQ	Chr01	57497673	57516188
TRINITY_DN128506_c7_g1_i3	ID=Xetrov90001065mgName=cyp2u1]CP2U1_HUMANCP2U1_HUMANQ	Chr01	57523715	57538563
TRINITY_DN127749_c1_g1_i3	ID=Xetrov90001066mgName=hadh]HCDH_PIGHCDH_PIGQ	Chr01	57549002	57560785
TRINITY_DN142159_c3_g7_i2	ID=Xetrov90001069mgName=lef1]LEF1_HUMANLEF1_HUMANQ	Chr01	57601350	57658545
TRINITY_DN131044_c5_g2_i3	ID=Xetrov90001073mgName=ostc]OSTCB_XENLAOSTCB_XENLAQ	Chr01	57833383	57837164
TRINITY_DN139381_c8_g1_i1	ID=Xetrov90001075mgName=etnppl]AT2L1_XENLAAT2L1_XENLAQ	Chr01	57862643	57882994
TRINITY_DN117082_c0_g1_i1	ID=Xetrov90001078mgName=LOC101733401-like]RL34_HUMANRL34_HUMANQ	Chr01	58228452	58234280
TRINITY_DN122212_c0_g1_i1	ID=Xetrov90001079mgName=sec24b]SC24B_HUMANSC24B_HUMANQ	Chr01	58234143	58279382
TRINITY_DN130491_c2_g1_i1	ID=Xetrov90001080mgName=ccdc109b]MCUB_HUMANMCUB_HUMANQ	Chr01	58289293	58340567
TRINITY_DN125772_c5_g1_i3	ID=Xetrov90001081mgName=pyurf]PREY_XENTRPREY_XENTRQ	Chr01	58346443	58347953
TRINITY_DN133641_c6_g2_i2	ID=Xetrov90001082mgName=c4orf32]CD032_HUMANCD032_HUMANQ	Chr01	58371685	58391307
TRINITY_DN119168_c2_g1_i2	ID=Xetrov90001086mgName=enpep]AMPE_RATAMPE_RATQ	Chr01	58901065	58936577
TRINITY_DN114616_c3_g1_i5	ID=Xetrov90001087mgName=elovl6]ELOV6_CHICKELOV6_CHICKQ	Chr01	58980391	59028389
TRINITY_DN112823_c0_g1_i1	ID=Xetrov90001092mgName=cfi]CFAI_HUMANCFAI_HUMANQ	Chr01	59181768	59213393
TRINITY_DN117018_c0_g1_i2	ID=Xetrov90001093mgName=pla2g12a]PG12A_MOUSEPG12A_MOUSEQ	Chr01	59214958	59227913
TRINITY_DN121438_c3_g1_i3	ID=Xetrov90001094mgName=casp6]CASP6_HUMANCASP6_HUMANQ	Chr01	59235302	59249004
TRINITY_DN123479_c3_g2_i3	ID=Xetrov90001095mgName=Xetrov90001095mg]AP1AR_HUMANAP1AR_HUMANQ	Chr01	59253600	59284470
TRINITY_DN125997_c3_g1_i2	ID=Xetrov90001096mgName=tifa]TIFA_XENLATIFA_XENLAQ	Chr01	59288654	59293664
TRINITY_DN117713_c1_g1_i2	ID=Xetrov90001097mgName=alpk1]ALPK1_HUMANALPK1_HUMANQ	Chr01	59296838	59396766
TRINITY_DN122222_c0_g1_i4	ID=Xetrov90001101mgName=larp7]LARP7_XENTRLARP7_XENTRQ	Chr01	59504263	59530999
TRINITY_DN136909_c1_g2_i5	ID=Xetrov90001113mgName=camk2d]KCC2D_CHICKKCC2D_CHICKQ	Chr01	59890104	60008533
TRINITY_DN134561_c5_g1_i1	ID=Xetrov90001118mgName=ugt8]CGT_HUMANCGT_HUMANQ	Chr01	60230590	60258070
TRINITY_DN112472_c0_g1_i1	ID=Xetrov90001119mgName=LOC100493539]EFC14_MOUSEEFC14_MOUSEQ	Chr01	60254920	60281038
TRINITY_DN122112_c0_g3_i2	ID=Xetrov90001125mgName=ctu1]CTU1_XENTRCTU1_XENTRQ	Chr01	61090188	61096677
TRINITY_DN117909_c9_g2_i1	ID=Xetrov90001126mgName=mettl14]MET14_XENLAMET14_XENLAQ	Chr01	61096783	61121668
TRINITY_DN120895_c0_g1_i1	ID=Xetrov90001127mgName=sec24d-like1]SC24D_HUMANSC24D_HUMANQ	Chr01	61127823	61164993
TRINITY_DN120124_c5_g1_i2	ID=Xetrov90001131mgName=myoz2]MYOZ2_BOVINMYOZ2_BOVINQ	Chr01	61330356	61361101
TRINITY_DN137671_c6_g1_i1	ID=Xetrov90001135mgName=fabp2]FABPI_XENLAFABPI_XENLAQ	Chr01	61428301	61431055
TRINITY_DN138640_c1_g2_i3	ID=Xetrov90001137mgName=mad2l1]MD2L1_HUMANMD2L1_HUMANQ	Chr01	61633139	61639054
TRINITY_DN134458_c0_g1_i1	ID=Xetrov90001139mgName=ndnf]NDNF_XENTRNDNF_XENTRQ	Chr01	62015214	62041691
TRINITY_DN144077_c3_g2_i1	ID=Xetrov90001144mgName=papss1]PAPS1_MOUSEPAPS1_MOUSEQ	Chr01	62391322	62433878
TRINITY_DN128839_c0_g1_i1	ID=Xetrov90001145mgName=dkk2]DKK2_MOUSEDKK2_MOUSEQ	Chr01	62532686	62589744
TRINITY_DN114587_c0_g1_i3	ID=Xetrov90001147mgName=gimd1-like]GIMD1_BOVINGIMD1_BOVINQ	Chr01	62758737	62766052
TRINITY_DN126709_c0_g1_i1	ID=Xetrov90001150mgName=aimp1]AIMP1_HUMANAIMP1_HUMANQ	Chr01	62768413	62809992
TRINITY_DN120754_c6_g2_i2	ID=Xetrov90001151mgName=tbck]TBCK_CHICKTBCK_CHICKQ	Chr01	62810202	62931279
TRINITY_DN134550_c1_g1_i3	ID=Xetrov90001153mgName=npnt-like]NPNT_MOUSENPNT_MOUSEQ	Chr01	62944999	63002085
TRINITY_DN134933_c0_g1_i3	ID=Xetrov90001155mgName=gstcd-like]GSTCD_XENLAGSTCD_XENLAQ	Chr01	63030620	63084967
TRINITY_DN130350_c5_g2_i4	ID=Xetrov90001157mgName=ints12]INT12_XENTRINT12_XENTRQ	Chr01	63084985	63093990
TRINITY_DN135288_c8_g2_i3	ID=Xetrov90001161mgName=ppa1]IPYR2_HUMANIPYR2_HUMANQ	Chr01	63156694	63175831
TRINITY_DN143918_c2_g1_i2	ID=Xetrov90001165mgName=cxxc4]CXXC4_XENLACXXC4_XENLAQ	Chr01	63487626	63488585
TRINITY_DN126240_c1_g2_i6	ID=Xetrov90001171mgName=bdh2-like]BDH2_LITCTBDH2_LITCTQ	Chr01	64083090	64096694
TRINITY_DN117932_c5_g1_i4	ID=Xetrov90001174mgName=slc9b2]SL9B2_XENTRSL9B2_XENTRQ	Chr01	64110605	64146637
TRINITY_DN134752_c5_g3_i1	ID=Xetrov90001175mgName=cisd2]CISD2_LITCTCISD2_LITCTQ	Chr01	64144545	64157822
TRINITY_DN117556_c1_g3_i5	ID=Xetrov90001176mgName=ube2d3]UB2D2_XENLAUB2D2_XENLAQ	Chr01	64172619	64192129
TRINITY_DN127414_c0_g1_i3	ID=Xetrov90001178mgName=manba-like]MANBA_HUMANMANBA_HUMANQ	Chr01	64203660	64222277
TRINITY_DN128055_c0_g1_i2	ID=Xetrov90001179mgName=nfkb1]NFKB1_CHICKNFKB1_CHICKQ	Chr01	64228708	64277836
TRINITY_DN123045_c9_g2_i1	ID=Xetrov90001180mgName=slc39a8-like]S39A8_RATS39A8_RATQ	Chr01	64337744	64370414
TRINITY_DN131668_c1_g2_i8	ID=Xetrov90001181mgName=LOC101731251-like]NLRC3_HUMANNLRC3_HUMANQ	Chr01	64399148	64423433
TRINITY_DN125375_c3_g2_i3	ID=Xetrov90001185mgName=ppp3ca]PP2BA_HUMANPP2BA_HUMANQ	Chr01	64673197	64798381
TRINITY_DN128542_c3_g2_i2	ID=Xetrov90001187mgName=ddit4l]DDT4L_PONABDDT4L_PONABQ	Chr01	64930595	64931500
TRINITY_DN128709_c3_g1_i2	ID=Xetrov90001189mgName=h2afz]H2AZL_XENTRH2AZL_XENTRQ	Chr01	65008501	65013205
TRINITY_DN134154_c3_g1_i1	ID=Xetrov90001192mgName=dnajb14]DJB14_XENLADJB14_XENLAQ	Chr01	65029186	65044103
TRINITY_DN136935_c0_g1_i3	ID=Xetrov90001193mgName=LOC100487453-like]MTP_PIGMTP_PIGQ	Chr01	65072502	65108823
TRINITY_DN137108_c1_g1_i2	ID=Xetrov90001195mgName=dapp1]DAPP1_MOUSEDAPP1_MOUSEQ	Chr01	65208909	65246765
TRINITY_DN124535_c1_g2_i1	ID=Xetrov90001197mgName=adh1b]ADH1_PELPEADH1_PELPEQ	Chr01	65302152	65317534
TRINITY_DN116058_c5_g1_i3	ID=Xetrov90001199mgName=LOC100487777]ADH1_RABITADH1_RABITQ	Chr01	65368064	65375555
TRINITY_DN135307_c0_g1_i3	ID=Xetrov90001200mgName=LOC100487939]ADH8_PELPEADH8_PELPEQ	Chr01	65386604	65395120
TRINITY_DN119578_c1_g3_i1	ID=Xetrov90001204mgName=adh5]ADHX_SAAHAADHX_SAAHAQ	Chr01	65460801	65469091
TRINITY_DN134323_c3_g1_i1	ID=Xetrov90001205mgName=metap1]MAP1_XENTRMAP1_XENTRQ	Chr01	65478331	65491960
TRINITY_DN116315_c4_g4_i1	ID=Xetrov90001206mgName=eif4e]IF4E_XENLAIF4E_XENLAQ	Chr01	65533264	65552204
TRINITY_DN138731_c5_g1_i6	ID=Xetrov90001209mgName=LOC100486041-like]GDS1B_XENLAGDS1B_XENLAQ	Chr01	65671663	65730175
TRINITY_DN122031_c7_g1_i9	ID=Xetrov90001215mgName=bmpr1b]BMR1B_HUMANBMR1B_HUMANQ	Chr01	66712593	66777201
