Gid	gname	chr	start	end	dN_dS	dN	dS
TRINITY_DN130350_c5_g2_i4	ID=Xetrov90001157mgName=ints12]INT12_XENTRINT12_XENTRQ	Chr01	63084985	63093990	0.0991	0.1528	1.5409
TRINITY_DN130354_c0_g1_i4	ID=Xetrov90000823mgName=tll1-like1]TLL1_XENLATLL1_XENLAQ	Chr01	41796428	41893665	0.0299	0.0392	1.3111
TRINITY_DN130398_c1_g2_i2	ID=Xetrov90001957mgName=cherp]CHERP_MOUSECHERP_MOUSEQ	Chr01	100132440	100150113	0.0375	0.0583	1.5557
TRINITY_DN130434_c0_g1_i3	ID=Xetrov90003809mgName=atp5a1]ATPA_RATATPA_RATQ	Chr01	193286350	193293737	0.0368	0.0269	0.7315
TRINITY_DN130445_c2_g2_i5	ID=Xetrov90002010mgName=tm6sf2]TM6S2_HUMANTM6S2_HUMANQ	Chr01	101904360	101922709	0.1416	0.1519	1.0732
TRINITY_DN130459_c0_g1_i6	ID=Xetrov90002111mgName=fktn]FKTN_HUMANFKTN_HUMANQ	Chr01	108104004	108117975	0.0815	0.1424	1.7482
TRINITY_DN130491_c2_g1_i1	ID=Xetrov90001080mgName=ccdc109b]MCUB_HUMANMCUB_HUMANQ	Chr01	58289293	58340567	0.1918	0.2385	1.2434
TRINITY_DN130515_c1_g1_i4	ID=Xetrov90003522mgName=rnf180]RN180_PONABRN180_PONABQ	Chr01	175588796	175636597	0.2048	0.3818	1.8639
TRINITY_DN130536_c1_g3_i4	ID=Xetrov90000993mgName=ccrn4l]NOCT_XENLANOCT_XENLAQ	Chr01	51728403	51743301	0.0776	0.1248	1.6084
TRINITY_DN130556_c6_g1_i4	ID=Xetrov90003679mgName=rad1]RAD1_PONABRAD1_PONABQ	Chr01	185991465	185996770	0.0376	0.0595	1.5851
TRINITY_DN130562_c5_g4_i1	ID=Xetrov90002722mgName=pggt1b]PGTB1_BOVINPGTB1_BOVINQ	Chr01	133986417	133998793	0.0522	0.0733	1.4033
TRINITY_DN130615_c0_g1_i2	ID=Xetrov90001475mgName=sbno2]SBNO2_BOVINSBNO2_BOVINQ	Chr01	81314281	81363417	0.085	0.1211	1.4252
TRINITY_DN130710_c6_g1_i1	ID=Xetrov90003833mgName=Xetrov90003833mg]KIF24_HUMANKIF24_HUMANQ	Chr01	194558361	194573281	0.2277	0.435	1.9105
TRINITY_DN130728_c2_g1_i8	ID=Xetrov90002460mgName=LOC548369]IGHM_SUNMUIGHM_SUNMUQ	Chr01	128423635	128426801	0.299	0.4597	1.5374
TRINITY_DN130757_c4_g4_i3	ID=Xetrov90002212mgName=cdc37l1]CD37L_XENTRCD37L_XENTRQ	Chr01	115087659	115095563	0.1277	0.1916	1.5012
TRINITY_DN130759_c2_g1_i1	ID=Xetrov90002698mgName=tmem119]TM119_HUMANTM119_HUMANQ	Chr01	132881628	132886538	0.1564	0.278	1.7778
TRINITY_DN130762_c2_g1_i1	ID=Xetrov90000989mgName=rab33b]RB33B_HUMANRB33B_HUMANQ	Chr01	51662085	51667333	0.0406	0.0602	1.4831
TRINITY_DN130794_c3_g1_i6	ID=Xetrov90001678mgName=bsg]BASI_CHICKBASI_CHICKQ	Chr01	86570587	86581951	0.1239	0.2178	1.7577
TRINITY_DN130808_c4_g1_i8	ID=Xetrov90003155mgName=atp2a2-like]AT2A2_CHICKAT2A2_CHICKQ	Chr01	154080668	154111310	0.0207	0.0233	1.1238
TRINITY_DN130828_c2_g1_i2	ID=Xetrov90003775mgName=elac1]RNZ1_HUMANRNZ1_HUMANQ	Chr01	191702966	191709810	0.0798	0.1418	1.7779
TRINITY_DN130840_c0_g1_i1	ID=Xetrov90003696mgName=sub1]TCP4_CHICKTCP4_CHICKQ	Chr01	187102751	187117297	0.0486	0.0521	1.0713
TRINITY_DN130849_c2_g1_i1	ID=Xetrov90001460mgName=efna2]EFNA2_CHICKEFNA2_CHICKQ	Chr01	80820366	80943576	0.0305	0.0135	0.442
TRINITY_DN130858_c3_g1_i4	ID=Xetrov90002992mgName=ppm1f]PPM1F_HUMANPPM1F_HUMANQ	Chr01	145531744	145549667	0.1423	0.2209	1.5516
TRINITY_DN130865_c6_g1_i5	ID=Xetrov90002691mgName=ddx54]DDX54_MOUSEDDX54_MOUSEQ	Chr01	132712923	132733290	0.072	0.1125	1.5626
TRINITY_DN130865_c6_g2_i4	ID=Xetrov90002692mgName=LOC100491156-like]RITA1_XENLARITA1_XENLAQ	Chr01	132733297	132738472	0.1465	0.2525	1.7233
TRINITY_DN130871_c2_g1_i1	ID=Xetrov90001384mgName=csgalnact1]CGAT1_HUMANCGAT1_HUMANQ	Chr01	77265025	77322001	0.0455	0.067	1.4741
TRINITY_DN130894_c1_g1_i2	ID=Xetrov90000728mgName=tlr3]TLR3_BOSTRTLR3_BOSTRQ	Chr01	34933601	34946859	0.1554	0.2938	1.8912
TRINITY_DN130937_c9_g1_i8	ID=Xetrov90002406mgName=psme1]PSME1_MOUSEPSME1_MOUSEQ	Chr01	127231566	127246335	0.0953	0.1278	1.3404
TRINITY_DN130943_c0_g1_i1	ID=Xetrov90003752mgName=poli]POLI_MOUSEPOLI_MOUSEQ	Chr01	190318197	190331343	0.1709	0.2896	1.6943
TRINITY_DN130965_c0_g1_i2	ID=Xetrov90002308mgName=idnk]GNTK_XENTRGNTK_XENTRQ	Chr01	121865844	121879467	0.1467	0.233	1.5885
TRINITY_DN130992_c0_g2_i2	ID=Xetrov90000925mgName=prmt9]ANM9_XENLAANM9_XENLAQ	Chr01	48135580	48171893	0.1444	0.1985	1.3744
TRINITY_DN131021_c3_g4_i2	ID=Xetrov90003842mgName=aqp3]AQP3_BOVINAQP3_BOVINQ	Chr01	194825698	194851097	0.0418	0.0658	1.5718
TRINITY_DN131050_c2_g4_i2	ID=Xetrov90002225mgName=kiaa0020]PUM3_RATPUM3_RATQ	Chr01	115761863	115786147	0.0832	0.1199	1.4422
TRINITY_DN131060_c0_g1_i1	ID=Xetrov90000959mgName=usp38]UBP38_HUMANUBP38_HUMANQ	Chr01	49976472	49991985	0.0765	0.0983	1.2857
TRINITY_DN131066_c0_g1_i2	ID=Xetrov90003267mgName=LOC101733920]YD286_MOUSEYD286_MOUSEQ	Chr01	159564067	159578296	0.1606	0.1922	1.1968
TRINITY_DN131098_c9_g1_i4	ID=Xetrov90001695mgName=ell]ELL_HUMANELL_HUMANQ	Chr01	87372118	87434235	0.1039	0.1181	1.1366
TRINITY_DN131124_c14_g1_i1	ID=Xetrov90001361mgName=smu1]SMU1_MOUSESMU1_MOUSEQ	Chr01	75505026	75526521	0.007	0.0096	1.3618
TRINITY_DN131189_c0_g3_i1	ID=Xetrov90002993mgName=mapk1]MK01_BOVINMK01_BOVINQ	Chr01	145564894	145602677	0.0044	0.0037	0.8396
TRINITY_DN131194_c1_g2_i6	ID=Xetrov90002273mgName=anxa1-like1]ANXA1_CAVCUANXA1_CAVCUQ	Chr01	118531296	118544434	0.1035	0.1708	1.6501
TRINITY_DN131209_c1_g1_i5	ID=Xetrov90002611mgName=slc12a6]S12A6_MOUSES12A6_MOUSEQ	Chr01	130549575	130580954	0.0314	0.0537	1.7081
TRINITY_DN131241_c0_g1_i11	ID=Xetrov90003419mgName=acot12]ACO12_MOUSEACO12_MOUSEQ	Chr01	167928424	167948631	0.0773	0.1213	1.5699
TRINITY_DN131247_c2_g2_i3	ID=Xetrov90001763mgName=idua]IDUA_MOUSEIDUA_MOUSEQ	Chr01	90466017	90489152	0.1064	0.1728	1.624
TRINITY_DN131272_c6_g1_i1	ID=Xetrov90001063mgName=exosc9]EXOS9_BOVINEXOS9_BOVINQ	Chr01	57467351	57479361	0.053	0.0939	1.7731
TRINITY_DN131334_c0_g2_i12	ID=Xetrov90000820mgName=LOC100488610]TRI59_HUMANTRI59_HUMANQ	Chr01	41360546	41379244	0.357	0.4431	1.2413
TRINITY_DN131347_c0_g1_i1	ID=Xetrov90000849mgName=ppid]PPID_BOVINPPID_BOVINQ	Chr01	43711990	43723665	0.0572	0.0886	1.549
TRINITY_DN131389_c0_g1_i3	ID=Xetrov90030415mgName=Xetrov90030415mg]LWA_HYDECLWA_HYDECQ	scaffold_7741	836	1375	1.4029	1.0516	0.7496
TRINITY_DN131436_c0_g1_i5	ID=Xetrov90000656mgName=ociad2]OCAD2_BOVINOCAD2_BOVINQ	Chr01	30009371	30017088	0.2086	0.2936	1.407
TRINITY_DN131460_c0_g3_i1	ID=Xetrov90001481mgName=arid3a]ARI3A_XENLAARI3A_XENLAQ	Chr01	81529718	81569295	0.0521	0.0688	1.3199
TRINITY_DN131478_c2_g2_i3	ID=Xetrov90003498mgName=slc30a5]ZNT5_XENTRZNT5_XENTRQ	Chr01	173689269	173705886	0.0441	0.0532	1.2068
TRINITY_DN131491_c7_g1_i1	ID=Xetrov90002365mgName=LOC100486090]NXNL2_MOUSENXNL2_MOUSEQ	Chr01	125390996	125395590	0.0588	0.0923	1.5698
TRINITY_DN131498_c0_g1_i7	ID=Xetrov90001241mgName=rufy3]RUFY3_HUMANRUFY3_HUMANQ	Chr01	69610566	69664304	0.044	0.0758	1.7246
TRINITY_DN131617_c3_g1_i4	ID=Xetrov90003113mgName=denr]DENR_XENLADENR_XENLAQ	Chr01	152957959	152969088	0.0456	0.0641	1.4064
TRINITY_DN131623_c2_g2_i4	ID=Xetrov90000915mgName=rps3a]RS3A_XENTRRS3A_XENTRQ	Chr01	47125192	47131582	0.0072	0.01	1.4028
TRINITY_DN131669_c0_g1_i3	ID=Xetrov90002407mgName=fitm1]FITM1_HUMANFITM1_HUMANQ	Chr01	127250815	127253055	0.1121	0.1652	1.4742
TRINITY_DN131674_c6_g1_i1	ID=Xetrov90000351mgName=mfsd10-like]MFS10_MOUSEMFS10_MOUSEQ	Chr01	11600662	11627026	0.1156	0.1684	1.4566
TRINITY_DN131698_c2_g1_i1	ID=Xetrov90003391mgName=Xetrov90003391mg]BDP1_HUMANBDP1_HUMANQ	Chr01	167176402	167196950	0.1817	0.3166	1.7422
TRINITY_DN131705_c1_g1_i4	ID=Xetrov90002917mgName=smpd4]NSMA3_XENLANSMA3_XENLAQ	Chr01	144232941	144252725	0.0987	0.1504	1.5235
TRINITY_DN131804_c2_g2_i1	ID=Xetrov90001260mgName=rchy1]ZN363_HUMANZN363_HUMANQ	Chr01	70186402	70201502	0.0468	0.0843	1.8017
TRINITY_DN131810_c0_g1_i1	ID=Xetrov90000706mgName=pdgfrl]PGFRL_HUMANPGFRL_HUMANQ	Chr01	33244452	33277228	0.049	0.0867	1.7683
TRINITY_DN131837_c2_g1_i1	ID=Xetrov90002316mgName=ntrk2]NTRK2_CHICKNTRK2_CHICKQ	Chr01	122212677	122334328	0.0662	0.0943	1.4248
TRINITY_DN131847_c1_g6_i1	ID=Xetrov90003787mgName=acaa2]THIM_BOVINTHIM_BOVINQ	Chr01	192462441	192469967	0.0651	0.0945	1.4508
TRINITY_DN131856_c2_g1_i1	ID=Xetrov90001941mgName=use1]USE1_DANREUSE1_DANREQ	Chr01	99717791	99744161	0.0416	0.06	1.4428
TRINITY_DN131862_c2_g1_i1	ID=Xetrov90003355mgName=f2r]PAR1_XENLAPAR1_XENLAQ	Chr01	165004711	165018288	0.1255	0.2193	1.7476
TRINITY_DN131866_c3_g1_i1	ID=Xetrov90002116mgName=rad23b]RD23B_BOVINRD23B_BOVINQ	Chr01	108461526	108482130	0.0712	0.0843	1.1843
TRINITY_DN131879_c7_g5_i2	ID=Xetrov90002589mgName=ltb4r2]LT4R2_RATLT4R2_RATQ	Chr01	130063011	130085615	0.0666	0.1178	1.7683
TRINITY_DN131891_c9_g1_i2	ID=Xetrov90002391mgName=rabggta]PGTA_PONABPGTA_PONABQ	Chr01	126938662	126973956	0.1331	0.1632	1.2257
TRINITY_DN131902_c1_g1_i1	ID=Xetrov90000824mgName=cpe]CBPE_MOUSECBPE_MOUSEQ	Chr01	41986099	42029872	0.0538	0.0774	1.438
TRINITY_DN131918_c5_g1_i3	ID=Xetrov90002207mgName=rflb]REL3_PIGREL3_PIGQ	Chr01	114890327	114893989	0.2009	0.2925	1.4563
TRINITY_DN131918_c6_g1_i1	ID=Xetrov90002014mgName=tmem161a]T161A_XENTRT161A_XENTRQ	Chr01	102084590	102098732	0.0848	0.1245	1.4687
TRINITY_DN132032_c4_g1_i12	ID=Xetrov90002311mgName=hnrpk]HNRPK_CHICKHNRPK_CHICKQ	Chr01	122027702	122038836	0.0129	0.0142	1.0989
TRINITY_DN132042_c2_g2_i6	ID=Xetrov90002895mgName=LOC101733704]TRFE_ORYLATRFE_ORYLAQ	Chr01	143633503	143652578	0.0916	0.1692	1.8467
TRINITY_DN132043_c2_g3_i4	ID=Xetrov90000389mgName=letm1]LETM1_XENTRLETM1_XENTRQ	Chr01	12657347	12687414	0.0633	0.1138	1.7995
TRINITY_DN132062_c0_g2_i5	ID=Xetrov90002711mgName=slc8b1]NCKX6_HUMANNCKX6_HUMANQ	Chr01	133793754	133813921	0.0967	0.1641	1.6968
TRINITY_DN132065_c2_g1_i2	ID=Xetrov90000640mgName=commd8]COMD8_HUMANCOMD8_HUMANQ	Chr01	29313103	29331759	0.1411	0.2122	1.5032
TRINITY_DN132083_c4_g1_i2	ID=Xetrov90002596mgName=sdr39u1]D39U1_BOVIND39U1_BOVINQ	Chr01	130287439	130294921	0.1302	0.1558	1.1965
TRINITY_DN132114_c3_g3_i1	ID=Xetrov90001698mgName=uba52]RL40_SHEEPRL40_SHEEPQ	Chr01	87493842	87497797	0.0039	0.0033	0.8297
TRINITY_DN132293_c6_g1_i2	ID=Xetrov90003124mgName=vps33a]VP33A_HUMANVP33A_HUMANQ	Chr01	153248054	153262328	0.0245	0.044	1.7914
TRINITY_DN132345_c3_g1_i2	ID=Xetrov90000808mgName=sh3rf1]SH3R1_XENTRSH3R1_XENTRQ	Chr01	40862906	40947890	0.1139	0.0919	0.8066
TRINITY_DN132348_c1_g1_i1	ID=Xetrov90002251mgName=pip5k1b-like]PI51B_HUMANPI51B_HUMANQ	Chr01	116999068	117088199	0.0423	0.064	1.512
TRINITY_DN132393_c1_g1_i1	ID=Xetrov90002149mgName=lingo2]LIGO2_HUMANLIGO2_HUMANQ	Chr01	110621695	110623533	0.0685	0.0735	1.0724
TRINITY_DN132428_c2_g1_i4	ID=Xetrov90000472mgName=rab28]RAB28_MOUSERAB28_MOUSEQ	Chr01	17543756	17603559	0.0235	0.0243	1.0345
TRINITY_DN132436_c1_g2_i1	ID=Xetrov90003109mgName=vps37b]VP37B_HUMANVP37B_HUMANQ	Chr01	152844919	152859100	0.131	0.1761	1.3441
TRINITY_DN132510_c1_g1_i3	ID=Xetrov90002397mgName=ipo4]IPO4_HUMANIPO4_HUMANQ	Chr01	127068415	127105207	0.1262	0.2148	1.7026
TRINITY_DN132532_c3_g3_i2	ID=Xetrov90001886mgName=zbtb5]ZBTB5_HUMANZBTB5_HUMANQ	Chr01	96937185	96947713	0.049	0.0732	1.4943
TRINITY_DN132557_c6_g2_i1	ID=Xetrov90003370mgName=nsa2]NSA2_HUMANNSA2_HUMANQ	Chr01	165779322	165784178	0.0091	0.0133	1.4653
TRINITY_DN132587_c1_g6_i1	ID=Xetrov90003800mgName=hdhd2]HDHD2_BOVINHDHD2_BOVINQ	Chr01	193087310	193109553	0.0589	0.1122	1.9039
TRINITY_DN132601_c2_g1_i5	ID=Xetrov90003471mgName=LOC101734044]ARSK_XENLAARSK_XENLAQ	Chr01	172561627	172577892	0.122	0.1829	1.4985
TRINITY_DN132691_c0_g2_i3	ID=Xetrov90003751mgName=LOC100496774]STAR6_HUMANSTAR6_HUMANQ	Chr01	190306797	190315653	0.1242	0.1795	1.4449
TRINITY_DN132754_c6_g2_i2	ID=Xetrov90000953mgName=otud4-like1]OTUD4_HUMANOTUD4_HUMANQ	Chr01	49682000	49718550	0.2189	0.2665	1.2171
TRINITY_DN132765_c11_g2_i3	ID=Xetrov90001731mgName=hpse]HPSE_HUMANHPSE_HUMANQ	Chr01	88798881	88813604	0.1215	0.21	1.7286
TRINITY_DN132783_c0_g2_i1	ID=Xetrov90003110mgName=hip1r]HIP1R_HUMANHIP1R_HUMANQ	Chr01	152862784	152911941	0.0486	0.0761	1.5645
TRINITY_DN132793_c0_g1_i2	ID=Xetrov90001365mgName=ikbkap]ELP1_HUMANELP1_HUMANQ	Chr01	75561155	75613715	0.1045	0.1866	1.7862
TRINITY_DN132825_c4_g1_i2	ID=Xetrov90001562mgName=dot1l]DOT1L_HUMANDOT1L_HUMANQ	Chr01	83649989	83710559	0.0762	0.0915	1.2013
TRINITY_DN132922_c0_g3_i1	ID=Xetrov90003082mgName=dnah10]DYH10_HUMANDYH10_HUMANQ	Chr01	152202210	152270311	0.0316	0.0427	1.351
TRINITY_DN132926_c3_g1_i3	ID=Xetrov90002633mgName=mettl17]MET17_BOVINMET17_BOVINQ	Chr01	131000181	131017963	0.1621	0.2758	1.7013
TRINITY_DN132953_c2_g4_i1	ID=Xetrov90002882mgName=limk2]LIMK2_HUMANLIMK2_HUMANQ	Chr01	143496064	143505394	0.0907	0.1316	1.4501
TRINITY_DN132965_c2_g2_i2	ID=Xetrov90001756mgName=rbpms]RBPMS_HUMANRBPMS_HUMANQ	Chr01	90124737	90243557	0.052	0.0222	0.4271
TRINITY_DN132972_c0_g3_i1	ID=Xetrov90000642mgName=corin-like]CORIN_HUMANCORIN_HUMANQ	Chr01	29391953	29498935	0.1074	0.1174	1.0928
TRINITY_DN133026_c0_g1_i5	ID=Xetrov90001463mgName=midn]MIDN_XENTRMIDN_XENTRQ	Chr01	81072619	81083226	0.1207	0.1338	1.108
TRINITY_DN133070_c6_g4_i3	ID=Xetrov90001308mgName=mfsd12]MFS12_MOUSEMFS12_MOUSEQ	Chr01	74074214	74115465	0.1093	0.1829	1.6736
TRINITY_DN133111_c0_g1_i10	ID=Xetrov90000495mgName=stx18]STX18_RATSTX18_RATQ	Chr01	18652963	18757449	0.0701	0.1115	1.5909
TRINITY_DN133139_c1_g1_i2	ID=Xetrov90002041mgName=ltb4dh]PTGR1_CAVPOPTGR1_CAVPOQ	Chr01	103075036	103087823	0.1039	0.1131	1.0889
TRINITY_DN133159_c5_g1_i3	ID=Xetrov90001315mgName=atcay]ATCAY_RATATCAY_RATQ	Chr01	74285295	74315271	0.0549	0.1006	1.8318
TRINITY_DN133210_c0_g1_i6	ID=Xetrov90001016mgName=c4orf29]ABD18_MOUSEABD18_MOUSEQ	Chr01	54793723	54807149	0.062	0.0866	1.3956
TRINITY_DN133315_c0_g1_i1	ID=Xetrov90001017mgName=mfsd8]MFSD8_XENLAMFSD8_XENLAQ	Chr01	54814496	54826762	0.1236	0.1469	1.1884
TRINITY_DN133364_c0_g2_i1	ID=Xetrov90002645mgName=smtn]SMTN_MOUSESMTN_MOUSEQ	Chr01	131544498	131625990	0.1872	0.3139	1.6768
TRINITY_DN133390_c3_g1_i1	ID=Xetrov90003195mgName=cmklr1]CML1_BOVINCML1_BOVINQ	Chr01	155941705	155943904	0.1628	0.3001	1.8432
TRINITY_DN133410_c0_g1_i3	ID=Xetrov90002848mgName=cit]CTRO_HUMANCTRO_HUMANQ	Chr01	142829798	142899477	0.0434	0.0563	1.296
TRINITY_DN133421_c0_g1_i2	ID=Xetrov90003401mgName=ocln]OCLN_XENLAOCLN_XENLAQ	Chr01	167368970	167390998	0.1018	0.151	1.4839
TRINITY_DN133446_c1_g1_i3	ID=Xetrov90002994mgName=ypel1]YPEL1_HUMANYPEL1_HUMANQ	Chr01	145637303	145651438	1.0667	0.9337	0.8753
TRINITY_DN133484_c1_g2_i3	ID=Xetrov90002425mgName=thtpa]THTPA_BOVINTHTPA_BOVINQ	Chr01	127662126	127681923	0.1583	0.2858	1.8054
TRINITY_DN133508_c4_g1_i4	ID=Xetrov90001244mgName=abcg2]ABCG2_HUMANABCG2_HUMANQ	Chr01	69819146	69851268	0.0704	0.1212	1.7221
TRINITY_DN133511_c1_g3_i4	ID=Xetrov90001943mgName=sin3b]SIN3B_MOUSESIN3B_MOUSEQ	Chr01	99793583	99817294	0.0415	0.0676	1.6267
TRINITY_DN133561_c0_g1_i1	ID=Xetrov90003491mgName=rgmb]RGMB_HUMANRGMB_HUMANQ	Chr01	173550726	173578025	0.0774	0.1016	1.3131
TRINITY_DN133563_c10_g1_i1	ID=Xetrov90001697mgName=kxd1]KXDL1_XENTRKXDL1_XENTRQ	Chr01	87476847	87484034	0.0651	0.084	1.291
TRINITY_DN133641_c6_g2_i2	ID=Xetrov90001082mgName=c4orf32]CD032_HUMANCD032_HUMANQ	Chr01	58371685	58391307	0.1332	0.186	1.3962
TRINITY_DN133652_c0_g1_i3	ID=Xetrov90000923mgName=arhgap10]RHG10_HUMANRHG10_HUMANQ	Chr01	48026778	48136355	0.0869	0.122	1.4029
TRINITY_DN133728_c10_g1_i1	ID=Xetrov90003079mgName=fam101a]F101A_HUMANF101A_HUMANQ	Chr01	152002324	152045259	0.0596	0.0625	1.048
TRINITY_DN133733_c1_g1_i2	ID=Xetrov90002877mgName=sppl3]SPPL3_MOUSESPPL3_MOUSEQ	Chr01	143400992	143435991	0.0136	0.0148	1.0888
TRINITY_DN133740_c1_g1_i4	ID=Xetrov90000516mgName=LOC100489920-like]ADPGK_MOUSEADPGK_MOUSEQ	Chr01	20481224	20489540	0.0681	0.1267	1.8608
TRINITY_DN133740_c2_g1_i11	ID=Xetrov90003549mgName=plk2]PLK2_RATPLK2_RATQ	Chr01	177581313	177588868	0.0313	0.0475	1.516
TRINITY_DN133781_c11_g1_i1	ID=Xetrov90001238mgName=dck1]DCK_MOUSEDCK_MOUSEQ	Chr01	69530333	69539850	0.04	0.0641	1.6039
TRINITY_DN133799_c5_g1_i1	ID=Xetrov90001229mgName=snca]SYUA_SERCASYUA_SERCAQ	Chr01	69061906	69124250	0.0831	0.0845	1.0168
TRINITY_DN133830_c0_g1_i2	ID=Xetrov90001675mgName=tpgs1]TPGS1_HUMANTPGS1_HUMANQ	Chr01	86538887	86543934	0.1249	0.2495	1.9985
TRINITY_DN133872_c2_g1_i1	ID=Xetrov90001810mgName=arhgap24-like]RHG24_HUMANRHG24_HUMANQ	Chr01	93254503	93271007	0.0393	0.0716	1.8227
TRINITY_DN133874_c5_g1_i1	ID=Xetrov90002996mgName=LOC100495450]HIRA_XENLAHIRA_XENLAQ	Chr01	145712746	145743526	0.0671	0.0753	1.1223
TRINITY_DN133877_c0_g1_i1	ID=Xetrov90001968mgName=cope]COPE_CHICKCOPE_CHICKQ	Chr01	100431498	100443260	0.0273	0.0379	1.3885
TRINITY_DN133877_c0_g2_i4	ID=Xetrov90001970mgName=ddx49]DDX49_HUMANDDX49_HUMANQ	Chr01	100443086	100455603	0.024	0.043	1.7883
TRINITY_DN133899_c4_g2_i3	ID=Xetrov90001879mgName=slc25a51]S2551_MOUSES2551_MOUSEQ	Chr01	96555155	96559347	0.0471	0.0633	1.3459
TRINITY_DN133924_c3_g3_i1	ID=Xetrov90002038mgName=ndufb6]NDUB6_BOVINNDUB6_BOVINQ	Chr01	102949872	102956108	0.1766	0.2786	1.5781
TRINITY_DN133944_c2_g3_i1	ID=Xetrov90003654mgName=wdr70]WDR70_XENTRWDR70_XENTRQ	Chr01	184283815	184443746	0.0464	0.0809	1.7423
TRINITY_DN134087_c1_g1_i7	ID=Xetrov90003812mgName=c18orf25]CR025_HUMANCR025_HUMANQ	Chr01	193320434	193357879	0.0815	0.1095	1.3435
TRINITY_DN134154_c3_g1_i1	ID=Xetrov90001192mgName=dnajb14]DJB14_XENLADJB14_XENLAQ	Chr01	65029186	65044103	0.0825	0.1305	1.5825
TRINITY_DN134209_c0_g4_i3	ID=Xetrov90001850mgName=kiaa0368]ECM29_HUMANECM29_HUMANQ	Chr01	95539482	95588133	0.063	0.0867	1.3769
TRINITY_DN134223_c1_g1_i4	ID=Xetrov90000592mgName=LOC101735113]LIAS_XENLALIAS_XENLAQ	Chr01	27009720	27022757	0.0715	0.1061	1.4835
TRINITY_DN134223_c1_g2_i5	ID=Xetrov90000769mgName=aga]ASPG_HUMANASPG_HUMANQ	Chr01	38042206	38054121	0.1023	0.1569	1.5333
TRINITY_DN134235_c5_g2_i1	ID=Xetrov90003224mgName=kremen1]KREM1_XENLAKREM1_XENLAQ	Chr01	157504989	157586943	0.0827	0.0809	0.9775
TRINITY_DN134252_c3_g1_i3	ID=Xetrov90002677mgName=nipsnap1]NIPS1_MOUSENIPS1_MOUSEQ	Chr01	132381492	132394908	0.0328	0.0624	1.9032
TRINITY_DN134256_c3_g2_i14	ID=Xetrov90000845mgName=rapgef2]RPGF2_HUMANRPGF2_HUMANQ	Chr01	43434415	43607678	0.0308	0.03	0.9754
TRINITY_DN134288_c3_g1_i4	ID=Xetrov90003695mgName=zfr]ZFR_XENTRZFR_XENTRQ	Chr01	187058621	187089657	0.0407	0.0513	1.2587
TRINITY_DN134298_c2_g1_i2	ID=Xetrov90003363mgName=col4a3bp]C43BP_XENTRC43BP_XENTRQ	Chr01	165548624	165614423	0.0275	0.0428	1.5577
TRINITY_DN134319_c0_g1_i2	ID=Xetrov90003276mgName=znf608]ZN608_HUMANZN608_HUMANQ	Chr01	160314028	160366749	0.0726	0.1001	1.3778
TRINITY_DN134323_c3_g1_i1	ID=Xetrov90001205mgName=metap1]MAP1_XENTRMAP1_XENTRQ	Chr01	65478331	65491960	0.0375	0.0453	1.2063
TRINITY_DN134324_c3_g1_i2	ID=Xetrov90002688mgName=dtx1]DTX1_XENLADTX1_XENLAQ	Chr01	132610525	132640716	0.0291	0.0392	1.3461
TRINITY_DN134360_c3_g1_i1	ID=Xetrov90003374mgName=enc1]ENC1_MOUSEENC1_MOUSEQ	Chr01	165857681	165871020	0.0162	0.0186	1.1451
TRINITY_DN134410_c2_g1_i1	ID=Xetrov90002696mgName=iscu]ISCU_MOUSEISCU_MOUSEQ	Chr01	132867555	132874511	0.0441	0.054	1.2256
TRINITY_DN134411_c2_g1_i3	ID=Xetrov90001945mgName=cpamd8]CPMD8_HUMANCPMD8_HUMANQ	Chr01	99845191	99910824	0.0754	0.106	1.4053
TRINITY_DN134445_c0_g1_i11	ID=Xetrov90000698mgName=micu3-like]MICU3_HUMANMICU3_HUMANQ	Chr01	32910226	32984860	0.0596	0.0725	1.2173
TRINITY_DN134458_c0_g1_i1	ID=Xetrov90001139mgName=ndnf]NDNF_XENTRNDNF_XENTRQ	Chr01	62015214	62041691	0.0413	0.0516	1.2515
TRINITY_DN134460_c0_g1_i1	ID=Xetrov90003284mgName=cep120]CE120_XENTRCE120_XENTRQ	Chr01	160685156	160736276	0.0772	0.1252	1.6228
TRINITY_DN134464_c0_g1_i4	ID=Xetrov90003375mgName=arhgef28-like]ARG28_HUMANARG28_HUMANQ	Chr01	166341729	166429142	0.1386	0.2287	1.6505
TRINITY_DN134513_c2_g5_i1	ID=Xetrov90002787mgName=mmab]MMAB_HUMANMMAB_HUMANQ	Chr01	138372445	138381050	0.0805	0.1198	1.4883
TRINITY_DN134516_c1_g1_i3	ID=Xetrov90003415mgName=msh3]MSH3_HUMANMSH3_HUMANQ	Chr01	167676128	167745896	0.112	0.179	1.5988
TRINITY_DN134518_c1_g1_i6	ID=Xetrov90002410mgName=pck2]PCKGM_HUMANPCKGM_HUMANQ	Chr01	127285121	127299115	0.0498	0.0667	1.3388
TRINITY_DN134550_c1_g1_i3	ID=Xetrov90001153mgName=npnt-like]NPNT_MOUSENPNT_MOUSEQ	Chr01	62944999	63002085	0.0929	0.1218	1.3116
TRINITY_DN134561_c5_g1_i1	ID=Xetrov90001118mgName=ugt8]CGT_HUMANCGT_HUMANQ	Chr01	60230590	60258070	0.0968	0.129	1.3327
