gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	logFC.XY43.XYa43	logFC.XYa43.F43	logFC.M43.F43	PV.XY43.XX43	PV.XY43.XYa43	PV.XYa43.F43	PV.M43.F43	FDR.XY43.XX43	FDR.XY43.XYa43	FDR.XYa43.F43	FDR.M43.F43	Tv1_431	Tv1_432	Tv2_431	Tv3_431	Tv5_431	Tv5_432	Tv5_433	Tv5_434	Tv6_431	Tv6_432	Tv6_433
TRINITY_DN113742_c2_g1_i7	ID=Xetrov90001329mgName=c19orf10]MYDGF_HUMANMYDGF_HUMANQ	Chr01	74713978	74713978	4.668988899	0.007609374	0.24505993	-0.237450555	0.126334652	0.98306337	0.474329947	0.391427959	0.69406249	0.999969	1	0.999972759	0.999992197	4.611050935	4.578586192	4.810583099	4.952162895	4.600765345	4.574799552	4.974926189	4.567231453	3.980834321	4.878650174	4.58722925
TRINITY_DN113752_c0_g1_i3	ID=Xetrov90001372mgName=prdm8]PRDM8_HUMANPRDM8_HUMANQ	Chr01	76503565	76503565	3.413208815	0.030672747	0.116412822	-0.085740075	0.073542785	0.941786778	0.773165108	0.791916495	0.845769937	0.999969	1	0.999972759	0.999992197	2.977229685	3.565522589	3.901948754	3.382604673	3.894667131	3.226916186	3.153846057	2.879975803	3.556014543	3.476793238	3.116887696
TRINITY_DN113783_c5_g3_i2	ID=Xetrov90000660mgName=rasl11b]RSLBB_XENLARSLBB_XENLAQ	Chr01	30238664	30238664	5.818540315	-0.173887163	-0.179817323	0.00593016	-0.176852243	0.647479049	0.62522599	0.983818032	0.608985696	0.999969	1	0.999972759	0.999992197	5.739781002	5.603355225	5.650836807	5.737800314	5.672342124	5.839230271	6.102832231	6.195261982	5.769191812	5.507495086	6.018199116
TRINITY_DN113865_c7_g1_i3	ID=Xetrov90001865mgName=hsdl2]HSDL2_XENTRHSDL2_XENTRQ	Chr01	96084504	96084504	5.9209257	0.120377412	0.192395743	-0.072018331	0.156386578	0.749007481	0.594833793	0.805498533	0.643308727	0.999969	1	0.999972759	0.999992197	6.062249796	6.085814154	6.140967599	6.013856004	5.986964511	5.78235188	5.805918791	5.770499176	5.427945656	6.012708909	5.905746466
TRINITY_DN113876_c0_g1_i3	ID=Xetrov90003080mgName=ccdc92]CCD92_HUMANCCD92_HUMANQ	Chr01	152187591	152187591	3.26617996	0.001736545	0.030720025	-0.02898348	0.016228285	0.996490462	0.935644392	0.924261685	0.963666498	0.999969	1	0.999972759	0.999992197	2.977229685	3.420785938	3.530591116	3.128702988	3.58041953	3.196762669	3.280756472	3.019127818	3.437261771	3.173984614	3.017660387
TRINITY_DN113927_c0_g1_i1	ID=Xetrov90003017mgName=LOC100135405]COMT_RATCOMT_RATQ	Chr01	146451221	146451221	2.619740555	0.008715377	-0.083470469	0.092185845	-0.037377546	0.985501915	0.857563572	0.80412345	0.931476793	0.999969	1	0.999972759	0.999992197	3.41456126	2.325239373	2.951587329	2.800002012	2.791292344	2.220195783	2.440711977	2.272726964	1.996793847	2.63981248	2.394145825
TRINITY_DN113933_c1_g1_i4	ID=Xetrov90000350mgName=vim2]VIME_PANTRVIME_PANTRQ	Chr01	11588720	11588720	3.998599521	-5.265369418	-3.431799037	-1.83357038	-4.348584228	1.04E-05	0.00129061	0.008135582	8.53E-05	0.005448149	0.131456494	0.522529784	0.017291723	3.870138118	-0.661510011	2.245672325	0.209379338	0.678967545	4.046833593	5.300376671	3.079437842	0.102936638	4.751773534	5.926411145
TRINITY_DN113969_c4_g2_i2	ID=Xetrov90002894mgName=pisd-like1]PISD_PONABPISD_PONABQ	Chr01	143615120	143615120	4.852581818	-0.274607131	-0.178608864	-0.095998266	-0.226607998	0.413811763	0.581401454	0.708464555	0.458059053	0.999969	1	0.999972759	0.999992197	4.755063259	4.666813809	4.947506202	4.671187306	5.018060043	4.799241588	5.001860166	4.773677498	4.946700379	4.793490971	4.946427876
TRINITY_DN113981_c0_g2_i1	ID=Xetrov90001611mgName=LOC100493989]PRAM_HUMANPRAM_HUMANQ	Chr01	85597755	85597755	2.566552101	-1.026409076	-0.772356369	-0.254052708	-0.899382723	0.043182645	0.114010317	0.494014329	0.054921398	0.474985538	1	0.999972759	0.572623647	2.423617821	1.68800523	2.432500217	1.924591073	3.042157572	2.745622229	2.904814022	3.234381113	1.526594481	2.401627713	2.871052474
TRINITY_DN113992_c3_g1_i1	ID=Xetrov90001289mgName=polr2b]RPB2_HUMANRPB2_HUMANQ	Chr01	73166937	73166937	6.134434845	-0.572175527	-0.320733868	-0.251441659	-0.446454698	0.140985667	0.389329691	0.390570129	0.207666571	0.807075911	1	0.999972759	0.949875393	6.168975431	5.732906595	6.009243148	5.800648643	5.910193504	6.120802211	6.472836786	6.136969228	5.99386516	6.344663532	6.547830519
TRINITY_DN114031_c0_g1_i3	ID=Xetrov90003428mgName=xrcc4]XRCC4_HUMANXRCC4_HUMANQ	Chr01	168535733	168535733	2.401300713	-0.105736232	-0.073604377	-0.032131855	-0.089670305	0.80824511	0.860989543	0.923574227	0.820230491	0.999969	1	0.999972759	0.999992197	2.606474622	2.311619432	2.733932541	2.345777246	1.923035255	2.311469252	2.448191771	2.1043136	2.15568493	2.68779707	2.574544708
TRINITY_DN114080_c2_g1_i5	ID=Xetrov90001732mgName=hsd17b11]DHB11_PONABDHB11_PONABQ	Chr01	88820066	88820066	1.948571878	-0.027992692	-0.187699405	0.159706713	-0.107846049	0.948929168	0.658044529	0.635377994	0.785904601	0.999969	1	0.999972759	0.999992197	2.179071914	1.828522539	2.050988265	1.873532585	1.704894214	1.584797331	2.006498103	2.365079955	1.890310057	1.968610736	1.818368544
TRINITY_DN114107_c0_g1_i1	ID=Xetrov90002361mgName=LOC100487003]RABEK_CHICKRABEK_CHICKQ	Chr01	125324459	125324459	1.695288585	0.263440412	0.086542575	0.176897836	0.174991493	0.725982824	0.905514985	0.763808886	0.796021637	0.999969	1	0.999972759	0.999992197	2.029443727	1.828522539	2.183651525	1.820600576	2.873701905	0.667876682	-0.270365146	1.18695337	2.078425715	1.618607306	-0.730788965
TRINITY_DN114206_c0_g1_i6	ID=Xetrov90002403mgName=rnf31]RNF31_MOUSERNF31_MOUSEQ	Chr01	127167623	127167623	4.423067169	-0.585874783	-0.574726494	-0.011148289	-0.580300638	0.125924253	0.12203949	0.969152236	0.09943942	0.775181865	1	0.999972759	0.750962183	4.228785235	3.994229155	4.43237426	3.873194081	4.453952896	4.180506217	4.501042171	4.259619142	5.171058065	4.552370364	4.564808535
TRINITY_DN114351_c0_g5_i1	ID=Xetrov90000782mgName=hand2]HAND2_XENLAHAND2_XENLAQ	Chr01	39412802	39412802	2.917389357	-0.015136708	0.142040537	-0.157177245	0.063451915	0.972394434	0.734921273	0.641571114	0.871859245	0.999969	1	0.999972759	0.999992197	2.4967153	2.785560481	2.313434684	3.139548954	2.703888674	3.074167925	3.370096012	3.274623751	2.782926028	3.050958853	2.725918882
TRINITY_DN114374_c0_g1_i2	ID=Xetrov90003221mgName=hspb8]HSPB8_PONABHSPB8_PONABQ	Chr01	157247053	157247053	6.282675744	0.36578451	0.321756199	0.044028311	0.343770354	0.407155691	0.449364276	0.898885743	0.383101132	0.999969	1	0.999972759	0.999992197	6.571320563	6.586187237	6.581945751	6.523698181	6.387304761	6.417338153	6.023689886	6.036986065	5.101164906	6.447545777	5.806255417
TRINITY_DN114384_c3_g3_i1	ID=Xetrov90002716mgName=ficd]FICD_XENTRFICD_XENTRQ	Chr01	133833076	133833076	2.745260589	0.446835644	0.328869437	0.117966207	0.387852541	0.36633275	0.490973632	0.762239186	0.379766513	0.999969	1	0.999972759	0.999992197	3.007559897	2.765719218	2.492199655	3.278508134	2.910205426	2.945370813	2.88290308	3.065742237	1.697092344	1.59363545	2.66163763
TRINITY_DN114407_c3_g3_i4	ID=Xetrov90000754mgName=enpp6]ENPP6_XENLAENPP6_XENLAQ	Chr01	35674507	35674507	1.528818827	0.651557665	1.445207513	-0.793649848	1.048382589	0.234965367	0.005190048	0.069935009	0.026938697	0.939372395	0.267958405	0.999972759	0.390825801	1.42667477	1.70893667	0.962530536	2.715541762	1.496620284	0.692782616	2.363700442	1.100041174	-0.121763268	1.568223727	0.742804213
TRINITY_DN114477_c0_g3_i1	ID=Xetrov90003451mgName=polr3g-like]RPC7_MOUSERPC7_MOUSEQ	Chr01	170827700	170827700	1.859500103	-9.981836812	-10.04286602	0.061029208	-10.01235142	1.27E-05	1.05E-05	0.94785544	9.40E-06	0.005498636	0.006862617	0.999972759	0.004987971	1.013671645	-3.896495502	3.659867409	-3.896495502	2.133220465	-2.100733003	1.799859226	-3.896495502	2.90231038	2.201304565	2.251694512
TRINITY_DN114502_c4_g3_i3	ID=Xetrov90002783mgName=kctd10]BACD3_HUMANBACD3_HUMANQ	Chr01	138303847	138303847	5.034176797	-0.087725298	-0.039049356	-0.048675942	-0.063387327	0.797548213	0.905758332	0.853504985	0.837683456	0.999969	1	0.999972759	0.999992197	4.918283997	4.905381525	5.280493605	5.058854552	5.061983386	4.985884539	5.080973793	4.883145579	5.012793116	4.929430018	5.201852521
TRINITY_DN114514_c0_g1_i1	ID=Xetrov90002264mgName=abhd17b]AB17B_XENTRAB17B_XENTRQ	Chr01	118177523	118177523	4.192010113	-0.16536615	-0.172701925	0.007335775	-0.169034037	0.676436671	0.652451258	0.980776461	0.638826081	0.999969	1	0.999972759	0.999992197	3.737689973	3.817588244	4.673864258	4.253677735	4.532156557	3.95202107	4.292481755	3.924863057	4.578633905	3.744061628	4.188276722
TRINITY_DN114517_c0_g1_i2	ID=Xetrov90001031mgName=spata5-like]SPAT5_MOUSESPAT5_MOUSEQ	Chr01	56387734	56387734	2.055931186	-0.37410696	-0.145695409	-0.228411551	-0.259901185	0.446505902	0.757513448	0.539171391	0.560402044	0.999969	1	0.999972759	0.999992197	1.989479569	2.090198274	2.393893323	1.571075112	1.798743576	1.445199568	2.871821542	1.913609731	2.069580284	1.643154264	2.213770032
TRINITY_DN114546_c0_g1_i2	ID=Xetrov90003305mgName=tnfaip8]TFIP8_XENLATFIP8_XENLAQ	Chr01	162017162	162017162	4.632350057	-0.530375416	-0.402269985	-0.128105431	-0.466322701	0.123306455	0.225642297	0.621761566	0.138547445	0.769869885	1	0.999972759	0.844670441	4.526302514	4.15539996	4.677083284	4.331412938	4.737398054	4.387271914	4.852026794	4.772272762	4.828463099	4.81255383	4.694386267
TRINITY_DN114549_c0_g1_i1	ID=Xetrov90002664mgName=tbc1d10a]TB10A_HUMANTB10A_HUMANQ	Chr01	131942891	131942891	6.04995769	0.288996262	0.230815017	0.058181245	0.25990564	0.446694923	0.528975766	0.844936074	0.445108844	0.999969	1	0.999972759	0.999992197	6.111953687	6.338404574	6.267015383	6.168800768	6.320502544	5.859307187	5.662974437	6.02700816	5.814235552	5.948914334	5.855319676
TRINITY_DN114554_c0_g1_i1	ID=Xetrov90001011mgName=jade1]JADE1_XENLAJADE1_XENLAQ	Chr01	54589520	54589520	3.685491776	-0.601495118	-0.720964071	0.119468953	-0.661229595	0.221413125	0.133863749	0.74715863	0.146046195	0.928057612	1	0.999972759	0.860588091	3.537446302	3.259892822	4.460668654	2.967620024	3.784278193	2.733670772	3.427984541	3.132956013	4.483611393	3.821384835	3.806139738
TRINITY_DN114616_c3_g1_i5	ID=Xetrov90001087mgName=elovl6]ELOV6_CHICKELOV6_CHICKQ	Chr01	58980391	58980391	4.259589534	0.097326171	0.171046836	-0.073720665	0.134186503	0.76924066	0.591845779	0.774684705	0.652570723	0.999969	1	0.999972759	0.999992197	4.279381112	4.387331968	4.010561855	4.354870586	4.358113426	4.370003739	4.38502236	4.259619142	4.052166771	4.099332836	4.233201097
TRINITY_DN114633_c4_g1_i2	ID=Xetrov90001314mgName=dapk3]DAPK3_HUMANDAPK3_HUMANQ	Chr01	74262644	74262644	5.427610939	-0.133823968	-0.326361639	0.192537671	-0.230092803	0.729369362	0.387711097	0.519083535	0.515202591	0.999969	1	0.999972759	0.999992197	5.400130224	5.064073132	6.19586095	5.369876052	5.31549026	5.421733744	5.276415922	5.237879196	5.259274668	5.396366745	5.442207165
TRINITY_DN114635_c0_g2_i2	ID=Xetrov90002438mgName=prmt5]ANM5_XENLAANM5_XENLAQ	Chr01	127965063	127965063	5.337148333	-1.123644018	-0.85972769	-0.263916328	-0.991685854	0.003185963	0.018941632	0.343865223	0.004868165	0.089990055	0.484470973	0.999972759	0.133885375	5.315784413	4.409878261	5.519814872	4.568583013	5.146011036	5.048731386	5.763078951	5.283952491	5.526581248	5.61533222	5.834644864
TRINITY_DN114649_c3_g7_i1	ID=Xetrov90001400mgName=purg]PURG_HUMANPURG_HUMANQ	Chr01	78613871	78613871	0.95127804	-0.439582963	-0.294679096	-0.144903867	-0.367131029	0.387114698	0.547668555	0.703727661	0.428663479	0.999969	1	0.999972759	0.999992197	0.888879824	0.778429158	1.282957755	0.539235359	0.787604164	0.962275211	1.334771994	0.802639089	0.715366777	0.852874427	1.271894032
TRINITY_DN114719_c2_g3_i4	ID=Xetrov90000607mgName=rbm47]RBM47_MOUSERBM47_MOUSEQ	Chr01	27323638	27323638	0.311667473	1.09949819	0.937880562	0.161617628	1.018689376	0.131386009	0.177726778	0.784684217	0.107764038	0.787234851	1	0.999972759	0.773427483	1.091246106	0.201878167	0.549991032	1.571075112	-0.234936059	-0.248496072	-1.301166155	-0.16422426	-1.739424163	0.294484645	0.632143143
TRINITY_DN114725_c3_g1_i10	ID=Xetrov90003165mgName=hvcn1]HVCN1_XENTRHVCN1_XENTRQ	Chr01	154285507	154285507	5.284596492	1.366766986	0.446556182	0.920210804	0.906661584	0.002667759	0.316363815	0.013513762	0.023440654	0.079529986	1	0.713452325	0.363925626	6.209766374	5.850600213	5.431082747	5.930441519	4.451890858	5.347214938	4.434816387	5.529046141	3.800136606	4.469007252	4.730646454
TRINITY_DN114725_c3_g4_i2	ID=Xetrov90003163mgName=tctn1]TECT1_HUMANTECT1_HUMANQ	Chr01	154261488	154261488	1.613248906	-0.086992207	-0.194102495	0.107110287	-0.140547351	0.843965927	0.650131391	0.752179736	0.726291423	0.999969	1	0.999972759	0.999992197	1.794528824	1.331002611	1.75452907	1.633787184	1.759267537	1.611166191	1.268717665	1.476391368	1.764414798	1.667290543	1.58081887
TRINITY_DN114727_c7_g2_i2	ID=Xetrov90000529mgName=dhx15]DHX15_MOUSEDHX15_MOUSEQ	Chr01	21109905	21109905	5.094422649	-0.462974212	-0.213524792	-0.24944942	-0.338249502	0.194651315	0.532478996	0.355842823	0.297202857	0.898210822	1	0.999972759	0.999992197	4.926244387	4.804456887	4.707311046	4.835279613	5.125458473	5.072648752	5.49077552	5.322854027	5.064906127	5.125104912	5.351976764
TRINITY_DN114750_c4_g4_i1	ID=Xetrov90002865mgName=srsf9]SRSF9_MOUSESRSF9_MOUSEQ	Chr01	143204714	143204714	6.277689975	-0.477747708	-0.304909582	-0.172838126	-0.391328645	0.230724614	0.426492272	0.566969344	0.281630532	0.935210263	1	0.999972759	0.999992197	6.258922197	5.958320298	6.263807438	5.954441381	6.044885365	6.34749572	6.779338027	6.46417895	5.91458289	6.348400422	6.466176207
TRINITY_DN114765_c2_g1_i3	ID=Xetrov90003135mgName=psmd9]PSMD9_BOVINPSMD9_BOVINQ	Chr01	153494616	153494616	5.118899757	-0.336105336	-0.1668767	-0.169228636	-0.251491018	0.337648081	0.620379359	0.526245524	0.429512697	0.998609829	1	0.999972759	0.999992197	5.05525428	4.838097411	5.093183345	4.990109383	5.202293085	5.22341464	5.424065667	5.251049752	4.735056639	5.12074153	5.241658785
TRINITY_DN114780_c0_g1_i2	ID=Xetrov90003442mgName=tmem161b-like]T161B_MOUSET161B_MOUSEQ	Chr01	170004600	170004600	3.162272402	-0.139136943	0.036995178	-0.176132121	-0.051070883	0.732087047	0.924435016	0.57229976	0.889284492	0.999969	1	0.999972759	0.999992197	3.384059827	3.395185822	3.239783165	2.800002012	3.025615576	2.62787548	3.276561117	3.037954705	3.05799466	3.363178033	3.367735487
TRINITY_DN114833_c3_g2_i3	ID=Xetrov90002648mgName=inpp5j]PI5PA_RATPI5PA_RATQ	Chr01	131649401	131649401	2.249412566	0.27960403	0.124469026	0.155135005	0.202036528	0.504297257	0.758485901	0.635640043	0.591454655	0.999969	1	0.999972759	0.999992197	2.196729702	2.585048406	2.447658269	2.197966882	2.387400182	2.11356203	1.996329602	2.086338364	2.496543946	2.116189513	1.962549275
TRINITY_DN114867_c0_g1_i3	ID=Xetrov90001780mgName=cldn23]CLD23_MOUSECLD23_MOUSEQ	Chr01	91515319	91515319	2.20969543	-0.932435042	-0.514707261	-0.417727781	-0.723571151	0.084037319	0.317771482	0.292854796	0.143194245	0.655764221	1	0.999972759	0.853910696	1.595921009	1.064864844	1.958775415	1.99794266	2.387400182	1.905588156	3.019714282	3.009621433	1.55222004	2.357806408	2.200903716
TRINITY_DN114882_c2_g2_i3	ID=Xetrov90002105mgName=nipsnap3a]NPS3A_PONABNPS3A_PONABQ	Chr01	107774264	107774264	4.472629519	0.274500302	0.183052788	0.091447514	0.228776545	0.412899148	0.572006523	0.7274898	0.447100113	0.999969	1	0.999972759	0.999992197	4.367768804	4.852278066	4.484749467	4.420817237	4.271908691	4.561338766	4.273660437	4.544370511	4.374722863	4.545875739	4.405710885
TRINITY_DN114891_c0_g2_i1	ID=Xetrov90000440mgName=nop14]NOP14_HUMANNOP14_HUMANQ	Chr01	16332469	16332469	4.427284889	-0.921452626	-0.880489404	-0.040963222	-0.900971015	0.022076454	0.024464034	0.890601992	0.015804632	0.321579547	0.548198227	0.999972759	0.29094859	4.207168446	3.763589965	5.107570188	3.546412455	4.100856811	4.189284068	4.716126575	4.243488716	4.688151823	4.545875739	4.840495218
TRINITY_DN114924_c0_g3_i2	ID=Xetrov90003570mgName=slc38a9]S38A9_XENLAS38A9_XENLAQ	Chr01	178601879	178601879	2.905865232	0.347222986	0.245177097	0.102045889	0.296200042	0.38350057	0.523790258	0.744314535	0.406415511	0.999969	1	0.999972759	0.999992197	3.246713558	3.070714596	2.72151446	3.19778667	3.008881707	2.769232159	2.669113301	2.777277368	2.897320097	2.699547927	2.761404699
TRINITY_DN114938_c0_g1_i1	ID=Xetrov90003737mgName=txnl1]TXNL1_MOUSETXNL1_MOUSEQ	Chr01	189343310	189343310	5.859493824	-0.25856231	-0.283559628	0.024997318	-0.271060969	0.483377027	0.428066006	0.92953186	0.420593743	0.999969	1	0.999972759	0.999992197	5.995720538	5.675578218	5.996415433	5.589463875	5.770747086	5.957631083	6.040488175	5.994847979	5.597524458	5.801317763	5.936148395
TRINITY_DN115015_c6_g1_i3	ID=Xetrov90002741mgName=wdr36]WDR36_HUMANWDR36_HUMANQ	Chr01	135270707	135270707	4.772379081	-1.10620827	-0.938159641	-0.168048629	-1.022183955	0.004026042	0.011630959	0.550678874	0.004156746	0.105722931	0.377859231	0.999972759	0.120620397	4.591160709	3.846211624	5.137089749	3.949137148	4.561141081	4.490309215	4.992937928	4.679399671	5.136534702	5.191102319	5.17907172
TRINITY_DN115032_c0_g1_i3	ID=Xetrov90001992mgName=dda1]DDA1_XENLADDA1_XENLAQ	Chr01	101222621	101222621	6.049394686	-0.195665323	-0.238997128	0.043331805	-0.217331226	0.614252209	0.525704768	0.884528387	0.538903508	0.999969	1	0.999972759	0.999992197	5.715487625	5.870476773	6.495243569	5.864146221	6.045569222	5.973597841	6.127500517	5.930184346	6.281181087	5.970898232	6.101901962
TRINITY_DN115092_c0_g1_i7	ID=Xetrov90000521mgName=Xetrov90000521mg]SPRR1_RABITSPRR1_RABITQ	Chr01	20685009	20685009	0.434934836	-0.216056026	-0.550537291	0.334481265	-0.383296658	0.749608805	0.405299325	0.515202323	0.537448372	0.999969	1	0.999972759	0.999992197	-0.146124297	0.25976506	0.305686615	-0.0616268	-1.519216381	0.78831723	1.088999972	1.169984758	0.645659031	0.164858426	0.426460928
TRINITY_DN115092_c0_g2_i1	ID=Xetrov90000946mgName=hhip]HHIP_HUMANHHIP_HUMANQ	Chr01	49491640	49491640	4.020023505	-0.251102246	-0.369531647	0.1184294	-0.310316946	0.503851944	0.312353156	0.680481054	0.366567358	0.999969	1	0.999972759	0.999992197	3.825435167	3.883513607	4.085154931	3.617958868	3.478764146	4.099005406	4.288320408	4.369607087	4.18300106	3.805160892	4.292015121
TRINITY_DN115127_c7_g1_i8	ID=Xetrov90001461mgName=c19orf24]CS024_HUMANCS024_HUMANQ	Chr01	80980659	80980659	4.129791651	-0.496728639	-0.404555618	-0.092173021	-0.450642129	0.157693111	0.233611729	0.728559863	0.161239408	0.839122909	1	0.999972759	0.886627696	4.126551004	3.588294128	4.445647396	3.905324217	4.119163871	3.980113446	4.286235225	4.005986848	4.189139317	4.40943748	4.175179985
TRINITY_DN115133_c2_g2_i7	ID=Xetrov90003007mgName=sept5]SEPT5_HUMANSEPT5_HUMANQ	Chr01	145941070	145941070	3.734985183	0.446963999	0.437975289	0.008988709	0.442469644	0.253029326	0.243677391	0.976712043	0.203202755	0.955383757	1	0.999972759	0.94708929	3.870138118	4.068991326	3.659867409	4.098352636	3.106491671	3.667906939	3.181035085	3.340560873	3.656900426	3.964609476	4.055209006
TRINITY_DN115187_c4_g1_i2	ID=Xetrov90003096mgName=setd8]SETD8_XENTRSETD8_XENTRQ	Chr01	152467698	152467698	1.734342598	0.228682346	0.324465628	-0.095783282	0.276573987	0.650255687	0.502624695	0.807969465	0.53959649	0.999969	1	0.999972759	0.999992197	2.31462942	2.057931255	2.080461041	1.847309324	1.543851074	0.962275211	1.397933947	0.929046087	1.376889302	2.025736326	1.884233649
TRINITY_DN115203_c0_g1_i4	ID=Xetrov90002701mgName=tbx3]TBX3_HUMANTBX3_HUMANQ	Chr01	133332477	133332477	3.921104124	0.043897453	-0.092838475	0.136735928	-0.024470511	0.899412706	0.78300062	0.611788162	0.938030026	0.999969	1	0.999972759	0.999992197	3.934698025	3.919875378	4.10441184	3.866681285	3.80381198	3.939068706	3.757925529	4.111958815	3.81608987	4.112577806	3.691239529
TRINITY_DN115233_c9_g1_i1	ID=Xetrov90002754mgName=c5orf30]CE030_XENTRCE030_XENTRQ	Chr01	137228297	137228297	1.637150214	-0.173594072	-0.117250515	-0.056343557	-0.145422293	0.700059858	0.787439246	0.870080201	0.722091307	0.999969	1	0.999972759	0.999992197	2.06833061	1.484554885	1.600296791	1.5549617	1.862227506	1.571429937	1.652240127	1.169984758	1.662215166	1.667290543	1.560817331
TRINITY_DN115246_c0_g1_i2	ID=Xetrov90002213mgName=spata6l]SPA6L_HUMANSPA6L_HUMANQ	Chr01	115095231	115095231	1.366676599	-0.259018868	-0.483404764	0.224385896	-0.371211816	0.727745378	0.506107322	0.693809959	0.586537492	0.999969	1	0.999972759	0.999992197	1.673637631	0.610611636	1.627174565	1.383080255	1.772546598	1.557937527	-1.301166155	1.933855236	0.413716837	2.31261224	0.186500345
TRINITY_DN115302_c0_g1_i2	ID=Xetrov90000428mgName=lrpap1]AMRP_RATAMRP_RATQ	Chr01	15735464	15735464	6.69029135	0.055053801	-0.326051561	0.381105362	-0.13549888	0.89366955	0.421237157	0.236039898	0.719057156	0.999969	1	0.999972759	0.999992197	6.886259582	6.479077634	7.24539678	6.618810227	6.87671142	6.630533392	6.172223194	6.75972164	6.781905483	6.717636641	6.046343418
TRINITY_DN115305_c2_g1_i4	ID=Xetrov90001758mgName=dctn6]DCTN6_XENTRDCTN6_XENTRQ	Chr01	90311373	90311373	5.039204129	0.019650676	0.063465251	-0.043814575	0.041557963	0.953371012	0.844628717	0.866277014	0.890914766	0.999969	1	0.999972759	0.999992197	4.957653851	5.088238566	5.02028295	5.061708451	5.075439638	4.984624463	5.150252652	4.860849392	5.210821068	4.995265129	4.993818732
TRINITY_DN115337_c5_g1_i4	ID=Xetrov90000973mgName=ucp1]UCP2_CYPCAUCP2_CYPCAQ	Chr01	51073395	51073395	0.809692683	-0.099251455	-1.243927112	1.144675657	-0.671589284	0.923003024	0.237092625	0.15501022	0.488336892	0.999969	1	0.999972759	0.999992197	-0.555118322	0.25976506	0.463152015	-0.0616268	1.447790771	-1.54035672	0.223742523	1.063755257	2.96088499	-2.150498011	-1.191563956
TRINITY_DN115344_c9_g1_i2	ID=Xetrov90003475mgName=glrx]GLRX1_HUMANGLRX1_HUMANQ	Chr01	172667785	172667785	5.459563418	-0.383272913	-0.245964095	-0.137308818	-0.314618504	0.344678393	0.528897281	0.656263971	0.394238798	0.999969	1	0.999972759	0.999992197	5.757736293	5.294442858	5.034156879	5.105236847	5.546581392	5.441155838	6.100460722	5.771202579	5.063793023	5.228082077	5.291058799
