gid	gname	chr	start	end	logCPM	logFC.XY46.XXm46	PV.XY46.XXm46	FDR.XY46.XXm46	Tv1_463	Tv2_461	Tv2_462	Tv2_464
TRINITY_DN115619_c8_g1_i3	ID=Xetrov90002305mgName=mrps18c]RT18C_BOVINRT18C_BOVINQ	Chr01	121827523	121832513	2.903210544	0.216775943	0.675316425	0.999945023	3.15893464	2.953594791	2.738895726	2.715861348
TRINITY_DN115656_c1_g1_i1	ID=Xetrov90003383mgName=tnpo1]TNPO1_HUMANTNPO1_HUMANQ	Chr01	166828267	166868381	2.793015889	-0.020790424	0.966979063	0.999945023	2.700122567	2.775816902	2.808445607	2.882016297
TRINITY_DN115741_c4_g5_i2	ID=Xetrov90001472mgName=polr2e]RPAB1_RATRPAB1_RATQ	Chr01	81249350	81278847	4.664050166	0.273810604	0.555996446	0.999945023	4.802375214	4.749556679	4.454460389	4.62529335
TRINITY_DN115761_c6_g2_i3	ID=Xetrov90001839mgName=tstd2]TSTD2_PONABTSTD2_PONABQ	Chr01	95169014	95179286	0.78169279	-0.045041415	0.93277195	0.999945023	0.871525341	0.564980563	0.81355134	0.867917932
TRINITY_DN115809_c2_g2_i4	ID=Xetrov90001454mgName=dazap1]DAZP1_XENLADAZP1_XENLAQ	Chr01	80534503	80558087	5.691703871	0.005368179	0.990788131	0.999945023	5.647615886	5.746532898	5.687692832	5.683089963
TRINITY_DN115825_c6_g1_i1	ID=Xetrov90002665mgName=gatsl3]GATL3_RATGATL3_RATQ	Chr01	131983209	132015161	1.912893216	0.416020517	0.460667553	0.999945023	1.97596873	2.06134924	1.595213027	1.974575737
TRINITY_DN115834_c1_g6_i2	ID=Xetrov90000594mgName=Xetrov90000594mg]SIM14_BOVINSIM14_BOVINQ	Chr01	27050817	27060724	3.503801155	0.485721577	0.323458637	0.999945023	3.77603178	3.540048106	3.12701102	3.500124029
TRINITY_DN115876_c2_g3_i2	ID=Xetrov90000655mgName=ociad1]OCAD1_XENTROCAD1_XENTRQ	Chr01	29964939	29997512	5.515181119	0.137039438	0.77050609	0.999945023	5.54162076	5.69472153	5.41136495	5.391939023
TRINITY_DN115918_c5_g1_i2	ID=Xetrov90002134mgName=mob3b]MOB3B_MOUSEMOB3B_MOUSEQ	Chr01	110157642	110217006	1.704669309	-0.619176247	0.242385339	0.999945023	1.45955712	1.363309079	2.135912681	1.734945643
TRINITY_DN115931_c5_g1_i3	ID=Xetrov90000772mgName=spcs3]SPCS3_HUMANSPCS3_HUMANQ	Chr01	38518783	38529926	5.679603448	0.208398045	0.66906536	0.999945023	5.926391012	5.819174773	5.520741717	5.386187185
TRINITY_DN115941_c6_g1_i1	ID=Xetrov90003087mgName=gtf2h3]TF2H3_HUMANTF2H3_HUMANQ	Chr01	152363125	152378978	3.41665569	0.033520694	0.945744629	0.999945023	3.634243612	3.431971826	3.391581234	3.171382385
TRINITY_DN115945_c10_g2_i2	ID=Xetrov90002861mgName=cox6a1]CX6A1_RATCX6A1_RATQ	Chr01	143194206	143199036	6.665238837	0.05153663	0.915520846	0.999945023	6.856211386	6.698314761	6.626437804	6.450647334
TRINITY_DN115950_c3_g2_i2	ID=Xetrov90000532mgName=gba3]GBA3_PONABGBA3_PONABQ	Chr01	22342374	22373497	1.315225855	-0.00969297	0.987829524	0.999945023	1.606991808	1.641284905	1.321560239	0.329966844
TRINITY_DN115952_c6_g1_i2	ID=Xetrov90003157mgName=arpc3]ARPC3_HUMANARPC3_HUMANQ	Chr01	154163060	154172723	6.418912501	0.043106196	0.928141316	0.999945023	6.565033724	6.43738203	6.386484686	6.271295782
TRINITY_DN115953_c0_g2_i1	ID=Xetrov90002002mgName=mau2]SCC4_XENLASCC4_XENLAQ	Chr01	101591686	101611466	4.341505471	0.254044679	0.598219357	0.999945023	4.267240047	4.208307199	4.147357071	4.680853457
TRINITY_DN116023_c1_g1_i4	ID=Xetrov90003715mgName=grp]GRP_BOMORGRP_BOMORQ	Chr01	188197803	188208918	0.503527134	0.492385733	0.380078858	0.999945023	0.345549089	0.506697119	0.135046058	0.919802057
TRINITY_DN116035_c0_g1_i2	ID=Xetrov90001951mgName=med26]MED26_XENLAMED26_XENLAQ	Chr01	100077708	100094773	2.43738748	0.405007263	0.459074793	0.999945023	2.383012224	2.490207155	2.126865725	2.693679047
TRINITY_DN116058_c5_g1_i3	ID=Xetrov90001199mgName=LOC100487777]ADH1_RABITADH1_RABITQ	Chr01	65368064	65375555	9.022004958	-0.383813773	0.508132449	0.999945023	8.586425576	9.248279227	9.299849102	8.834871475
TRINITY_DN116095_c3_g1_i1	ID=Xetrov90002375mgName=secisbp2]SEBP2_RATSEBP2_RATQ	Chr01	125667448	125684568	2.910273704	0.157736347	0.782519805	0.999945023	3.472719883	2.36457115	2.791369936	2.794397398
TRINITY_DN116104_c6_g2_i8	ID=Xetrov90001876mgName=LOC100487674-like]	Chr01	96530150	96538701	4.991025837	0.320144448	0.532460398	0.999945023	5.410584204	5.121342351	4.744963349	4.526262387
TRINITY_DN116115_c6_g1_i2	ID=Xetrov90003614mgName=znf131]ZN131_PONABZN131_PONABQ	Chr01	182108399	182114957	1.944705572	0.20415855	0.717717266	0.999945023	1.876126813	1.866551948	1.791186581	2.211581131
TRINITY_DN116192_c3_g1_i1	ID=Xetrov90001362mgName=dnaja1]DNJA1_HUMANDNJA1_HUMANQ	Chr01	75529973	75538878	6.085438475	-0.155096609	0.74794038	0.999945023	6.120921984	6.277367322	6.200118482	5.669894071
TRINITY_DN116208_c7_g1_i2	ID=Xetrov90002256mgName=ptar1]PTR1B_XENLAPTR1B_XENLAQ	Chr01	117366486	117397571	2.960180904	0.214965614	0.677239973	0.999945023	2.947691428	2.808350854	2.797084312	3.244414617
TRINITY_DN116236_c5_g1_i7	ID=Xetrov90000591mgName=LOC101733414]RL9_MOUSERL9_MOUSEQ	Chr01	27003630	27009225	10.00333832	0.321538363	0.613746837	0.999945023	10.17663197	10.09583308	9.755732199	9.950240459
TRINITY_DN116240_c1_g1_i2	ID=Xetrov90001036mgName=cetn4]CETN1_BOVINCETN1_BOVINQ	Chr01	56529228	56535404	3.762152254	-0.347484737	0.466768283	0.999945023	3.411624809	3.87174105	4.013867122	3.680135685
TRINITY_DN116240_c2_g1_i7	ID=Xetrov90002299mgName=tle4]TLE4_HUMANTLE4_HUMANQ	Chr01	120781693	120870266	4.852738004	0.10388792	0.829450632	0.999945023	4.617636374	4.731644841	4.774228894	5.213755584
TRINITY_DN116307_c1_g1_i3	ID=Xetrov90003761mgName=LOC733459]TSN3_BOVINTSN3_BOVINQ	Chr01	191362246	191379103	4.394031875	0.346869577	0.515308135	0.999945023	4.98870705	3.995222927	4.127083662	4.24538538
TRINITY_DN116315_c4_g4_i1	ID=Xetrov90001206mgName=eif4e]IF4E_XENLAIF4E_XENLAQ	Chr01	65533264	65552204	5.725233879	0.432400793	0.370209665	0.999945023	5.969422008	5.854168604	5.389782318	5.619796068
TRINITY_DN116332_c0_g3_i2	ID=Xetrov90002193mgName=gldc]GCSP_CHICKGCSP_CHICKQ	Chr01	114524252	114550453	3.300862294	0.288038669	0.597269165	0.999945023	3.755104818	3.421494109	3.080909888	2.752090355
TRINITY_DN116356_c0_g1_i3	ID=Xetrov90002510mgName=abhd4]ABHD4_HUMANABHD4_HUMANQ	Chr01	128927750	128937745	3.309682636	0.335649383	0.49993583	0.999945023	3.41607559	3.515626909	3.052525107	3.208360582
TRINITY_DN116373_c2_g1_i5	ID=Xetrov90003671mgName=capsl]CAPSL_MOUSECAPSL_MOUSEQ	Chr01	185311838	185318639	0.896094441	-0.970943053	0.05739092	0.999945023	0.487645752	0.674926356	1.541757915	0.608145625
TRINITY_DN116397_c0_g1_i1	ID=Xetrov90003389mgName=mccc2]MCCB_MOUSEMCCB_MOUSEQ	Chr01	167109246	167145686	5.583757857	0.461919075	0.338870558	0.999945023	5.568858514	5.875916225	5.224690753	5.592081881
TRINITY_DN116404_c0_g1_i3	ID=Xetrov90001906mgName=gne]GLCNE_HUMANGLCNE_HUMANQ	Chr01	97909119	97943429	3.60397172	-0.236842708	0.61724748	0.999945023	3.464148827	3.478202067	3.777076769	3.672594495
TRINITY_DN116453_c10_g1_i1	ID=Xetrov90002414mgName=twsg2]TWS1A_DANRETWS1A_DANREQ	Chr01	127451015	127461197	4.21573257	0.038279297	0.936013396	0.999945023	4.33696709	4.316879207	4.187068725	3.996322339
TRINITY_DN116469_c0_g1_i2	ID=Xetrov90003501mgName=pik3r1-like]P85AA_XENLAP85AA_XENLAQ	Chr01	173932735	173974166	3.46121785	0.193896005	0.696392198	0.999945023	3.733869828	3.239613572	3.313991611	3.508620036
TRINITY_DN116476_c1_g2_i6	ID=Xetrov90000941mgName=mmaa]MMAA_HUMANMMAA_HUMANQ	Chr01	49159254	49172661	1.751286079	-0.161979108	0.76713098	0.999945023	1.926911296	1.685742135	1.869208395	1.482353255
TRINITY_DN116493_c6_g1_i1	ID=Xetrov90000416mgName=krcc1]ZMAT1_XENTRZMAT1_XENTRQ	Chr01	15174033	15195080	2.883687729	0.033658706	0.949203095	0.999945023	2.554306238	2.771698083	2.858492466	3.259594725
TRINITY_DN116506_c3_g3_i6	ID=Xetrov90002636mgName=hnrnpc]HNRPC_XENLAHNRPC_XENLAQ	Chr01	131110518	131124552	6.708988062	-0.029264387	0.951758037	0.999945023	6.580481648	6.898576313	6.730887318	6.603222505
TRINITY_DN116549_c3_g1_i4	ID=Xetrov90003723mgName=nedd4l]NED4L_HUMANNED4L_HUMANQ	Chr01	188490844	188679228	2.89976127	-0.490213766	0.335005029	0.999945023	2.355469311	2.844095459	3.24876805	3.007210262
TRINITY_DN116608_c0_g1_i2	ID=Xetrov90002609mgName=lpcat4]LPCT4_XENTRLPCT4_XENTRQ	Chr01	130496211	130522280	6.414329321	-0.117712584	0.802889176	0.999945023	6.344614257	6.283889185	6.501635021	6.513732072
TRINITY_DN116617_c4_g3_i5	ID=Xetrov90000570mgName=klf3]KLF3_MOUSEKLF3_MOUSEQ	Chr01	26186197	26192823	4.252301994	-0.017650365	0.970847176	0.999945023	4.072356606	4.121964813	4.26541846	4.509428394
TRINITY_DN116622_c5_g6_i1	ID=Xetrov90001877mgName=dcaf10]DCA10_XENTRDCA10_XENTRQ	Chr01	96541650	96549347	2.155719411	0.002567396	0.996236509	0.999945023	1.963859872	2.202670401	2.153838155	2.282655128
TRINITY_DN116630_c1_g5_i2	ID=Xetrov90002612mgName=emc4]EMC4_XENTREMC4_XENTRQ	Chr01	130581002	130587217	3.639647455	0.220027633	0.661521737	0.999945023	3.908286308	3.778345472	3.472370475	3.323589767
TRINITY_DN116669_c10_g1_i2	ID=Xetrov90002871mgName=cabp1]CABP1_RATCABP1_RATQ	Chr01	143303122	143334125	1.300387267	-0.218300867	0.70760668	0.999945023	0.677562857	1.249445294	1.457667493	1.645325315
TRINITY_DN116742_c5_g1_i1	ID=Xetrov90002911mgName=upb1]BUP1_HUMANBUP1_HUMANQ	Chr01	144075898	144087684	5.554525008	0.44542259	0.440128262	0.999945023	6.307963322	5.265981228	5.208701718	5.058952329
TRINITY_DN116746_c0_g1_i1	ID=Xetrov90003369mgName=fam169a]F169A_HUMANF169A_HUMANQ	Chr01	165740329	165774799	2.492936613	-0.075829478	0.898469554	0.999945023	1.637805155	2.721332631	2.548766063	2.794397398
TRINITY_DN116759_c4_g1_i1	ID=Xetrov90001614mgName=LOC100493646]CRG3_XENLACRG3_XENLAQ	Chr01	85700838	85703691	5.937683231	0.621151176	0.265760665	0.999945023	5.486610578	6.624011057	5.44905534	5.857010798
TRINITY_DN116812_c9_g1_i5	ID=Xetrov90002021mgName=hsd11b1l]DHI1L_XENTRDHI1L_XENTRQ	Chr01	102161051	102168352	2.487861266	-0.604149011	0.258821658	0.999945023	2.632884789	2.342525436	2.912136817	1.859730269
TRINITY_DN116838_c1_g3_i3	ID=Xetrov90001523mgName=LOC100492505]LONM_HUMANLONM_HUMANQ	Chr01	82525693	82541662	4.576327739	0.132604269	0.785169133	0.999945023	4.889773606	4.631788749	4.475994409	4.227483112
TRINITY_DN116869_c7_g1_i2	ID=Xetrov90002751mgName=efna5]EFNA5_MOUSEEFNA5_MOUSEQ	Chr01	136673272	136703746	3.586912041	0.001889815	0.996930926	0.999945023	3.290805049	3.800752151	3.585657097	3.62259182
TRINITY_DN116880_c3_g1_i1	ID=Xetrov90002025mgName=ppap2c]PLPP2_BOVINPLPP2_BOVINQ	Chr01	102306498	102322138	5.498629051	0.108036136	0.816121977	0.999945023	5.484493085	5.492470492	5.416942501	5.595076852
TRINITY_DN116895_c1_g3_i1	ID=Xetrov90003034mgName=chfr]CHFR_XENTRCHFR_XENTRQ	Chr01	147102158	147133926	4.918294258	-0.14095387	0.75671091	0.999945023	4.996157892	4.768282846	5.022468652	4.872413174
TRINITY_DN116897_c0_g1_i3	ID=Xetrov90001380mgName=fnta]FNTA_HUMANFNTA_HUMANQ	Chr01	77054648	77071423	5.442677003	0.218861661	0.646061875	0.999945023	5.685899663	5.514205071	5.275720028	5.249676707
TRINITY_DN116987_c0_g1_i1	ID=Xetrov90001949mgName=tmem38a]TM38A_XENTRTM38A_XENTRQ	Chr01	100044292	100057371	7.270801834	0.374832255	0.503271609	0.999945023	7.573116062	7.599563534	6.981054049	6.741193924
TRINITY_DN117018_c0_g1_i2	ID=Xetrov90001093mgName=pla2g12a]PG12A_MOUSEPG12A_MOUSEQ	Chr01	59214958	59227913	3.438328495	0.352969549	0.473687217	0.999945023	3.664486373	3.488277333	3.167278889	3.389473793
TRINITY_DN117082_c0_g1_i1	ID=Xetrov90001078mgName=LOC101733401-like]RL34_HUMANRL34_HUMANQ	Chr01	58228452	58234280	9.421732942	0.361818056	0.551214574	0.999945023	9.455891201	9.626101948	9.142244701	9.421676135
TRINITY_DN117105_c0_g1_i1	ID=Xetrov90003805mgName=siglec15]SIG15_HUMANSIG15_HUMANQ	Chr01	193182992	193185179	0.787353473	-0.915312151	0.176537048	0.999945023	-0.78549646	0.270257363	1.398754549	1.318063803
TRINITY_DN117144_c1_g1_i1	ID=Xetrov90002903mgName=rab36]RAB36_HUMANRAB36_HUMANQ	Chr01	143921007	143934169	1.360789085	-0.926680446	0.075632107	0.999945023	0.995663103	1.151406195	1.9838775	1.065118239
TRINITY_DN117170_c0_g2_i2	ID=Xetrov90002652mgName=pole-like]DPOE1_HUMANDPOE1_HUMANQ	Chr01	131735774	131778141	3.628616945	0.061647308	0.903026331	0.999945023	3.945708804	3.656313169	3.58235171	3.244414617
TRINITY_DN117181_c1_g4_i1	ID=Xetrov90003605mgName=mrps30]RT30_BOVINRT30_BOVINQ	Chr01	181453885	181463153	4.638429044	0.414144127	0.380917443	0.999945023	4.748688599	4.851619336	4.31803545	4.579654617
TRINITY_DN117241_c9_g1_i1	ID=Xetrov90000252mgName=paip2b]PAI2B_MOUSEPAI2B_MOUSEQ	Chr01	8039015	8051740	4.624558165	0.13378581	0.77198203	0.999945023	4.727358255	4.657687189	4.523301963	4.581669222
TRINITY_DN117312_c0_g1_i2	ID=Xetrov90001526mgName=med11]MED11_XENTRMED11_XENTRQ	Chr01	82744308	82750159	1.614321916	0.170589375	0.784998785	0.999945023	1.914381784	1.970833266	1.486245706	0.786415978
TRINITY_DN117326_c1_g2_i1	ID=Xetrov90002284mgName=pcsk5]PCSK5_HUMANPCSK5_HUMANQ	Chr01	119429662	119599722	4.961452538	0.316610485	0.519967638	0.999945023	5.364120027	4.730584246	4.718106968	4.935210683
TRINITY_DN117348_c1_g1_i6	ID=Xetrov90000375mgName=fam193a-like]F193A_HUMANF193A_HUMANQ	Chr01	11919166	11967497	3.987067823	-0.117570441	0.805717249	0.999945023	3.885999672	3.788573487	4.073941245	4.16972751
TRINITY_DN117389_c1_g1_i4	ID=Xetrov90002870mgName=pop5-like]POP5_BOVINPOP5_BOVINQ	Chr01	143273044	143279237	3.083155404	0.401533837	0.454238384	0.999945023	3.547650683	2.763424999	2.774089736	3.105699016
TRINITY_DN117412_c8_g1_i3	ID=Xetrov90003424mgName=rps23]RS23_ICTPURS23_ICTPUQ	Chr01	168230814	168249349	10.00914981	0.482709478	0.457064731	0.999945023	10.27588988	10.1711551	9.632853924	9.869367181
TRINITY_DN117432_c1_g1_i1	ID=Xetrov90003196mgName=c12orf49]CL049_XENLACL049_XENLAQ	Chr01	156092901	156100413	2.19129324	0.147382174	0.786298137	0.999945023	2.188605074	2.314485943	2.080759876	2.169337909
TRINITY_DN117473_c0_g1_i6	ID=Xetrov90003039mgName=noc4l]NOC4B_XENLANOC4B_XENLAQ	Chr01	147958547	147967825	3.608127095	0.074539347	0.878948647	0.999945023	3.645659069	3.81082309	3.552257411	3.389473793
TRINITY_DN117476_c6_g1_i7	ID=Xetrov90001927mgName=slc5a5]SC5A5_RATSC5A5_RATQ	Chr01	99288971	99325971	3.091092016	-0.180793175	0.716842486	0.999945023	3.319598053	2.808350854	3.223528402	2.958428467
TRINITY_DN117512_c4_g1_i2	ID=Xetrov90000666mgName=chic2]CHIC2_HUMANCHIC2_HUMANQ	Chr01	30765806	30786799	0.471257364	-0.458458721	0.380656165	0.999945023	0.453412021	0.526387718	0.7908198	-0.014980128
TRINITY_DN117512_c4_g4_i1	ID=Xetrov90002872mgName=mlec]MLECB_XENLAMLECB_XENLAQ	Chr01	143351524	143362436	0.264705962	-0.517812135	0.355484522	0.999945023	0.521085945	0.222772071	0.620803089	-0.609271701
TRINITY_DN117519_c2_g2_i4	ID=Xetrov90002331mgName=ptch1]PTC1_CHICKPTC1_CHICKQ	Chr01	123621704	123683623	2.176286502	-0.232925828	0.665255939	0.999945023	1.951648521	2.047788023	2.345405072	2.32175013
TRINITY_DN117521_c3_g2_i4	ID=Xetrov90003028mgName=pgam5]PGAM5_XENTRPGAM5_XENTRQ	Chr01	146984769	146992952	1.723267374	-0.028979506	0.957779472	0.999945023	1.850048072	1.745766861	1.744631971	1.533206467
TRINITY_DN117556_c1_g3_i5	ID=Xetrov90001176mgName=ube2d3]UB2D2_XENLAUB2D2_XENLAQ	Chr01	64172619	64192129	7.104802323	0.255261677	0.614172936	0.999945023	7.028516208	7.210707963	6.909330087	7.244963618
TRINITY_DN117589_c12_g2_i1	ID=Xetrov90002453mgName=slc7a7]YLAT1_RATYLAT1_RATQ	Chr01	128252906	128270783	2.990058611	0.749997056	0.15931128	0.999945023	3.347827638	2.90176952	2.398995218	3.149818501
TRINITY_DN117593_c4_g1_i1	ID=Xetrov90002240mgName=cbwd2]CBWD1_HUMANCBWD1_HUMANQ	Chr01	116760953	116793405	4.11819942	0.16690949	0.725518662	0.999945023	4.301322318	4.097491563	3.991613094	4.064175269
TRINITY_DN117611_c0_g1_i1	ID=Xetrov90002769mgName=selplg-like]	Chr01	137929605	137930657	2.011441621	0.475037274	0.405885236	0.999945023	2.113861924	2.280102966	1.646758067	1.924658367
TRINITY_DN117640_c1_g1_i6	ID=Xetrov90003507mgName=srek1]SREK1_MOUSESREK1_MOUSEQ	Chr01	174711664	174733509	2.182903672	0.050817675	0.935426927	0.999945023	1.275864172	2.342525436	2.144903258	2.640554164
TRINITY_DN117684_c5_g1_i1	ID=Xetrov90001946mgName=haus8]HAUS8_XENLAHAUS8_XENLAQ	Chr01	99918670	99929637	1.976439768	0.275475057	0.625425037	0.999945023	2.178161651	1.897123627	1.768097053	2.034637557
TRINITY_DN117713_c1_g1_i2	ID=Xetrov90001097mgName=alpk1]ALPK1_HUMANALPK1_HUMANQ	Chr01	59296838	59396766	3.455066558	0.180804349	0.716179562	0.999945023	3.35711607	3.337603769	3.317971814	3.760586907
TRINITY_DN117715_c0_g1_i1	ID=Xetrov90002387mgName=ror2]ROR2_MOUSEROR2_MOUSEQ	Chr01	126678883	126767614	2.284655315	-0.060991018	0.910447055	0.999945023	2.035033887	2.375468951	2.32972072	2.369174602
TRINITY_DN117726_c5_g1_i1	ID=Xetrov90002899mgName=slc5a12]SC5A1_RATSC5A1_RATQ	Chr01	143728424	143750786	3.357868623	0.372481086	0.480212166	0.999945023	3.820358273	3.384210984	3.07151021	3.007210262
TRINITY_DN117736_c0_g1_i5	ID=Xetrov90001873mgName=akap2]AKAP2_HUMANAKAP2_HUMANQ	Chr01	96306508	96366632	0.964775864	0.115573975	0.845779052	0.999945023	1.442205246	0.947429584	0.879672867	0.404699382
TRINITY_DN117746_c0_g1_i3	ID=Xetrov90000862mgName=pdgfc]PDGFC_GECJAPDGFC_GECJAQ	Chr01	44413093	44464113	2.162569268	0.011861205	0.982941587	0.999945023	2.157045235	2.418255154	2.153838155	1.859730269
TRINITY_DN117759_c0_g1_i1	ID=Xetrov90002033mgName=LOC100489262]SHB_HUMANSHB_HUMANQ	Chr01	102542493	102660325	3.313019158	-0.162537647	0.733637038	0.999945023	3.314838948	3.257396696	3.432541294	3.239318877
TRINITY_DN117787_c3_g2_i7	ID=Xetrov90001578mgName=pex11g]PX11C_HUMANPX11C_HUMANQ	Chr01	84273321	84277122	3.142821827	0.281845202	0.577947695	0.999945023	3.384627859	3.212521006	2.927848726	3.001201983
TRINITY_DN117864_c5_g1_i10	ID=Xetrov90002329mgName=Xetrov90002329mg]AMPO_MOUSEAMPO_MOUSEQ	Chr01	123441776	123465169	3.790355219	0.088125745	0.85523406	0.999945023	3.908286308	3.873663953	3.724070382	3.638162659
TRINITY_DN117909_c9_g2_i1	ID=Xetrov90001126mgName=mettl14]MET14_XENLAMET14_XENLAQ	Chr01	61096783	61121668	3.612787309	-0.029045722	0.951776252	0.999945023	3.535429369	3.520544331	3.634350099	3.749876909
TRINITY_DN117910_c0_g3_i1	ID=Xetrov90000118mgName=LOC101733139]SUCA_MOUSESUCA_MOUSEQ	Chr01	4854434	4867935	7.595110392	0.320575795	0.543937073	0.999945023	7.768292119	7.775450545	7.348325212	7.437464956
TRINITY_DN117932_c5_g1_i4	ID=Xetrov90001174mgName=slc9b2]SL9B2_XENTRSL9B2_XENTRQ	Chr01	64110605	64146637	2.967835666	0.44083349	0.406465299	0.999945023	2.729028817	3.12159163	2.627849203	3.289484008
TRINITY_DN117955_c4_g1_i6	ID=Xetrov90002813mgName=hps4]HPS4_HUMANHPS4_HUMANQ	Chr01	140208335	140228857	4.197675523	0.259820761	0.590916605	0.999945023	4.269701378	4.047263248	3.99906931	4.43337865
TRINITY_DN117966_c0_g1_i5	ID=Xetrov90000766mgName=Xetrov90000766mg]TEN3_HUMANTEN3_HUMANQ	Chr01	36457341	36638856	4.91243439	-0.133820461	0.767271616	0.999945023	4.916721557	4.881550452	5.011450688	4.834055478
TRINITY_DN118012_c1_g2_i4	ID=Xetrov90002258mgName=mamdc2]THIB_XENLATHIB_XENLAQ	Chr01	117467899	117529389	3.646732476	0.219973726	0.662903747	0.999945023	3.908286308	3.79467567	3.479495473	3.328396861
TRINITY_DN118022_c5_g2_i1	ID=Xetrov90002971mgName=dgcr14]DGC14_MOUSEDGC14_MOUSEQ	Chr01	144991316	145003926	2.80576826	-0.078898061	0.877267436	0.999945023	2.632884789	2.614998645	2.863947557	3.065955682
TRINITY_DN118073_c0_g1_i1	ID=Xetrov90000489mgName=LOC100493887]TM128_BOVINTM128_BOVINQ	Chr01	18549030	18553527	3.862129694	0.082588234	0.867317246	0.999945023	4.072356606	3.950374419	3.800024161	3.578884675
TRINITY_DN118089_c3_g1_i5	ID=Xetrov90001673mgName=hiatl1]MF14A_MOUSEMF14A_MOUSEQ	Chr01	86497680	86522998	5.001665991	-0.044089277	0.923700817	0.999945023	4.947793746	5.129412177	5.034612949	4.882254039
TRINITY_DN118097_c2_g1_i5	ID=Xetrov90000429mgName=dok7-like]DOK7_MOUSEDOK7_MOUSEQ	Chr01	15769619	15833075	2.508380795	-0.136523751	0.793768172	0.999945023	2.513351451	2.291655246	2.608481103	2.601373252
TRINITY_DN118111_c0_g1_i1	ID=Xetrov90003236mgName=osbp2]OSBP2_HUMANOSBP2_HUMANQ	Chr01	157896055	158007551	0.491737027	-0.632692305	0.216851169	0.999945023	0.487645752	0.070150263	0.922128128	0.367816958
TRINITY_DN118127_c1_g2_i2	ID=Xetrov90003166mgName=ppp1cc]PPIG_XENTRPPIG_XENTRQ	Chr01	154318388	154331083	6.729883327	0.075886887	0.876209976	0.999945023	6.887798795	6.792546529	6.672630503	6.543494292
TRINITY_DN118142_c0_g1_i1	ID=Xetrov90003624mgName=c7]CO7_PIGCO7_PIGQ	Chr01	182919844	182955199	5.17531685	0.370188656	0.545932678	0.999945023	6.034551177	4.638589814	4.88970968	4.61352608
TRINITY_DN118158_c10_g3_i5	ID=Xetrov90001689mgName=chchd10]CHC10_HUMANCHC10_HUMANQ	Chr01	86912587	86916478	4.772885063	0.171884767	0.740295261	0.999945023	5.239075348	4.820057229	4.642359007	4.198894309
TRINITY_DN118164_c8_g2_i1	ID=Xetrov90000933mgName=slc10a7]NTP7B_XENLANTP7B_XENLAQ	Chr01	48736012	48859753	4.262539904	0.199220612	0.683336611	0.999945023	4.432327396	4.450423887	4.111116105	4.002350932
TRINITY_DN118168_c4_g1_i2	ID=Xetrov90001449mgName=reep6]REEP5_BOVINREEP5_BOVINQ	Chr01	80453085	80463056	2.872162503	0.115327147	0.845198601	0.999945023	3.535429369	2.475088091	2.785632836	2.396898587
TRINITY_DN118168_c7_g1_i2	ID=Xetrov90001983mgName=hook3-like]HOOK3_XENLAHOOK3_XENLAQ	Chr01	100902983	100948594	1.688758238	0.125392978	0.81976307	0.999945023	1.7827111	1.576649363	1.595213027	1.791741828
TRINITY_DN118226_c8_g4_i1	ID=Xetrov90001556mgName=oaz1]OAZ1_CHICKOAZ1_CHICKQ	Chr01	83570530	83577270	7.543603656	0.189819083	0.721937909	0.999945023	7.809051082	7.653861941	7.398993493	7.246551749
TRINITY_DN118243_c6_g1_i1	ID=Xetrov90002368mgName=s1pr3]S1PR3_HUMANS1PR3_HUMANQ	Chr01	125547611	125560878	1.884336592	-0.311728645	0.581199553	0.999945023	2.035033887	1.956389538	2.108599817	1.298598716
TRINITY_DN118264_c3_g8_i1	ID=Xetrov90002569mgName=rab2b]RAB2B_HUMANRAB2B_HUMANQ	Chr01	129570029	129580162	0.717943184	-0.773078087	0.126351902	0.999945023	0.521085945	0.338677474	1.240000828	0.608145625
TRINITY_DN118300_c2_g1_i1	ID=Xetrov90000902mgName=fbxw7-like]FBXW7_HUMANFBXW7_HUMANQ	Chr01	46276113	46322120	4.826497927	0.194583265	0.678075326	0.999945023	4.714768342	4.78676906	4.678409922	5.089006039
TRINITY_DN118307_c1_g1_i1	ID=Xetrov90001904mgName=Xetrov90001904mg]CLCA_BOVINCLCA_BOVINQ	Chr01	97840660	97861474	6.206903482	0.038665761	0.934571318	0.999945023	6.249310209	6.306486291	6.17784306	6.084311655
TRINITY_DN118325_c0_g1_i6	ID=Xetrov90003105mgName=ogfod2]OGFD2_XENTROGFD2_XENTRQ	Chr01	152771504	152782610	2.423732814	0.264098682	0.625186356	0.999945023	2.554306238	2.464919967	2.22339251	2.433054129
TRINITY_DN118359_c2_g1_i1	ID=Xetrov90003381mgName=tmem171]TM171_RATTM171_RATQ	Chr01	166721771	166736225	1.406263858	0.114189603	0.842693906	0.999945023	1.019258483	1.586062204	1.321560239	1.614170504
