gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.XXm46	logFC.XXm46.XX46	logFC.XXM.XXF	PV.XY46.XX46	PV.XY46.XXm46	PV.XXm46.XX46	PV.XXM.XXF	FDR.XY46.XX46	FDR.XY46.XXm46	FDR.XXm46.XX46	FDR.XXM.XXF	Tv1_462	Tv1_463	Tv2_461	Tv2_462	Tv2_464	Tv5_461	Tv6_461
TRINITY_DN114107_c0_g1_i1	ID=Xetrov90002361mgName=LOC100487003]RABEK_CHICKRABEK_CHICKQ	Chr01	125324459	125324459	2.056443193	-0.508606207	-1.099353648	0.590747441	0.041070617	0.312987037	0.102232914	0.388804194	0.934710257	0.405975984	1	0.539705538	0.9514557	2.195553463	0.079369012	2.313155533	2.721717953	1.69599101	2.348769852	1.81349866
TRINITY_DN114206_c0_g1_i6	ID=Xetrov90002403mgName=rnf31]RNF31_MOUSERNF31_MOUSEQ	Chr01	127167623	127167623	5.103243562	-2.187918245	0.046559879	-2.234478124	-2.211198185	1.45E-15	0.901612758	1.92E-07	7.21E-15	3.38E-14	1	4.85E-06	1.82E-13	6.021985678	3.755011194	3.576589129	3.72569885	3.962733621	5.968614503	5.873408194
TRINITY_DN114351_c0_g5_i1	ID=Xetrov90000782mgName=hand2]HAND2_XENLAHAND2_XENLAQ	Chr01	39412802	39412802	1.45302662	1.299198824	0.137064894	1.16213393	1.230666377	0.004174877	0.828061677	0.052755211	0.006398965	0.013234923	1	0.140058468	0.018675931	1.010516452	2.086919237	1.996563957	1.764901922	1.560817986	0.74495309	-0.071351939
TRINITY_DN114374_c0_g1_i2	ID=Xetrov90003221mgName=hspb8]HSPB8_PONABHSPB8_PONABQ	Chr01	157247053	157247053	5.622625036	1.21132428	0.145811635	1.065512644	1.138418462	1.69E-05	0.71233763	0.004220169	4.74E-05	0.000103905	1	0.022366589	0.00027242	5.131172482	6.250857888	6.148924785	5.905855415	5.69630256	4.733668489	4.607638629
TRINITY_DN114384_c3_g3_i1	ID=Xetrov90002716mgName=ficd]FICD_XENTRFICD_XENTRQ	Chr01	133833076	133833076	3.144022859	-1.790994073	0.135282232	-1.926276305	-1.858635189	4.39E-05	0.825716117	0.004687058	3.79E-05	0.000248906	1	0.024228345	0.000222081	3.857238589	2.78707528	1.917475335	1.985912894	1.245279422	4.169665461	3.61603573
TRINITY_DN114407_c3_g3_i4	ID=Xetrov90000754mgName=enpp6]ENPP6_XENLAENPP6_XENLAQ	Chr01	35674507	35674507	2.098269298	-0.334540955	0.296959477	-0.631500432	-0.483020693	0.455186713	0.647121107	0.338104976	0.284142944	0.546623203	1	0.492338287	0.375728579	1.775441772	2.469750947	1.973289256	1.687436283	1.245279422	2.80194185	2.164063525
TRINITY_DN114477_c0_g3_i1	ID=Xetrov90003451mgName=polr3g-like]RPC7_MOUSERPC7_MOUSEQ	Chr01	170827700	170827700	3.481679584	-12.94591112	-5.216474428	-7.729436694	-10.33767391	2.54E-57	0.001445016	1.18E-17	7.82E-45	5.37E-55	0.568904248	1.73E-15	1.53E-42	4.910001936	-4.254826735	-4.254826735	-2.549387757	-4.254826735	4.311451334	4.793393667
TRINITY_DN114502_c4_g3_i3	ID=Xetrov90002783mgName=kctd10]BACD3_HUMANBACD3_HUMANQ	Chr01	138303847	138303847	4.87853798	-1.17189463	0.07273375	-1.24462838	-1.208261505	1.28E-05	0.847658738	0.002140823	9.36E-06	8.08E-05	1	0.013017665	6.21E-05	5.432010766	4.004272995	4.350695221	4.193237325	4.408899577	5.436666827	5.438186902
TRINITY_DN114514_c0_g1_i1	ID=Xetrov90002264mgName=abhd17b]AB17B_XENTRAB17B_XENTRQ	Chr01	118177523	118177523	4.140964916	-2.288892444	0.088184665	-2.377077109	-2.332984777	1.39E-12	0.843328871	2.99E-06	3.84E-12	2.36E-11	1	5.38E-05	6.93E-11	4.911208625	2.64541337	2.899228548	2.648660852	2.643046331	5.272551906	4.82578058
TRINITY_DN114517_c0_g1_i2	ID=Xetrov90001031mgName=spata5-like]SPAT5_MOUSESPAT5_MOUSEQ	Chr01	56387734	56387734	2.381307646	0.451791664	-0.101752049	0.553543713	0.502667688	0.239626312	0.850119594	0.293424253	0.189427337	0.328093867	1	0.446458055	0.272042266	2.080130478	2.226126158	2.719732067	2.641832125	2.626216415	2.293263351	1.876693938
TRINITY_DN114546_c0_g1_i2	ID=Xetrov90003305mgName=tnfaip8]TFIP8_XENLATFIP8_XENLAQ	Chr01	162017162	162017162	5.247950055	-1.422790667	0.132869482	-1.55566015	-1.489225408	3.99E-08	0.715478148	8.90E-05	1.84E-08	3.81E-07	1	0.00097083	1.97E-07	5.843242877	4.440545457	4.40098592	4.343892557	4.58252467	5.83029635	6.011046035
TRINITY_DN114549_c0_g1_i1	ID=Xetrov90002664mgName=tbc1d10a]TB10A_HUMANTB10A_HUMANQ	Chr01	131942891	131942891	5.922626978	-0.587563643	0.246448328	-0.83401197	-0.710787807	0.023459074	0.507130162	0.030261029	0.006587819	0.053150944	1	0.095734641	0.019110352	6.095481212	5.676880432	5.703189756	5.421929495	5.622909009	6.230709265	6.420751011
TRINITY_DN114554_c0_g1_i1	ID=Xetrov90001011mgName=jade1]JADE1_XENLAJADE1_XENLAQ	Chr01	54589520	54589520	5.795500162	-4.02976524	0.055920437	-4.085685677	-4.057725458	6.79E-41	0.885558556	9.38E-17	2.37E-35	8.39E-39	1	1.25E-14	3.08E-33	6.969930513	2.943224808	2.577774474	2.827814653	3.092297742	6.798407599	6.938237089
TRINITY_DN114616_c3_g1_i5	ID=Xetrov90001087mgName=elovl6]ELOV6_CHICKELOV6_CHICKQ	Chr01	58980391	58980391	2.044758162	0.207892863	-0.220325593	0.428218457	0.31805566	0.651822938	0.731833878	0.500741701	0.488832401	0.723504016	1	0.638814468	0.577305676	2.635954781	1.849141638	2.325462107	2.312645436	2.064120104	1.43366082	1.144605723
TRINITY_DN114633_c4_g1_i2	ID=Xetrov90001314mgName=dapk3]DAPK3_HUMANDAPK3_HUMANQ	Chr01	74262644	74262644	5.521922848	-2.555208307	-0.137989828	-2.417218479	-2.486213393	2.63E-20	0.709695246	2.27E-08	5.83E-18	9.75E-19	1	7.27E-07	2.09E-16	6.614175474	3.951741156	3.980346159	4.027617181	3.722606463	6.255124704	6.43244097
TRINITY_DN114635_c0_g2_i2	ID=Xetrov90002438mgName=prmt5]ANM5_XENLAANM5_XENLAQ	Chr01	127965063	127965063	6.169729194	-2.665247291	0.022792623	-2.688039914	-2.676643603	4.43E-21	0.952112175	2.05E-09	2.02E-19	1.74E-19	1	8.42E-08	8.52E-18	7.208483093	4.613258147	4.409681589	4.431631471	4.325343874	6.963079094	7.167402675
TRINITY_DN114649_c3_g7_i1	ID=Xetrov90001400mgName=purg]PURG_HUMANPURG_HUMANQ	Chr01	78613871	78613871	2.006073405	-3.106221969	-0.298445244	-2.807776725	-2.956999347	4.38E-11	0.642700599	0.000127617	1.40E-09	6.27E-10	1	0.001314355	1.80E-08	2.847393485	0.606707627	-0.447001198	0.235882931	-0.581714174	3.177269415	2.927336772
TRINITY_DN114719_c2_g3_i4	ID=Xetrov90000607mgName=rbm47]RBM47_MOUSERBM47_MOUSEQ	Chr01	27323638	27323638	0.524251059	0.08170971	-0.581356965	0.663066675	0.372388193	0.873334949	0.405720914	0.339687172	0.463518239	0.905192225	1	0.493847837	0.553550212	1.010516452	0.797395325	0.410996023	1.025998412	0.093047713	-0.283798514	0.119887986
TRINITY_DN114725_c3_g1_i10	ID=Xetrov90003165mgName=hvcn1]HVCN1_XENTRHVCN1_XENTRQ	Chr01	154285507	154285507	5.111178081	1.220003553	0.82035797	0.399645583	0.809824568	0.000166519	0.084218767	0.366907379	0.011559072	0.000828076	1	0.520052735	0.030002828	4.949299214	5.793410614	5.805573249	4.819809814	5.251204093	4.198488041	3.909467005
TRINITY_DN114725_c3_g4_i2	ID=Xetrov90003163mgName=tctn1]TECT1_HUMANTECT1_HUMANQ	Chr01	154261488	154261488	2.543660607	-1.84487838	-0.096689267	-1.748189113	-1.796533747	5.90E-06	0.864529145	0.00497565	1.54E-05	3.97E-05	1	0.025342116	9.85E-05	3.253474542	1.186444534	1.110896631	1.562832256	1.960513749	3.374399625	3.250688682
TRINITY_DN114727_c7_g2_i2	ID=Xetrov90000529mgName=dhx15]DHX15_MOUSEDHX15_MOUSEQ	Chr01	21109905	21109905	5.070157916	-0.748432575	0.116089222	-0.864521797	-0.806477186	0.00392758	0.752935309	0.02476555	0.002072407	0.012600533	1	0.082912283	0.007416559	5.508947324	4.721160451	4.582419724	4.597863273	4.828575406	5.397720498	5.474388609
TRINITY_DN114750_c4_g4_i1	ID=Xetrov90002865mgName=srsf9]SRSF9_MOUSESRSF9_MOUSEQ	Chr01	143204714	143204714	5.984789992	-0.483158912	0.001321284	-0.484480196	-0.483819554	0.06126494	0.997109514	0.19641769	0.062006777	0.11233233	1	0.339649008	0.113122764	6.354255855	5.820214213	5.775613814	5.756602327	5.673957519	6.230709265	6.128366454
TRINITY_DN114765_c2_g1_i3	ID=Xetrov90003135mgName=psmd9]PSMD9_BOVINPSMD9_BOVINQ	Chr01	153494616	153494616	4.790385113	-0.143362324	0.111058183	-0.254420507	-0.198891415	0.597154656	0.77396882	0.51370587	0.464250575	0.676136384	1	0.649403147	0.55425626	5.144573032	4.81053051	4.759525147	4.630999308	4.650684824	4.634170214	4.830348497
TRINITY_DN114780_c0_g1_i2	ID=Xetrov90003442mgName=tmem161b-like]T161B_MOUSET161B_MOUSEQ	Chr01	170004600	170004600	3.590933329	-2.449507063	-0.245046961	-2.204460102	-2.326983582	6.37E-11	0.627806764	0.000138675	1.73E-09	8.97E-10	1	0.001409859	2.19E-08	4.294590102	2.524731178	1.867853702	2.286614096	1.578423628	4.474209477	4.648305388
TRINITY_DN114833_c3_g2_i3	ID=Xetrov90002648mgName=inpp5j]PI5PA_RATPI5PA_RATQ	Chr01	131649401	131649401	0.75477076	1.219818259	0.216263266	1.003554992	1.111686626	0.015212052	0.758437582	0.135506616	0.026334603	0.037674819	1	0.264832044	0.057687731	0.571757992	1.598862121	1.110896631	0.983418421	0.750529308	-0.528549765	-0.214559622
TRINITY_DN114867_c0_g1_i3	ID=Xetrov90001780mgName=cldn23]CLD23_MOUSECLD23_MOUSEQ	Chr01	91515319	91515319	1.367025164	0.479381084	-0.471729787	0.951110871	0.715245977	0.270142138	0.4269284	0.102151641	0.097725936	0.360600987	1	0.218608346	0.161213359	0.818082748	1.649216897	0.961199437	1.930954354	1.69599101	1.10157725	1.053773247
TRINITY_DN114882_c2_g2_i3	ID=Xetrov90002105mgName=nipsnap3a]NPS3A_PONABNPS3A_PONABQ	Chr01	107774264	107774264	5.667062785	0.232961418	-0.037465234	0.270426653	0.251694036	0.383890124	0.920922359	0.467917216	0.346048253	0.477621382	1	0.610724369	0.439122872	5.425269511	5.943877283	5.864215201	5.794041192	5.404654572	5.660943502	5.474388609
TRINITY_DN114891_c0_g2_i1	ID=Xetrov90000440mgName=nop14]NOP14_HUMANNOP14_HUMANQ	Chr01	16332469	16332469	5.225706252	-2.494082861	-0.139801091	-2.354281769	-2.424182315	4.81E-19	0.710083794	6.73E-08	6.91E-17	1.56E-17	1	1.91E-06	2.20E-15	6.380194959	3.696350704	3.591951784	3.782683621	3.641179236	5.85340187	6.11719473
TRINITY_DN114924_c0_g3_i2	ID=Xetrov90003570mgName=slc38a9]S38A9_XENLAS38A9_XENLAQ	Chr01	178601879	178601879	2.601592187	-0.664642132	0.20354969	-0.868191822	-0.766416977	0.100473564	0.72616565	0.148891319	0.06048037	0.165029696	1	0.282433264	0.110904733	2.676259019	2.226126158	1.807718628	2.099921854	2.732257082	2.823870929	3.304211011
TRINITY_DN114938_c0_g1_i1	ID=Xetrov90003737mgName=txnl1]TXNL1_MOUSETXNL1_MOUSEQ	Chr01	189343310	189343310	5.778830758	-0.318237233	0.063339302	-0.381576536	-0.349906884	0.211928488	0.861085758	0.300493275	0.171229761	0.297443733	1	0.453912009	0.251270693	5.9474877	5.810105863	5.568598829	5.578532155	5.530961826	5.995914602	5.935146925
TRINITY_DN115015_c6_g1_i3	ID=Xetrov90002741mgName=wdr36]WDR36_HUMANWDR36_HUMANQ	Chr01	135270707	135270707	6.053167705	-3.164867227	0.045422331	-3.210289559	-3.187578393	6.10E-28	0.90526903	4.66E-12	3.54E-25	4.02E-26	1	3.30E-10	2.52E-23	7.244112496	4.013913265	3.980346159	3.870006057	3.734433642	6.934892532	7.03144023
TRINITY_DN115032_c0_g1_i3	ID=Xetrov90001992mgName=dda1]DDA1_XENLADDA1_XENLAQ	Chr01	101222621	101222621	6.327300678	-0.966522637	0.347468553	-1.31399119	-1.140256913	0.000310005	0.365780244	0.001288567	2.88E-05	0.001433136	1	0.008745987	0.000174083	6.754905934	5.872372195	5.77729465	5.517355826	5.939642964	6.807515984	6.923615494
TRINITY_DN115043_c4_g1_i2	ID=Xetrov90002248mgName=tmem252]TM252_PONABTM252_PONABQ	Chr01	116954467	116954467	1.252608881	1.08040654	0.300767387	0.779639153	0.930022846	0.05532788	0.706955679	0.305413072	0.097192719	0.103716302	1	0.458892066	0.160483536	-0.264911575	2.011931559	0.776331709	1.377951931	1.947023719	-0.074608818	1.494635025
TRINITY_DN115092_c0_g2_i1	ID=Xetrov90000946mgName=hhip]HHIP_HUMANHHIP_HUMANQ	Chr01	49491640	49491640	3.280256546	1.229870267	0.313244631	0.916625636	1.073247952	0.000539445	0.533700407	0.05335489	0.002371864	0.002327609	1	0.141141693	0.008305023	2.71546782	3.434481728	3.711642659	3.429192301	4.018614934	2.255035926	2.549246811
TRINITY_DN115127_c7_g1_i8	ID=Xetrov90001461mgName=c19orf24]CS024_HUMANCS024_HUMANQ	Chr01	80980659	80980659	4.470554272	-1.89982734	0.100987424	-2.000814764	-1.950321052	1.01E-10	0.805172615	1.22E-05	1.22E-10	1.38E-09	1	0.000182671	1.83E-09	5.32923372	3.385813134	3.571431674	3.261134511	3.079990401	5.22966322	5.207457113
TRINITY_DN115133_c2_g2_i7	ID=Xetrov90003007mgName=sept5]SEPT5_HUMANSEPT5_HUMANQ	Chr01	145941070	145941070	2.41197131	1.091367124	-0.178610459	1.269977584	1.180672354	0.004539426	0.735539209	0.012106308	0.002053826	0.014184879	1	0.049539437	0.007365727	1.796490767	2.533694242	2.662674931	2.926640581	3.010356708	1.500540593	1.698274948
TRINITY_DN115187_c4_g1_i2	ID=Xetrov90003096mgName=setd8]SETD8_XENTRSETD8_XENTRQ	Chr01	152467698	152467698	2.279068351	-1.924432749	-0.574009074	-1.350423675	-1.637428212	1.38E-06	0.287598671	0.021769556	4.37E-05	1.03E-05	1	0.075815102	0.000252804	2.901825928	1.253082736	0.992407328	1.674111079	1.082078856	2.832550073	3.260876537
TRINITY_DN115203_c0_g1_i4	ID=Xetrov90002701mgName=tbx3]TBX3_HUMANTBX3_HUMANQ	Chr01	133332477	133332477	3.211248651	1.423460572	0.020666309	1.402794263	1.413127418	0.000103259	0.967466274	0.003274961	0.000107035	0.000539448	1	0.018252922	0.00057004	2.408768562	3.592949865	3.64446826	3.646039342	3.757801037	1.749983049	2.492736358
TRINITY_DN115233_c9_g1_i1	ID=Xetrov90002754mgName=c5orf30]CE030_XENTRCE030_XENTRQ	Chr01	137228297	137228297	0.638336056	0.124365595	-0.24972436	0.374089955	0.249227775	0.817694658	0.739855462	0.616075822	0.642635045	0.861158212	1	0.732227037	0.714944635	1.080835315	0.219272068	0.625246111	0.894292087	1.006058031	0.688702006	-0.702553239
TRINITY_DN115246_c0_g1_i2	ID=Xetrov90002213mgName=spata6l]SPA6L_HUMANSPA6L_HUMANQ	Chr01	115095231	115095231	1.278702678	0.121412446	-0.568101498	0.689513945	0.405463195	0.808245013	0.406574267	0.3106066	0.415521532	0.853469453	1	0.464150973	0.50782932	1.582921088	0.463963981	1.781158801	1.789826246	1.130621387	1.157911079	0.340873884
TRINITY_DN115302_c0_g1_i2	ID=Xetrov90000428mgName=lrpap1]AMRP_RATAMRP_RATQ	Chr01	15735464	15735464	5.950784914	-0.674218734	-0.17793696	-0.496281774	-0.585250254	0.016979979	0.651624891	0.225690487	0.039054757	0.04109749	1	0.373407679	0.078502616	6.544732091	5.395209926	5.805573249	5.779337604	5.573284192	5.864552876	6.335353279
TRINITY_DN115305_c2_g1_i4	ID=Xetrov90001758mgName=dctn6]DCTN6_XENTRDCTN6_XENTRQ	Chr01	90311373	90311373	5.046197084	-0.019505609	0.319954336	-0.339459945	-0.179482777	0.940689066	0.39797603	0.370102777	0.4945597	0.955887205	1	0.522820833	0.582648459	5.075213589	5.239576875	4.988630016	4.759577392	4.995135779	5.184613191	5.031189522
TRINITY_DN115337_c5_g1_i4	ID=Xetrov90000973mgName=ucp1]UCP2_CYPCAUCP2_CYPCAQ	Chr01	51073395	51073395	1.685423873	1.755080215	1.820709565	-0.06562935	0.844725432	0.00124914	0.030820641	0.931763415	0.116468224	0.004782123	1	0.95781745	0.185074731	-0.60790192	2.694196014	1.744967541	0.643930107	2.676128379	1.500540593	0.486897952
TRINITY_DN115344_c9_g1_i2	ID=Xetrov90003475mgName=glrx]GLRX1_HUMANGLRX1_HUMANQ	Chr01	172667785	172667785	5.193124432	0.066300331	0.338691895	-0.272391564	-0.103045616	0.837359077	0.467842244	0.557653562	0.750008191	0.876280644	1	0.685208067	0.806625069	5.412544124	5.392748956	5.53388803	4.92761407	4.75693917	5.473896071	4.536738944
TRINITY_DN115368_c0_g1_i2	ID=Xetrov90002096mgName=slc24a2]NCKX2_HUMANNCKX2_HUMANQ	Chr01	106948246	106948246	3.115309765	1.164503636	-0.213698595	1.378202231	1.271352934	0.005140493	0.708607199	0.011356558	0.00218556	0.015682809	1	0.047326132	0.007757102	2.664857957	2.64541337	3.627174311	3.67642942	3.854901859	2.267891277	1.885500032
TRINITY_DN115423_c5_g2_i12	ID=Xetrov90003012mgName=gnb1l]GNB1L_MOUSEGNB1L_MOUSEQ	Chr01	146232743	146232743	2.553905067	-1.746640286	-0.008608082	-1.738032204	-1.742336245	8.41E-06	0.987523277	0.003855877	1.37E-05	5.50E-05	1	0.02082409	8.81E-05	3.405065741	1.681836102	1.451302753	1.562832256	1.524948751	3.491372969	2.884052197
TRINITY_DN115438_c5_g1_i1	ID=Xetrov90000609mgName=nsun7]NSUN7_HUMANNSUN7_HUMANQ	Chr01	27448767	27448767	1.745869933	0.01724162	-0.213808332	0.231049952	0.124145786	0.976486473	0.793879634	0.777263346	0.831712321	0.982965979	1	0.855272779	0.871561339	1.857855554	0.174128524	2.163526663	1.930954354	2.088899483	2.312003808	0.234608015
TRINITY_DN115448_c3_g1_i5	ID=Xetrov90003040mgName=LOC548788]R113A_HUMANR113A_HUMANQ	Chr01	147967898	147967898	4.826299044	-1.308737589	0.176782893	-1.485520482	-1.397129035	7.17E-06	0.668146385	0.000865058	2.65E-06	4.74E-05	1	0.006313694	1.95E-05	5.529522758	3.724022667	4.087197336	3.957852306	4.49020695	5.25005268	5.524578615
TRINITY_DN115477_c1_g3_i2	ID=Xetrov90000205mgName=Xetrov90000205mg]KV404_HUMANKV404_HUMANQ	Chr01	5466855	5466855	0.488749383	0.808571747	-0.361101392	1.169673138	0.989122443	0.290902724	0.730808702	0.248845057	0.194635045	0.382677282	1	0.398709014	0.278172608	-2.298155218	-0.850823475	-0.047333042	1.067357633	1.774463688	-0.141024626	0.816537782
TRINITY_DN115482_c0_g3_i3	ID=Xetrov90001775mgName=mrpl1]RM01_BOVINRM01_BOVINQ	Chr01	91224097	91224097	6.610407435	-2.555173882	0.168641035	-2.723814917	-2.639494399	4.30E-18	0.672917064	7.13E-09	1.76E-17	1.27E-16	1	2.56E-07	5.99E-16	7.694324778	5.115223336	4.997309585	4.822831898	4.848665261	7.425172544	7.500599711
TRINITY_DN115485_c2_g5_i2	ID=Xetrov90002794mgName=gltp]GLTPA_XENLAGLTPA_XENLAQ	Chr01	138816845	138816845	2.788876269	-1.112730221	1.693229706	-2.805959927	-1.959345074	0.00509163	0.00772601	3.31E-05	3.75E-06	0.015571366	1	0.000424223	2.68E-05	3.877135329	2.488311474	2.361764223	0.643930107	2.026134279	3.240591922	2.956881364
TRINITY_DN115493_c0_g1_i1	ID=Xetrov90000827mgName=klhl2]KLHL2_HUMANKLHL2_HUMANQ	Chr01	42086166	42086166	4.160739996	-1.960134663	-0.318978041	-1.641156623	-1.800645643	8.75E-10	0.461923478	0.00069435	3.26E-08	1.06E-08	1	0.005286066	3.34E-07	4.607583015	2.94993626	3.158511541	3.296348752	2.801355298	5.129332477	5.010205655
TRINITY_DN115496_c1_g1_i3	ID=Xetrov90002923mgName=sirt4]SIR4_MOUSESIR4_MOUSEQ	Chr01	144350512	144350512	2.225461035	0.056905634	0.084701106	-0.027795472	0.014555081	0.879924397	0.87470031	0.95853063	0.96917867	0.910366974	1	0.974661474	0.977446886	2.062860981	2.441454607	2.210730507	2.177521017	2.113260433	2.431080076	2.089807568
TRINITY_DN115580_c1_g1_i2	ID=Xetrov90003328mgName=LOC101732630]TSP4_XENLATSP4_XENLAQ	Chr01	163694682	163694682	5.801351947	0.806089897	-0.47271407	1.278803967	1.042446932	0.022974672	0.329800937	0.006300234	0.003260485	0.052288052	1	0.030415119	0.010803183	5.522433651	6.519716569	5.952655824	6.471505992	5.255314549	5.347889276	4.53113803
TRINITY_DN115580_c1_g2_i1	ID=Xetrov90001706mgName=comp]COMP_MOUSECOMP_MOUSEQ	Chr01	87999172	87999172	4.64765331	0.56111865	-0.498122249	1.059240899	0.810179774	0.07918959	0.255346304	0.013111824	0.01113786	0.137245131	1	0.052591564	0.029129851	4.471877067	4.94426433	4.746999309	5.264131664	4.586880334	4.463073778	3.480205778
TRINITY_DN115593_c1_g1_i3	ID=Xetrov90000975mgName=mgat4a]MGT4B_DANREMGT4B_DANREQ	Chr01	51145888	51145888	2.277857468	-2.188942836	-0.932014063	-1.256928773	-1.722935805	7.85E-07	0.109909034	0.050989833	0.000101649	6.14E-06	1	0.137001289	0.00054406	2.545599552	0.263045776	1.233508817	1.802128772	0.979800737	3.085851609	3.387160255
TRINITY_DN115594_c0_g1_i7	ID=Xetrov90000376mgName=rnf4]RNF4_MOUSERNF4_MOUSEQ	Chr01	11979280	11979280	4.899436272	-2.190807861	0.387632107	-2.578439968	-2.384623915	1.75E-13	0.353433337	6.51E-08	2.11E-14	3.30E-12	1	1.86E-06	5.04E-13	5.657272836	3.223577388	3.510756605	3.197362409	3.928821885	5.643169697	5.981574563
TRINITY_DN115619_c8_g1_i3	ID=Xetrov90002305mgName=mrps18c]RT18C_BOVINRT18C_BOVINQ	Chr01	121827523	121827523	3.1445796	-0.218663235	0.231330567	-0.449993802	-0.334328519	0.540687289	0.65291736	0.386754922	0.351555909	0.625878632	1	0.537874812	0.444754714	3.066842051	3.283255065	3.077153751	2.845753727	2.831034396	3.523888714	3.250688682
TRINITY_DN115656_c1_g1_i1	ID=Xetrov90003383mgName=tnpo1]TNPO1_HUMANTNPO1_HUMANQ	Chr01	166828267	166828267	3.54828816	-1.205001827	-0.00687439	-1.198127437	-1.201564632	0.000297506	0.988296502	0.016682043	0.000370591	0.001384589	1	0.062749831	0.001686311	4.100909546	2.824076973	2.899228548	2.915359285	2.997326854	3.897164904	4.298733557
TRINITY_DN115741_c4_g5_i2	ID=Xetrov90001472mgName=polr2e]RPAB1_RATRPAB1_RATQ	Chr01	81249350	81249350	5.547624081	-1.329607518	0.288156329	-1.617763846	-1.473685682	2.29E-07	0.430329104	4.50E-05	2.12E-08	1.95E-06	1	0.000549659	2.25E-07	6.225336651	4.927360074	4.873915209	4.562140959	4.741393701	6.197918877	6.107818418
TRINITY_DN115761_c6_g2_i3	ID=Xetrov90001839mgName=tstd2]TSTD2_PONABTSTD2_PONABQ	Chr01	95169014	95169014	3.383020758	-3.595079572	-0.031516266	-3.563563305	-3.579321438	2.19E-21	0.951038551	4.77E-09	6.64E-19	8.81E-20	1	1.77E-07	2.63E-17	4.341890917	0.99204645	0.683772872	0.917095153	0.979800737	4.4714336	4.518455902
TRINITY_DN115809_c2_g2_i4	ID=Xetrov90001454mgName=dazap1]DAZP1_XENLADAZP1_XENLAQ	Chr01	80534503	80534503	5.758145041	0.129479741	0.019530173	0.109949568	0.119714654	0.60961468	0.956626131	0.757702744	0.636547268	0.687291868	1	0.841027442	0.709534113	5.825432246	5.7727394	5.871052729	5.795580257	5.799365048	5.565901944	5.65390212
TRINITY_DN115825_c6_g1_i1	ID=Xetrov90002665mgName=gatsl3]GATL3_RATGATL3_RATQ	Chr01	131983209	131983209	3.171197197	-1.843525729	0.430379632	-2.273905361	-2.058715545	2.04E-07	0.399679733	5.70E-05	2.44E-08	1.75E-06	1	0.000666755	2.55E-07	3.949395702	2.099046817	2.183946288	1.700639536	2.088899483	3.925837397	3.995363377
TRINITY_DN115834_c1_g6_i2	ID=Xetrov90000594mgName=Xetrov90000594mg]SIM14_BOVINSIM14_BOVINQ	Chr01	27050817	27050817	3.171821519	1.53069608	0.500117611	1.03057847	1.280637275	5.55E-05	0.353996126	0.039800908	0.000666449	0.000307593	1	0.1158849	0.002813782	2.55180251	3.900692342	3.663982214	3.234148034	3.615827082	2.280633089	1.667971409
TRINITY_DN115876_c2_g3_i2	ID=Xetrov90000655mgName=ociad1]OCAD1_XENTROCAD1_XENTRQ	Chr01	29964939	29964939	5.701578351	-0.116358868	0.151556272	-0.26791514	-0.192137004	0.648248989	0.677384836	0.464902738	0.452131485	0.720238167	1	0.608198567	0.542573132	5.708144838	5.666731005	5.819235439	5.519220052	5.508177989	5.847526287	5.801367073
TRINITY_DN115896_c0_g1_i1	ID=Xetrov90001900mgName=rnf38]RNF38_HUMANRNF38_HUMANQ	Chr01	97731465	97731465	2.631501368	-4.048285382	0.359977146	-4.408262528	-4.228273955	1.61E-17	0.594008621	2.76E-08	3.61E-16	4.53E-16	1	8.70E-07	1.06E-14	4.10934537	-0.594969662	-0.112241567	-0.568692904	-0.061974088	3.05280731	3.849973234
TRINITY_DN115918_c5_g1_i2	ID=Xetrov90002134mgName=mob3b]MOB3B_MOUSEMOB3B_MOUSEQ	Chr01	110157642	110157642	3.381408411	-2.664913283	-0.606016393	-2.05889689	-2.361905086	2.60E-13	0.207077337	0.000182107	2.17E-10	4.79E-12	1	0.001770335	3.13E-09	4.483280772	1.581678908	1.484607268	2.242156743	1.848887288	4.162799167	4.201589244
