gid	dnds	dn	ds	chr	bias
TRINITY_DN120061_c10_g2_i2	0.0299	0.0554	1.8558	Chr02	unbias
TRINITY_DN117726_c5_g1_i1	0.0482	0.0894	1.8558	Chr02	unbias
TRINITY_DN138567_c8_g1_i4	0.091	0.1689	1.8561	Chr02	unbias
TRINITY_DN135904_c3_g1_i7	0.083	0.154	1.8565	Chr02	unbias
TRINITY_DN115358_c5_g3_i2	0.0445	0.0826	1.857	Chr02	unbias
TRINITY_DN139845_c0_g2_i1	0.0823	0.1529	1.857	Chr02	unbias
TRINITY_DN127026_c3_g1_i1	0.1512	0.2809	1.8571	Chr02	unbias
TRINITY_DN111719_c0_g1_i1	0.0907	0.1685	1.8572	Chr02	unbias
TRINITY_DN116879_c7_g1_i3	0.0546	0.1014	1.8581	Chr02	unbias
TRINITY_DN117307_c0_g1_i1	0.0347	0.0645	1.8599	Chr02	unbias
TRINITY_DN114587_c0_g1_i3	0.1131	0.2104	1.8603	Chr02	unbias
TRINITY_DN116404_c0_g1_i3	0.0275	0.0512	1.8606	Chr02	unbias
TRINITY_DN134204_c0_g1_i3	0.0579	0.1077	1.8607	Chr02	unbias
TRINITY_DN131887_c7_g1_i1	0.0177	0.0329	1.862	Chr02	unbias
TRINITY_DN141325_c0_g1_i4	0.1699	0.3165	1.8628	Chr02	unbias
TRINITY_DN121081_c7_g2_i6	0.0577	0.1075	1.8629	Chr02	unbias
TRINITY_DN126241_c2_g1_i2	0.0953	0.1776	1.8633	Chr02	unbias
TRINITY_DN132783_c0_g2_i1	0.0411	0.0766	1.8636	Chr02	unbias
TRINITY_DN142549_c2_g1_i2	0.0597	0.1113	1.8636	Chr02	unbias
TRINITY_DN137034_c3_g1_i3	0.0991	0.1847	1.8644	Chr02	unbias
TRINITY_DN120915_c2_g2_i1	0.0414	0.0772	1.8649	Chr02	unbias
TRINITY_DN125667_c2_g1_i2	0.0857	0.1599	1.8649	Chr02	unbias
TRINITY_DN133877_c0_g1_i1	0.0202	0.0377	1.8652	Chr02	unbias
TRINITY_DN135751_c2_g1_i14	0.0536	0.0999	1.8653	Chr02	unbias
TRINITY_DN119707_c2_g2_i1	0.0625	0.1167	1.8656	Chr02	unbias
TRINITY_DN133732_c0_g2_i2	0.0812	0.1514	1.8659	Chr02	unbias
TRINITY_DN128685_c0_g1_i1	0.0525	0.0979	1.8662	Chr02	unbias
TRINITY_DN140617_c0_g1_i5	0.0375	0.07	1.8673	Chr02	unbias
TRINITY_DN131347_c0_g1_i1	0.0474	0.0885	1.8673	Chr02	unbias
TRINITY_DN129011_c5_g1_i4	0.1137	0.2124	1.8673	Chr02	unbias
TRINITY_DN137756_c4_g1_i1	0.0826	0.1543	1.868	Chr02	unbias
TRINITY_DN143470_c6_g1_i4	0.0311	0.0582	1.8681	Chr02	unbias
TRINITY_DN143478_c0_g1_i5	0.0438	0.0818	1.8682	Chr02	unbias
TRINITY_DN132750_c1_g1_i2	0.1156	0.2159	1.8682	Chr02	unbias
TRINITY_DN133426_c0_g1_i3	0.0561	0.1048	1.8685	Chr02	unbias
TRINITY_DN133451_c8_g1_i1	0.0496	0.0927	1.8692	Chr02	unbias
TRINITY_DN134512_c1_g1_i4	0.0841	0.1572	1.8692	Chr02	unbias
TRINITY_DN125585_c4_g1_i2	0.0905	0.1692	1.8694	Chr02	unbias
TRINITY_DN123843_c7_g2_i1	0.0381	0.0712	1.8695	Chr02	unbias
TRINITY_DN124421_c4_g5_i2	0.1412	0.264	1.8703	Chr02	unbias
TRINITY_DN126522_c7_g1_i4	0.0085	0.0158	1.8712	Chr02	unbias
TRINITY_DN134229_c0_g1_i2	0.0091	0.017	1.8714	Chr02	unbias
TRINITY_DN138952_c2_g2_i11	0.0302	0.0564	1.8715	Chr02	unbias
TRINITY_DN143122_c2_g1_i2	0.0504	0.0944	1.8718	Chr02	unbias
TRINITY_DN139341_c1_g1_i4	0.3686	0.69	1.872	Chr02	unbias
TRINITY_DN136242_c1_g2_i1	0.0412	0.0772	1.8735	Chr02	unbias
TRINITY_DN138089_c1_g2_i1	0.0113	0.0212	1.8737	Chr02	unbias
TRINITY_DN135004_c2_g1_i2	0.0451	0.0845	1.8742	Chr02	unbias
TRINITY_DN144063_c3_g1_i1	0.0023	0.0043	1.8757	Chr02	unbias
TRINITY_DN126959_c2_g1_i2	0.0838	0.1572	1.8762	Chr02	unbias
TRINITY_DN143994_c0_g1_i1	0.0685	0.1286	1.8775	Chr02	unbias
TRINITY_DN111718_c0_g1_i1	0.0599	0.1124	1.8777	Chr02	unbias
TRINITY_DN136293_c7_g1_i15	0.0434	0.0815	1.8784	Chr02	unbias
TRINITY_DN137649_c2_g2_i1	0.102	0.1916	1.8786	Chr02	unbias
TRINITY_DN143604_c2_g1_i10	0.0657	0.1235	1.8789	Chr02	unbias
TRINITY_DN135429_c4_g1_i1	0.1006	0.1892	1.8797	Chr02	unbias
TRINITY_DN127096_c7_g1_i1	0.0443	0.0833	1.8799	Chr02	unbias
TRINITY_DN122985_c3_g1_i1	0.0894	0.1681	1.8801	Chr02	unbias
TRINITY_DN130166_c0_g1_i4	0.0613	0.1154	1.8809	Chr02	unbias
TRINITY_DN128340_c0_g2_i2	0.1271	0.2392	1.8814	Chr02	unbias
TRINITY_DN116077_c1_g2_i1	0.1626	0.3059	1.882	Chr02	unbias
TRINITY_DN125519_c2_g1_i1	0.0282	0.053	1.8824	Chr02	unbias
TRINITY_DN143178_c3_g2_i4	0.0447	0.0841	1.8824	Chr02	unbias
TRINITY_DN141340_c5_g1_i5	0.0799	0.1505	1.883	Chr02	unbias
TRINITY_DN125353_c0_g1_i10	0.3628	0.6833	1.8833	Chr02	unbias
TRINITY_DN103578_c0_g1_i1	0.5629	1.0602	1.8835	Chr02	unbias
TRINITY_DN130068_c2_g1_i1	0.0767	0.1446	1.8842	Chr02	unbias
TRINITY_DN138369_c0_g1_i1	0.11	0.2072	1.8844	Chr02	unbias
TRINITY_DN121807_c4_g4_i1	0.1668	0.3143	1.8844	Chr02	unbias
TRINITY_DN137063_c0_g1_i1	0.1184	0.2231	1.885	Chr02	unbias
TRINITY_DN140433_c8_g1_i3	0.0145	0.0274	1.8853	Chr02	unbias
TRINITY_DN138336_c2_g5_i1	0.0832	0.157	1.8862	Chr02	unbias
TRINITY_DN121640_c9_g1_i10	0.1041	0.1965	1.8884	Chr02	unbias
TRINITY_DN112529_c0_g1_i5	0.0496	0.0937	1.8885	Chr02	unbias
TRINITY_DN119586_c1_g1_i14	0.0518	0.0979	1.8885	Chr02	unbias
TRINITY_DN143414_c4_g1_i3	0.1537	0.2903	1.8893	Chr02	unbias
TRINITY_DN130748_c5_g6_i1	0.0659	0.1245	1.8895	Chr02	unbias
TRINITY_DN130001_c0_g1_i1	0.0934	0.1764	1.8898	Chr02	unbias
TRINITY_DN122147_c1_g1_i3	0.0734	0.1387	1.8907	Chr02	unbias
TRINITY_DN134498_c3_g1_i1	0.1086	0.2055	1.8919	Chr02	unbias
TRINITY_DN120446_c7_g1_i7	0.1021	0.1935	1.895	Chr02	unbias
TRINITY_DN127536_c1_g1_i3	0.0486	0.0921	1.8955	Chr02	unbias
TRINITY_DN130917_c0_g3_i2	0.0205	0.0389	1.8957	Chr02	unbias
TRINITY_DN127373_c3_g1_i2	0.0409	0.0775	1.896	Chr02	unbias
TRINITY_DN119963_c3_g1_i1	0.2408	0.4566	1.8964	Chr02	unbias
TRINITY_DN130872_c0_g1_i1	0.0539	0.1023	1.8966	Chr02	unbias
TRINITY_DN119249_c4_g2_i1	0.017	0.0322	1.8967	Chr02	unbias
TRINITY_DN122298_c1_g2_i4	0.0309	0.0587	1.897	Chr02	unbias
TRINITY_DN129441_c2_g2_i3	0.0581	0.1102	1.8974	Chr02	unbias
TRINITY_DN135369_c0_g1_i6	0.0631	0.1197	1.8979	Chr02	unbias
TRINITY_DN137739_c0_g1_i1	0.1027	0.1948	1.8981	Chr02	unbias
TRINITY_DN133671_c1_g1_i1	0.0419	0.0795	1.8985	Chr02	unbias
TRINITY_DN141429_c1_g2_i1	0.0866	0.1645	1.8985	Chr02	unbias
TRINITY_DN115337_c5_g1_i4	0.0293	0.0557	1.8988	Chr02	unbias
TRINITY_DN132197_c0_g1_i1	0.1025	0.1946	1.8997	Chr02	unbias
TRINITY_DN124160_c1_g1_i4	0.0642	0.122	1.9	Chr02	unbias
TRINITY_DN120372_c0_g1_i2	0.0645	0.1225	1.9005	Chr02	unbias
TRINITY_DN126839_c6_g1_i2	0.1148	0.2182	1.9009	Chr02	unbias
TRINITY_DN133261_c3_g2_i1	0.0746	0.142	1.902	Chr02	unbias
TRINITY_DN143717_c7_g2_i1	0.032	0.0608	1.9025	Chr02	unbias
TRINITY_DN130893_c1_g1_i9	0.089	0.1693	1.9029	Chr02	unbias
TRINITY_DN116095_c3_g1_i1	0.1325	0.2521	1.9029	Chr02	unbias
TRINITY_DN117121_c1_g1_i2	0.0257	0.0489	1.9036	Chr02	unbias
TRINITY_DN140451_c2_g1_i1	0.0551	0.1049	1.9038	Chr02	unbias
TRINITY_DN119999_c4_g2_i4	0.0452	0.086	1.9042	Chr02	unbias
TRINITY_DN135846_c0_g1_i1	0.3438	0.655	1.9055	Chr02	unbias
TRINITY_DN130284_c0_g2_i1	0.0788	0.1501	1.9062	Chr02	unbias
TRINITY_DN125598_c0_g1_i2	0.0956	0.1822	1.9067	Chr02	unbias
TRINITY_DN122275_c3_g3_i1	0.1752	0.3343	1.9083	Chr02	unbias
TRINITY_DN122711_c0_g1_i1	0.0346	0.066	1.9089	Chr02	unbias
TRINITY_DN124172_c0_g1_i2	0.0751	0.1434	1.9105	Chr02	unbias
TRINITY_DN135647_c0_g1_i5	0.061	0.1165	1.9115	Chr02	unbias
TRINITY_DN130253_c5_g1_i4	0.0116	0.0222	1.9123	Chr02	unbias
TRINITY_DN123392_c7_g2_i1	0.0233	0.0446	1.9126	Chr02	unbias
TRINITY_DN120618_c1_g1_i1	0.1274	0.2437	1.9131	Chr02	unbias
TRINITY_DN115473_c5_g2_i2	0.008	0.0152	1.9137	Chr02	unbias
TRINITY_DN132378_c2_g1_i9	0.032	0.0613	1.9138	Chr02	unbias
TRINITY_DN134117_c0_g2_i3	0.157	0.3007	1.915	Chr02	unbias
TRINITY_DN123052_c3_g1_i1	0.0434	0.0832	1.9156	Chr02	unbias
TRINITY_DN135799_c0_g1_i2	0.1362	0.2609	1.9158	Chr02	unbias
TRINITY_DN130546_c4_g1_i2	0.0334	0.064	1.9161	Chr02	unbias
TRINITY_DN129269_c5_g2_i2	0.0579	0.111	1.9168	Chr02	unbias
TRINITY_DN120872_c1_g1_i4	0.0599	0.1149	1.9174	Chr02	unbias
TRINITY_DN114371_c2_g4_i2	0.0189	0.0363	1.9175	Chr02	unbias
TRINITY_DN114792_c1_g1_i1	0.2207	0.4232	1.9177	Chr02	unbias
TRINITY_DN133508_c4_g1_i4	0.0625	0.1198	1.9181	Chr02	unbias
TRINITY_DN133111_c0_g1_i10	0.06	0.1151	1.9194	Chr02	unbias
TRINITY_DN138231_c4_g1_i3	0.1183	0.2272	1.9203	Chr02	unbias
TRINITY_DN129520_c2_g2_i2	0.1152	0.2213	1.9204	Chr02	unbias
TRINITY_DN135255_c1_g4_i1	0.0848	0.1629	1.9216	Chr02	unbias
TRINITY_DN134837_c1_g2_i1	0.0709	0.1362	1.9218	Chr02	unbias
TRINITY_DN136921_c0_g1_i1	0.1155	0.222	1.9223	Chr02	unbias
TRINITY_DN138525_c0_g1_i1	0.1436	0.2763	1.9234	Chr02	unbias
TRINITY_DN134666_c5_g1_i1	0.116	0.2232	1.9237	Chr02	unbias
TRINITY_DN135137_c0_g1_i2	0.0296	0.057	1.924	Chr02	unbias
TRINITY_DN138224_c7_g2_i1	0.1223	0.2353	1.9244	Chr02	unbias
TRINITY_DN122961_c5_g2_i1	0.2613	0.5032	1.9254	Chr02	unbias
TRINITY_DN143791_c1_g1_i1	0.0551	0.1061	1.9257	Chr02	unbias
TRINITY_DN141808_c1_g1_i3	0.0531	0.1024	1.9263	Chr02	unbias
TRINITY_DN133818_c6_g2_i2	0.0367	0.0707	1.9273	Chr02	unbias
TRINITY_DN131154_c1_g1_i6	0.0027	0.0051	1.9284	auto	unbias
TRINITY_DN143172_c4_g1_i2	0.0444	0.0856	1.929	auto	unbias
TRINITY_DN126630_c2_g1_i4	0.0282	0.0544	1.9295	auto	unbias
TRINITY_DN113865_c7_g1_i3	0.0565	0.109	1.9299	auto	unbias
TRINITY_DN130032_c1_g1_i1	0.0857	0.1654	1.9299	auto	unbias
TRINITY_DN132622_c2_g2_i4	0.0309	0.0597	1.9305	auto	unbias
TRINITY_DN133483_c4_g1_i1	0.0622	0.1201	1.9329	auto	unbias
TRINITY_DN126357_c1_g2_i1	0.0291	0.0564	1.9339	auto	unbias
TRINITY_DN137346_c1_g3_i2	0.0893	0.1727	1.9339	auto	unbias
TRINITY_DN129341_c1_g1_i1	0.0561	0.1086	1.9341	auto	unbias
TRINITY_DN129583_c0_g2_i2	0.0495	0.0957	1.9345	auto	unbias
TRINITY_DN118476_c4_g2_i4	0.0195	0.0378	1.9346	auto	unbias
TRINITY_DN118547_c2_g1_i1	0.0725	0.1402	1.9347	auto	unbias
TRINITY_DN133268_c2_g1_i6	0.006	0.0115	1.9351	auto	unbias
TRINITY_DN124848_c2_g1_i5	0.096	0.1858	1.9353	auto	unbias
TRINITY_DN123919_c3_g1_i1	0.0309	0.0598	1.9358	auto	unbias
TRINITY_DN120776_c1_g6_i2	0.1199	0.2321	1.9362	auto	unbias
TRINITY_DN114311_c4_g2_i2	0.1779	0.3445	1.9366	auto	unbias
TRINITY_DN139032_c6_g2_i1	0.0975	0.189	1.9377	auto	unbias
TRINITY_DN130374_c6_g1_i2	0.0699	0.1355	1.9379	auto	unbias
TRINITY_DN143947_c5_g1_i1	0.0545	0.1058	1.9396	auto	unbias
TRINITY_DN127011_c7_g1_i2	0.0761	0.1477	1.9409	auto	unbias
TRINITY_DN142315_c1_g1_i1	0.0142	0.0277	1.941	auto	unbias
TRINITY_DN134343_c1_g2_i3	0.048	0.0933	1.941	auto	unbias
TRINITY_DN120964_c0_g2_i5	0.0643	0.1249	1.9418	auto	unbias
TRINITY_DN132917_c4_g1_i2	0.002	0.0039	1.9424	auto	unbias
TRINITY_DN110177_c0_g1_i1	0.2547	0.4952	1.9441	auto	unbias
TRINITY_DN115451_c0_g1_i1	0.0394	0.0767	1.9445	auto	unbias
TRINITY_DN116088_c5_g2_i2	0.1419	0.2758	1.9445	auto	unbias
TRINITY_DN130767_c2_g2_i3	0.0042	0.0081	1.9449	auto	unbias
TRINITY_DN138370_c1_g1_i1	0.0636	0.1238	1.9453	auto	unbias
TRINITY_DN131725_c0_g1_i8	0.0671	0.1306	1.9453	auto	unbias
TRINITY_DN132557_c6_g2_i1	0.0072	0.0139	1.9454	auto	unbias
TRINITY_DN117929_c4_g1_i6	0.0256	0.0499	1.9475	auto	unbias
TRINITY_DN131684_c1_g1_i2	0.0383	0.0746	1.9476	auto	unbias
TRINITY_DN143458_c0_g1_i1	0.0407	0.0793	1.9479	auto	unbias
TRINITY_DN121988_c4_g1_i1	0.0519	0.1011	1.9481	auto	unbias
TRINITY_DN118600_c0_g1_i2	0.1425	0.2775	1.9482	auto	unbias
TRINITY_DN131847_c1_g6_i1	0.0483	0.0941	1.949	auto	unbias
TRINITY_DN114909_c0_g1_i4	0.0599	0.1168	1.949	auto	unbias
TRINITY_DN128110_c0_g2_i1	0.1043	0.2034	1.9498	auto	unbias
TRINITY_DN126435_c0_g1_i2	0.001	0.002	1.9501	auto	unbias
TRINITY_DN116227_c0_g2_i1	0.0464	0.0906	1.9508	auto	unbias
TRINITY_DN136199_c1_g1_i1	0.14	0.2732	1.9518	auto	unbias
TRINITY_DN134662_c0_g1_i3	0.114	0.2226	1.9526	auto	unbias
TRINITY_DN133605_c0_g1_i7	0.0787	0.1538	1.953	auto	unbias
TRINITY_DN120715_c3_g1_i1	0.1701	0.3324	1.9538	auto	unbias
TRINITY_DN119623_c4_g1_i1	0.0721	0.141	1.9543	auto	unbias
TRINITY_DN130695_c0_g1_i3	0.0425	0.0831	1.9548	auto	unbias
TRINITY_DN137451_c3_g1_i1	0.0284	0.0556	1.9555	auto	unbias
TRINITY_DN123551_c2_g2_i4	0.0637	0.1245	1.9562	auto	unbias
TRINITY_DN115430_c4_g1_i1	0.0347	0.0678	1.9563	auto	unbias
TRINITY_DN138149_c2_g1_i2	0.0556	0.1088	1.9567	auto	unbias
TRINITY_DN128482_c1_g3_i2	0.0977	0.1912	1.957	auto	unbias
TRINITY_DN142391_c1_g2_i1	0.0558	0.1092	1.9572	auto	unbias
TRINITY_DN130529_c2_g1_i1	0.2264	0.4433	1.9578	auto	unbias
TRINITY_DN126332_c3_g1_i2	0.0716	0.1403	1.9581	auto	unbias
TRINITY_DN72093_c0_g1_i2	0.056	0.1096	1.9583	auto	unbias
TRINITY_DN140419_c0_g1_i5	0.0458	0.0897	1.9585	auto	unbias
TRINITY_DN114549_c0_g1_i1	0.0564	0.1105	1.9586	auto	unbias
TRINITY_DN117656_c0_g1_i5	0.0092	0.018	1.9588	auto	unbias
TRINITY_DN141309_c0_g2_i1	0.0379	0.0743	1.959	auto	unbias
TRINITY_DN121828_c3_g1_i1	0.0509	0.0997	1.9594	auto	unbias
TRINITY_DN135704_c2_g1_i1	0.0126	0.0247	1.9598	auto	unbias
TRINITY_DN124215_c5_g1_i1	0.0943	0.1848	1.9607	auto	unbias
TRINITY_DN130980_c1_g2_i2	0.0124	0.0244	1.9609	auto	unbias
TRINITY_DN132790_c1_g1_i2	0.1157	0.227	1.9614	auto	unbias
TRINITY_DN143689_c1_g1_i1	0.0358	0.0701	1.9615	auto	unbias
TRINITY_DN136783_c1_g1_i4	0.0236	0.0463	1.9622	auto	unbias
TRINITY_DN131677_c2_g1_i2	0.0433	0.0851	1.9629	auto	unbias
TRINITY_DN121795_c4_g1_i2	0.0357	0.0701	1.9636	auto	unbias
TRINITY_DN114653_c3_g1_i9	0.0531	0.1043	1.9639	auto	unbias
TRINITY_DN120479_c2_g2_i2	0.1672	0.3285	1.9643	auto	unbias
TRINITY_DN137863_c4_g1_i1	0.164	0.3222	1.9644	auto	unbias
TRINITY_DN127553_c0_g1_i2	0.0379	0.0744	1.9645	auto	unbias
TRINITY_DN141037_c2_g1_i5	0.1354	0.266	1.9645	auto	unbias
TRINITY_DN120783_c0_g2_i1	0.1466	0.2882	1.9653	auto	unbias
TRINITY_DN144156_c2_g1_i1	0.0767	0.1508	1.9655	auto	unbias
TRINITY_DN121191_c2_g1_i2	0.0515	0.1012	1.9658	auto	unbias
TRINITY_DN137501_c2_g2_i2	0.1399	0.275	1.9658	auto	unbias
TRINITY_DN136797_c0_g1_i1	0.0626	0.123	1.9666	auto	unbias
TRINITY_DN134227_c4_g1_i5	0.0213	0.0418	1.9668	auto	unbias
TRINITY_DN119972_c4_g4_i1	0.0607	0.1194	1.967	auto	unbias
TRINITY_DN138884_c0_g1_i4	0.0942	0.1854	1.9679	auto	unbias
TRINITY_DN140306_c7_g1_i5	0.0354	0.0697	1.9682	auto	unbias
TRINITY_DN135752_c2_g1_i2	0.016	0.0315	1.9685	auto	unbias
TRINITY_DN141669_c0_g1_i4	0.1196	0.2354	1.9685	auto	unbias
TRINITY_DN134046_c4_g1_i1	0.038	0.0749	1.9701	auto	unbias
TRINITY_DN138858_c2_g1_i2	0.0376	0.0742	1.9713	auto	unbias
TRINITY_DN126707_c1_g1_i1	0.0506	0.0997	1.9714	auto	unbias
TRINITY_DN138945_c8_g1_i1	0.0795	0.1567	1.9715	auto	unbias
TRINITY_DN139498_c0_g1_i1	0.1702	0.3355	1.9716	auto	unbias
TRINITY_DN127380_c2_g1_i1	0.0865	0.1706	1.972	auto	unbias
TRINITY_DN136746_c5_g1_i2	0.0577	0.114	1.9743	auto	unbias
TRINITY_DN136963_c2_g1_i2	0.0264	0.0521	1.9744	auto	unbias
TRINITY_DN140334_c8_g4_i1	0.1524	0.301	1.9746	auto	unbias
TRINITY_DN124504_c0_g1_i2	0.0101	0.02	1.9763	auto	unbias
TRINITY_DN117273_c1_g2_i2	0.084	0.1661	1.9765	auto	unbias
TRINITY_DN118149_c1_g2_i2	0.0082	0.0163	1.9775	auto	unbias
TRINITY_DN140636_c2_g1_i1	0.0135	0.0267	1.9802	auto	unbias
TRINITY_DN123042_c2_g1_i2	0.052	0.1031	1.9807	auto	unbias
TRINITY_DN119952_c0_g1_i4	0.0262	0.0519	1.9808	auto	unbias
TRINITY_DN137235_c5_g2_i1	0.0987	0.1957	1.9819	auto	unbias
TRINITY_DN124017_c3_g1_i6	0.0338	0.0671	1.9823	auto	unbias
TRINITY_DN127932_c1_g1_i1	0.1491	0.2957	1.9831	auto	unbias
TRINITY_DN113579_c0_g1_i2	0.0671	0.1332	1.9845	auto	unbias
TRINITY_DN129916_c0_g1_i2	0.0708	0.1405	1.9854	auto	unbias
TRINITY_DN140374_c1_g1_i3	0.0474	0.0941	1.9855	auto	unbias
TRINITY_DN127159_c1_g1_i2	0.0668	0.1327	1.9856	auto	unbias
TRINITY_DN124397_c1_g1_i12	0.0722	0.1434	1.9863	auto	unbias
TRINITY_DN135724_c2_g1_i10	0.0569	0.1131	1.987	auto	unbias
TRINITY_DN141978_c2_g3_i1	0.0335	0.0665	1.9873	auto	unbias
TRINITY_DN132062_c0_g2_i5	0.0831	0.1652	1.9874	auto	unbias
TRINITY_DN135438_c1_g1_i3	0.0151	0.03	1.9883	auto	unbias
TRINITY_DN130456_c0_g1_i1	0.0277	0.0551	1.9887	auto	unbias
TRINITY_DN112144_c0_g2_i1	0.1007	0.2003	1.989	auto	unbias
TRINITY_DN132973_c0_g1_i18	0.0376	0.0747	1.9894	auto	unbias
TRINITY_DN132065_c2_g1_i2	0.1121	0.2229	1.9894	auto	unbias
TRINITY_DN114181_c4_g1_i1	0.0732	0.1457	1.9896	auto	unbias
TRINITY_DN136510_c5_g2_i1	0.0435	0.0865	1.9897	auto	unbias
TRINITY_DN138524_c1_g1_i2	0.0742	0.1478	1.9906	auto	unbias
TRINITY_DN130869_c2_g2_i1	0.0135	0.027	1.9908	auto	unbias
TRINITY_DN125827_c4_g1_i3	0.0948	0.1887	1.9909	auto	unbias
TRINITY_DN117061_c1_g3_i1	0.0263	0.0524	1.9918	auto	unbias
TRINITY_DN127210_c6_g1_i5	0.0114	0.0228	1.992	auto	unbias
TRINITY_DN140789_c4_g1_i6	0.0833	0.1659	1.9921	auto	unbias
TRINITY_DN137007_c1_g2_i1	0.0195	0.0388	1.9927	auto	unbias
TRINITY_DN135103_c4_g4_i1	0.0679	0.1353	1.9933	auto	unbias
TRINITY_DN136241_c0_g1_i1	0.0822	0.1639	1.9941	auto	unbias
TRINITY_DN135236_c1_g1_i1	0.1912	0.3813	1.9941	auto	unbias
TRINITY_DN137014_c6_g2_i5	0.0117	0.0233	1.9943	auto	unbias
TRINITY_DN120306_c6_g1_i5	0.116	0.2314	1.9945	auto	unbias
TRINITY_DN143246_c1_g1_i8	0.0472	0.0942	1.9947	auto	unbias
TRINITY_DN122766_c1_g1_i2	0.074	0.1476	1.9956	auto	unbias
TRINITY_DN119261_c4_g4_i8	0.1689	0.3372	1.996	auto	unbias
TRINITY_DN138695_c1_g2_i4	0.0461	0.092	1.9966	auto	unbias
TRINITY_DN140046_c3_g1_i3	0.0661	0.132	1.9966	auto	unbias
TRINITY_DN143240_c3_g1_i4	0.0409	0.0817	1.9968	auto	unbias
TRINITY_DN127384_c8_g1_i1	0.0627	0.1252	1.9972	auto	unbias
TRINITY_DN136412_c2_g1_i3	0.0124	0.0248	1.9979	auto	unbias
TRINITY_DN128708_c6_g1_i1	0.0451	0.0902	1.9986	auto	unbias
TRINITY_DN126302_c2_g1_i2	0.1302	0.2602	1.9988	auto	unbias
TRINITY_DN113740_c1_g2_i2	0.053	0.1059	1.9989	auto	unbias
TRINITY_DN124064_c3_g1_i1	0.0601	0.1202	1.9989	auto	unbias
TRINITY_DN133042_c9_g2_i3	0.081	0.1619	1.9989	auto	unbias
TRINITY_DN130126_c7_g1_i5	0.0433	0.0865	1.9995	auto	unbias
TRINITY_DN109029_c0_g1_i1	0.0501	0.0943	1.8824	Chr01	female
TRINITY_DN136564_c0_g1_i3	0.1018	0.1353	1.3294	Chr01	female
TRINITY_DN126963_c5_g1_i2	0.0434	0.0655	1.5066	Chr02	female
TRINITY_DN115783_c8_g5_i1	0.0612	0.0939	1.5342	Chr02	female
TRINITY_DN121671_c1_g4_i2	0.0362	0.058	1.6004	auto	female
TRINITY_DN111613_c0_g1_i1	0.0369	0.0687	1.8594	auto	female
TRINITY_DN112411_c0_g1_i3	0.0674	0.1229	1.8233	auto	female
TRINITY_DN112414_c0_g1_i1	0.086	0.135	1.5697	auto	female
TRINITY_DN127474_c0_g1_i1	0.0951	0.1683	1.7697	auto	female
TRINITY_DN117565_c0_g1_i3	0.1052	0.2091	1.9885	auto	female
TRINITY_DN121975_c3_g2_i2	0.1265	0.1991	1.5745	auto	female
TRINITY_DN112576_c0_g1_i3	0.1616	0.3374	2.0873	auto	female
TRINITY_DN127888_c5_g1_i1	0.1738	0.2863	1.6479	auto	female
TRINITY_DN124336_c5_g1_i3	0.201	0.2867	1.4259	auto	female
TRINITY_DN122357_c5_g2_i7	0.2049	0.3236	1.5797	auto	female
TRINITY_DN113099_c0_g1_i1	0.2052	0.3381	1.6471	auto	female
TRINITY_DN103385_c0_g1_i1	0.2176	0.415	1.9073	auto	female
