ID_fa	ID_trans	dNdS	dN	dS
RBH_pair_9585.fa	TRINITY_D125685_c1_g1_i6	0.0178	0.0168	0.948
RBH_pair_7796.fa	TRINITY_D126242_c2_g1_i1	0.013	0.0123	0.9483
RBH_pair_1540.fa	TRINITY_D120364_c6_g1_i4	0.087	0.0826	0.9497
RBH_pair_1484.fa	TRINITY_D141796_c1_g1_i7	0.0126	0.012	0.9498
RBH_pair_9168.fa	TRINITY_D99096_c0_g1_i1	0.1259	0.1196	0.9499
RBH_pair_2880.fa	TRINITY_D117422_c3_g1_i2	0.0547	0.052	0.9515
RBH_pair_1594.fa	TRINITY_D126132_c7_g2_i3	0.1893	0.1802	0.9518
RBH_pair_10145.fa	TRINITY_D116590_c7_g3_i3	0.004	0.0038	0.9526
RBH_pair_9815.fa	TRINITY_D129481_c6_g1_i8	0.0384	0.0367	0.9553
RBH_pair_9847.fa	TRINITY_D124895_c1_g1_i4	0.1494	0.1432	0.958
RBH_pair_9299.fa	TRINITY_D136743_c12_g1_i1	0.0826	0.0792	0.9582
RBH_pair_4346.fa	TRINITY_D144402_c2_g1_i1	0.009	0.0086	0.9587
RBH_pair_4159.fa	TRINITY_D118097_c2_g1_i5	0.1033	0.0991	0.9594
RBH_pair_5449.fa	TRINITY_D132627_c4_g3_i1	0.0388	0.0372	0.9599
RBH_pair_718.fa	TRINITY_D113340_c0_g1_i1	0.0633	0.0608	0.9607
RBH_pair_4878.fa	TRINITY_D142581_c1_g1_i8	0.0396	0.038	0.9608
RBH_pair_10772.fa	TRINITY_D128676_c4_g1_i1	0.125	0.1201	0.9612
RBH_pair_2981.fa	TRINITY_D117941_c1_g1_i1	0.0642	0.0617	0.9615
RBH_pair_7118.fa	TRINITY_D103223_c0_g1_i1	0.1565	0.1505	0.9616
RBH_pair_3772.fa	TRINITY_D135324_c2_g1_i12	0.0409	0.0394	0.9626
RBH_pair_1734.fa	TRINITY_D122554_c5_g4_i3	0.0442	0.0426	0.964
RBH_pair_10760.fa	TRINITY_D124132_c3_g1_i6	0.0813	0.0785	0.9649
RBH_pair_1533.fa	TRINITY_D135198_c0_g4_i2	0.1247	0.1205	0.9664
RBH_pair_10091.fa	TRINITY_D115656_c0_g1_i1	0.018	0.0174	0.9666
RBH_pair_5685.fa	TRINITY_D120768_c0_g1_i4	0.0078	0.0076	0.9674
RBH_pair_9880.fa	TRINITY_D137823_c2_g1_i1	0.0185	0.0179	0.9677
RBH_pair_1579.fa	TRINITY_D136800_c2_g1_i6	0.0333	0.0322	0.9678
RBH_pair_8610.fa	TRINITY_D132689_c3_g1_i1	0.0439	0.0425	0.9678
RBH_pair_4823.fa	TRINITY_D127052_c3_g1_i13	0.0454	0.0439	0.9681
RBH_pair_6260.fa	TRINITY_D139742_c1_g1_i7	0.0215	0.0208	0.9683
RBH_pair_4974.fa	TRINITY_D125805_c1_g1_i7	0.0544	0.0527	0.9685
RBH_pair_2700.fa	TRINITY_D128036_c2_g1_i1	0.0252	0.0244	0.9692
RBH_pair_10728.fa	TRINITY_D127766_c3_g1_i9	0.1279	0.1241	0.9702
RBH_pair_3265.fa	TRINITY_D127125_c1_g3_i6	0.1657	0.1609	0.9709
RBH_pair_3164.fa	TRINITY_D105212_c0_g1_i1	0.1081	0.1049	0.971
RBH_pair_10099.fa	TRINITY_D140804_c3_g1_i1	0.0217	0.0211	0.9717
RBH_pair_4088.fa	TRINITY_D130084_c2_g1_i1	0.0393	0.0382	0.9718
RBH_pair_5048.fa	TRINITY_D137194_c0_g1_i10	0.0516	0.0502	0.9727
RBH_pair_6885.fa	TRINITY_D140036_c1_g1_i2	0.1192	0.116	0.9735
RBH_pair_10229.fa	TRINITY_D128584_c3_g1_i2	0.0313	0.0305	0.9746
RBH_pair_8512.fa	TRINITY_D137356_c5_g2_i3	0.0349	0.034	0.9752
RBH_pair_7934.fa	TRINITY_D127988_c6_g1_i1	0.0059	0.0057	0.9759
RBH_pair_9173.fa	TRINITY_D112501_c0_g1_i1	0.0441	0.043	0.9767
RBH_pair_7981.fa	TRINITY_D129840_c1_g3_i4	0.0468	0.0458	0.9784
RBH_pair_10104.fa	TRINITY_D136006_c3_g1_i2	0.0537	0.0526	0.9794
RBH_pair_6732.fa	TRINITY_D113875_c5_g1_i3	0.0502	0.0492	0.9802
RBH_pair_5446.fa	TRINITY_D132119_c1_g1_i1	0.0283	0.0278	0.9817
RBH_pair_6463.fa	TRINITY_D134662_c1_g1_i3	0.0207	0.0204	0.9819
RBH_pair_2315.fa	TRINITY_D131049_c2_g2_i1	0.0749	0.0735	0.9821
RBH_pair_6198.fa	TRINITY_D128842_c5_g1_i13	0.0586	0.0576	0.9823
RBH_pair_5098.fa	TRINITY_D108956_c0_g1_i1	0.2342	0.2301	0.9828
RBH_pair_5200.fa	TRINITY_D111702_c0_g1_i1	0.0146	0.0144	0.9839
RBH_pair_2937.fa	TRINITY_D136707_c0_g3_i4	0.0148	0.0146	0.9843
RBH_pair_7167.fa	TRINITY_D135482_c1_g3_i2	0.0443	0.0436	0.9849
RBH_pair_9854.fa	TRINITY_D131816_c5_g1_i2	0.0759	0.0749	0.9864
RBH_pair_3845.fa	TRINITY_D123431_c1_g2_i1	0.0229	0.0226	0.9871
RBH_pair_3113.fa	TRINITY_D136909_c1_g2_i5	0.0091	0.009	0.9885
RBH_pair_8716.fa	TRINITY_D141818_c1_g1_i2	0.0385	0.0381	0.9903
RBH_pair_1503.fa	TRINITY_D123423_c0_g1_i10	0.2716	0.269	0.9905
RBH_pair_4383.fa	TRINITY_D124132_c4_g1_i1	0.0914	0.0906	0.9906
RBH_pair_3815.fa	TRINITY_D125560_c3_g5_i1	0.0432	0.0429	0.9926
RBH_pair_2263.fa	TRINITY_D135463_c6_g1_i3	0.0467	0.0464	0.9933
RBH_pair_2124.fa	TRINITY_D140254_c5_g2_i3	0.0277	0.0276	0.9943
RBH_pair_10166.fa	TRINITY_D125959_c1_g2_i1	0.0344	0.0342	0.9952
RBH_pair_1856.fa	TRINITY_D133058_c3_g2_i4	0.0887	0.0884	0.9967
RBH_pair_5088.fa	TRINITY_D135009_c0_g1_i9	0.0285	0.0285	0.9974
RBH_pair_7564.fa	TRINITY_D134317_c2_g2_i1	0.0076	0.0076	0.998
RBH_pair_5355.fa	TRINITY_D125172_c0_g1_i5	0.0496	0.0495	0.9989
RBH_pair_4123.fa	TRINITY_D116688_c0_g1_i1	0.1372	0.1371	0.9991
RBH_pair_9006.fa	TRINITY_D120966_c0_g1_i2	0.0478	0.0478	0.9998
RBH_pair_6834.fa	TRINITY_D118689_c6_g1_i5	0.0053	0.0053	1.0002
RBH_pair_2558.fa	TRINITY_D141996_c6_g1_i1	0.0841	0.0841	1.0003
RBH_pair_10237.fa	TRINITY_D139112_c1_g1_i1	0.0711	0.0713	1.0026
RBH_pair_10222.fa	TRINITY_D123418_c5_g2_i1	0.0023	0.0023	1.0031
RBH_pair_9872.fa	TRINITY_D115186_c5_g2_i1	0.0878	0.0882	1.0045
RBH_pair_103.fa	TRINITY_D126736_c3_g2_i5	0.1408	0.1415	1.0051
RBH_pair_10725.fa	TRINITY_D124924_c3_g1_i1	0.1275	0.1283	1.0067
RBH_pair_1724.fa	TRINITY_D118036_c1_g4_i3	0.32	0.3223	1.0074
RBH_pair_5936.fa	TRINITY_D132279_c2_g1_i1	0.0141	0.0142	1.0078
RBH_pair_680.fa	TRINITY_D124830_c1_g2_i3	0.1254	0.1264	1.0084
RBH_pair_3397.fa	TRINITY_D144187_c2_g1_i7	0.0095	0.0096	1.011
RBH_pair_7883.fa	TRINITY_D129244_c1_g1_i2	0.3509	0.3551	1.0121
RBH_pair_10215.fa	TRINITY_D133538_c6_g1_i5	0.0025	0.0026	1.0125
RBH_pair_4381.fa	TRINITY_D139746_c9_g1_i4	0.0756	0.0765	1.0127
RBH_pair_9058.fa	TRINITY_D139984_c1_g1_i2	0.0461	0.0468	1.0138
RBH_pair_4250.fa	TRINITY_D117803_c3_g2_i5	0.0951	0.0964	1.0139
RBH_pair_7985.fa	TRINITY_D117519_c2_g2_i4	0.0757	0.0768	1.0153
RBH_pair_1229.fa	TRINITY_D112892_c0_g1_i1	0.0361	0.0367	1.016
RBH_pair_7421.fa	TRINITY_D114700_c3_g2_i2	0.0339	0.0344	1.0164
RBH_pair_7332.fa	TRINITY_D142742_c0_g1_i2	0.0583	0.0593	1.0169
RBH_pair_8110.fa	TRINITY_D142111_c1_g1_i2	0.0082	0.0084	1.0176
RBH_pair_8364.fa	TRINITY_D136224_c0_g1_i4	0.0989	0.1009	1.0197
RBH_pair_1598.fa	TRINITY_D135651_c3_g1_i2	0.0287	0.0293	1.0205
RBH_pair_2741.fa	TRINITY_D127287_c2_g2_i1	0.0824	0.0841	1.0206
RBH_pair_2119.fa	TRINITY_D131255_c1_g1_i2	0.0569	0.0582	1.024
RBH_pair_7328.fa	TRINITY_D119289_c0_g1_i5	0.0135	0.0139	1.0246
RBH_pair_5445.fa	TRINITY_D113983_c5_g1_i6	0.0863	0.0885	1.0253
RBH_pair_8069.fa	TRINITY_D135555_c3_g1_i14	0.1033	0.106	1.0256
RBH_pair_5448.fa	TRINITY_D124894_c7_g1_i2	0.0662	0.0679	1.0258
RBH_pair_9907.fa	TRINITY_D118498_c2_g1_i1	0.0551	0.0566	1.0269
RBH_pair_5466.fa	TRINITY_D136520_c2_g1_i2	0.0188	0.0194	1.0272
RBH_pair_8456.fa	TRINITY_D126517_c6_g1_i2	0.039	0.0402	1.0289
RBH_pair_2942.fa	TRINITY_D120718_c6_g1_i3	0.0093	0.0096	1.0291
RBH_pair_10613.fa	TRINITY_D134087_c2_g1_i2	0.0943	0.0972	1.0307
RBH_pair_4182.fa	TRINITY_D132627_c3_g1_i3	0.0678	0.07	1.0323
RBH_pair_2246.fa	TRINITY_D143406_c1_g1_i3	0.2344	0.2419	1.0324
RBH_pair_3262.fa	TRINITY_D117694_c5_g3_i1	0.0843	0.087	1.0328
RBH_pair_5065.fa	TRINITY_D129381_c1_g1_i2	0.1435	0.1482	1.0328
RBH_pair_6507.fa	TRINITY_D128517_c3_g1_i2	0.0438	0.0452	1.0329
RBH_pair_10618.fa	TRINITY_D120656_c4_g3_i2	0.0896	0.0926	1.0333
RBH_pair_7618.fa	TRINITY_D115458_c0_g1_i1	0.3426	0.3541	1.0338
RBH_pair_7190.fa	TRINITY_D132035_c1_g1_i3	0.0386	0.04	1.0344
RBH_pair_8965.fa	TRINITY_D131586_c5_g1_i1	0.0363	0.0376	1.0346
RBH_pair_84.fa	TRINITY_D135472_c4_g1_i2	0.0063	0.0065	1.0354
RBH_pair_4659.fa	TRINITY_D118018_c3_g1_i16	0.0103	0.0107	1.0366
RBH_pair_2977.fa	TRINITY_D125680_c5_g1_i4	0.0397	0.0411	1.0366
RBH_pair_3038.fa	TRINITY_D121154_c1_g1_i1	0.0309	0.0321	1.0367
RBH_pair_5318.fa	TRINITY_D112349_c1_g1_i2	0.0388	0.0402	1.0368
RBH_pair_971.fa	TRINITY_D118629_c4_g2_i4	0.1874	0.1944	1.0372
RBH_pair_7422.fa	TRINITY_D114700_c3_g1_i2	0.0071	0.0074	1.0377
RBH_pair_7866.fa	TRINITY_D128545_c2_g1_i3	0.0364	0.0378	1.0381
RBH_pair_7989.fa	TRINITY_D118197_c3_g7_i1	0.0284	0.0295	1.0384
RBH_pair_4643.fa	TRINITY_D128884_c3_g1_i6	0.1928	0.2002	1.0388
RBH_pair_8295.fa	TRINITY_D141240_c5_g1_i2	0.0868	0.0902	1.0395
RBH_pair_9340.fa	TRINITY_D136947_c0_g1_i1	0.0395	0.0411	1.0398
RBH_pair_5860.fa	TRINITY_D125141_c4_g2_i2	0.1955	0.2034	1.04
RBH_pair_10141.fa	TRINITY_D129308_c5_g1_i2	0.0626	0.0652	1.0406
RBH_pair_4924.fa	TRINITY_D122329_c4_g2_i3	0.0361	0.0376	1.0408
RBH_pair_9878.fa	TRINITY_D118166_c2_g1_i1	0.0355	0.037	1.0419
RBH_pair_8924.fa	TRINITY_D142074_c3_g1_i3	0.0314	0.0327	1.0442
RBH_pair_5947.fa	TRINITY_D141319_c5_g1_i7	0.1643	0.1716	1.0442
RBH_pair_7781.fa	TRINITY_D113786_c0_g1_i1	0.1272	0.1329	1.0447
RBH_pair_2103.fa	TRINITY_D139413_c3_g4_i1	0.065	0.0679	1.045
RBH_pair_1009.fa	TRINITY_D115609_c1_g1_i1	0.0685	0.0716	1.0455
RBH_pair_8023.fa	TRINITY_D136940_c0_g1_i7	0.1056	0.1105	1.0459
RBH_pair_5314.fa	TRINITY_D124776_c4_g1_i1	0.0819	0.0858	1.0475
RBH_pair_4468.fa	TRINITY_D142380_c3_g1_i4	0.1467	0.1537	1.0475
RBH_pair_7202.fa	TRINITY_D115548_c4_g3_i2	0.0739	0.0775	1.0476
RBH_pair_357.fa	TRINITY_D137150_c3_g1_i13	0.4289	0.4501	1.0494
RBH_pair_3157.fa	TRINITY_D113210_c0_g1_i1	0.8757	0.919	1.0495
RBH_pair_3767.fa	TRINITY_D129295_c2_g2_i2	0.1047	0.1099	1.0501
RBH_pair_2590.fa	TRINITY_D136561_c0_g4_i2	0.0129	0.0136	1.051
RBH_pair_6523.fa	TRINITY_D127124_c0_g1_i6	0.0523	0.055	1.0512
RBH_pair_462.fa	TRINITY_D115390_c4_g1_i8	0.0097	0.0102	1.0531
RBH_pair_4511.fa	TRINITY_D127710_c1_g2_i3	0.0496	0.0522	1.0531
RBH_pair_3321.fa	TRINITY_D135657_c3_g2_i1	0.0203	0.0213	1.0532
RBH_pair_5937.fa	TRINITY_D138530_c1_g1_i3	0.0154	0.0162	1.0544
RBH_pair_7204.fa	TRINITY_D126332_c1_g1_i1	0.0548	0.0578	1.0545
RBH_pair_5272.fa	TRINITY_D119103_c2_g1_i3	0.1074	0.1133	1.0547
RBH_pair_3874.fa	TRINITY_D140582_c1_g1_i2	0.1097	0.1158	1.0552
RBH_pair_4375.fa	TRINITY_D124267_c4_g1_i6	0.0098	0.0104	1.0555
RBH_pair_4854.fa	TRINITY_D137944_c2_g3_i1	0.0134	0.0141	1.0557
RBH_pair_8951.fa	TRINITY_D136772_c0_g1_i1	0.0604	0.0639	1.0579
RBH_pair_4833.fa	TRINITY_D135531_c2_g1_i4	0.0838	0.0887	1.0579
RBH_pair_3580.fa	TRINITY_D111437_c1_g1_i3	0.1135	0.1202	1.0585
RBH_pair_7807.fa	TRINITY_D117402_c3_g2_i1	0.001	0.0011	1.0593
RBH_pair_9718.fa	TRINITY_D139011_c0_g3_i6	0.0231	0.0245	1.0596
RBH_pair_5197.fa	TRINITY_D129013_c0_g1_i1	0.0636	0.0674	1.0602
RBH_pair_9746.fa	TRINITY_D137838_c5_g2_i2	0.02	0.0213	1.0607
RBH_pair_3357.fa	TRINITY_D140486_c1_g1_i2	0.0277	0.0294	1.0612
RBH_pair_3395.fa	TRINITY_D141084_c3_g1_i42	0.0373	0.0397	1.0636
RBH_pair_5896.fa	TRINITY_D127587_c0_g2_i9	0.1075	0.1145	1.0644
RBH_pair_6203.fa	TRINITY_D112235_c0_g1_i1	0.1671	0.178	1.0651
RBH_pair_9833.fa	TRINITY_D131264_c2_g2_i4	0.1274	0.1359	1.0666
RBH_pair_3816.fa	TRINITY_D121166_c0_g1_i5	0.0436	0.0465	1.0668
RBH_pair_8371.fa	TRINITY_D129559_c2_g2_i1	0.0663	0.0708	1.0668
RBH_pair_7192.fa	TRINITY_D132281_c4_g1_i8	0.0179	0.0191	1.0675
RBH_pair_5900.fa	TRINITY_D127956_c0_g2_i8	0.0424	0.0453	1.0693
RBH_pair_9781.fa	TRINITY_D137627_c0_g1_i1	0.0775	0.0829	1.0698
RBH_pair_7561.fa	TRINITY_D138492_c0_g1_i6	0.0315	0.0337	1.0712
RBH_pair_1505.fa	TRINITY_D124645_c0_g1_i1	0.2235	0.2395	1.0715
RBH_pair_9147.fa	TRINITY_D129007_c4_g1_i2	0.0602	0.0646	1.0724
RBH_pair_8381.fa	TRINITY_D129247_c0_g1_i1	0.0576	0.0618	1.0731
RBH_pair_3137.fa	TRINITY_D140620_c0_g3_i3	0.0266	0.0285	1.0732
RBH_pair_7220.fa	TRINITY_D136108_c2_g1_i4	0.0579	0.0621	1.0734
RBH_pair_10659.fa	TRINITY_D125698_c3_g1_i4	0.038	0.0409	1.0757
RBH_pair_6199.fa	TRINITY_D129404_c0_g3_i3	0.0481	0.0517	1.0757
RBH_pair_10545.fa	TRINITY_D121316_c1_g1_i4	0.0481	0.0518	1.0762
RBH_pair_10344.fa	TRINITY_D124906_c1_g1_i5	0.135	0.1453	1.0763
RBH_pair_3678.fa	TRINITY_D115877_c2_g2_i3	0.0149	0.016	1.0776
RBH_pair_805.fa	TRINITY_D140622_c1_g2_i2	0.0639	0.0688	1.0776
RBH_pair_8096.fa	TRINITY_D132035_c2_g1_i2	0.0128	0.0137	1.0781
RBH_pair_9492.fa	TRINITY_D112730_c0_g1_i1	0.0239	0.0258	1.0792
RBH_pair_1110.fa	TRINITY_D134179_c1_g1_i13	0.0417	0.045	1.0793
RBH_pair_3045.fa	TRINITY_D128239_c6_g1_i2	0.2769	0.299	1.0799
RBH_pair_4453.fa	TRINITY_D122069_c4_g2_i4	0.0626	0.0677	1.0813
RBH_pair_8899.fa	TRINITY_D139236_c5_g1_i3	0.1036	0.112	1.0815
RBH_pair_4234.fa	TRINITY_D138363_c2_g1_i10	0.0385	0.0416	1.0831
RBH_pair_4893.fa	TRINITY_D118823_c4_g1_i6	0.0442	0.0479	1.0832
RBH_pair_2099.fa	TRINITY_D121841_c3_g2_i5	0.0693	0.0751	1.0845
RBH_pair_3723.fa	TRINITY_D122488_c5_g3_i1	0.0281	0.0305	1.0849
RBH_pair_5228.fa	TRINITY_D120440_c0_g1_i6	0.0484	0.0526	1.0855
RBH_pair_6299.fa	TRINITY_D126494_c0_g1_i1	0.0096	0.0105	1.0871
RBH_pair_9253.fa	TRINITY_D117819_c2_g2_i1	0.0529	0.0575	1.0878
RBH_pair_10402.fa	TRINITY_D135330_c1_g2_i2	0.05	0.0545	1.0898
RBH_pair_2188.fa	TRINITY_D136755_c6_g1_i1	0.0054	0.0059	1.0914
RBH_pair_7004.fa	TRINITY_D137514_c0_g1_i1	0.0284	0.031	1.0918
RBH_pair_3813.fa	TRINITY_D144049_c5_g1_i3	0.0481	0.0525	1.0918
RBH_pair_8717.fa	TRINITY_D125897_c0_g1_i2	0.042	0.0459	1.0927
RBH_pair_4244.fa	TRINITY_D116130_c4_g1_i1	0.0109	0.0119	1.093
RBH_pair_9090.fa	TRINITY_D126675_c3_g2_i1	0.0769	0.084	1.0931
RBH_pair_5211.fa	TRINITY_D132665_c0_g2_i1	0.0374	0.0409	1.0939
RBH_pair_7859.fa	TRINITY_D141762_c1_g1_i2	0.0545	0.0597	1.0944
RBH_pair_10193.fa	TRINITY_D130249_c5_g1_i12	0.0085	0.0093	1.0946
RBH_pair_3809.fa	TRINITY_D119518_c0_g1_i10	0.0223	0.0245	1.0949
RBH_pair_2404.fa	TRINITY_D117537_c0_g1_i7	0.0446	0.0488	1.0962
RBH_pair_9555.fa	TRINITY_D116501_c2_g1_i2	0.092	0.1008	1.0964
RBH_pair_4718.fa	TRINITY_D115487_c0_g1_i5	0.0142	0.0155	1.0965
RBH_pair_8162.fa	TRINITY_D134256_c3_g2_i14	0.0266	0.0292	1.0967
RBH_pair_9286.fa	TRINITY_D135627_c1_g3_i1	0.0056	0.0061	1.0975
RBH_pair_8292.fa	TRINITY_D120780_c4_g1_i2	0.0883	0.0969	1.0975
RBH_pair_4365.fa	TRINITY_D123477_c6_g1_i1	0.0395	0.0433	1.0976
RBH_pair_8449.fa	TRINITY_D131540_c1_g1_i2	0.0374	0.0411	1.0981
RBH_pair_10588.fa	TRINITY_D135739_c4_g1_i1	0.048	0.0527	1.0982
RBH_pair_6280.fa	TRINITY_D131293_c3_g1_i1	0.0165	0.0181	1.0984
RBH_pair_3460.fa	TRINITY_D123776_c2_g1_i6	0.0555	0.061	1.0991
RBH_pair_9207.fa	TRINITY_D127190_c0_g3_i1	0.0139	0.0153	1.1
RBH_pair_4702.fa	TRINITY_D130541_c6_g1_i1	0.0511	0.0562	1.1006
RBH_pair_10160.fa	TRINITY_D139924_c2_g1_i3	0.0524	0.0577	1.101
RBH_pair_5282.fa	TRINITY_D122478_c6_g2_i4	0.0313	0.0345	1.1018
RBH_pair_8706.fa	TRINITY_D133356_c2_g2_i1	0.0355	0.0391	1.1018
RBH_pair_4238.fa	TRINITY_D115668_c0_g2_i2	0.0431	0.0475	1.1023
RBH_pair_1572.fa	TRINITY_D121768_c0_g1_i4	0.0157	0.0173	1.1025
RBH_pair_5118.fa	TRINITY_D122278_c4_g1_i3	0.0024	0.0027	1.1031
RBH_pair_10199.fa	TRINITY_D138282_c0_g1_i2	0.0365	0.0403	1.1037
RBH_pair_9909.fa	TRINITY_D130830_c6_g1_i6	0.0987	0.1091	1.1047
RBH_pair_2757.fa	TRINITY_D116075_c2_g1_i4	0.1221	0.135	1.1057
RBH_pair_6533.fa	TRINITY_D138344_c0_g2_i4	0.0317	0.0351	1.1059
RBH_pair_10097.fa	TRINITY_D121430_c3_g1_i2	0.044	0.0487	1.1061
RBH_pair_10347.fa	TRINITY_D133248_c3_g2_i5	0.0073	0.0081	1.1069
RBH_pair_1205.fa	TRINITY_D125077_c2_g1_i1	0.1001	0.1108	1.107
RBH_pair_2296.fa	TRINITY_D115618_c2_g1_i2	0.0717	0.0794	1.1072
RBH_pair_8425.fa	TRINITY_D115613_c0_g1_i1	0.0985	0.1091	1.1075
RBH_pair_8156.fa	TRINITY_D122651_c4_g1_i3	0.0103	0.0114	1.1081
RBH_pair_7805.fa	TRINITY_D125375_c3_g4_i1	0.029	0.0321	1.1099
RBH_pair_4591.fa	TRINITY_D130252_c0_g1_i1	0.0452	0.0502	1.11
RBH_pair_9097.fa	TRINITY_D114397_c1_g2_i1	0.0424	0.0471	1.1103
RBH_pair_10561.fa	TRINITY_D129072_c0_g1_i2	0.009	0.01	1.1106
RBH_pair_6134.fa	TRINITY_D118785_c0_g2_i3	0.0532	0.0591	1.1107
RBH_pair_9886.fa	TRINITY_D117852_c2_g1_i1	0.094	0.1045	1.111
RBH_pair_8752.fa	TRINITY_D141016_c2_g1_i1	0.1498	0.1666	1.1117
RBH_pair_7969.fa	TRINITY_D139567_c2_g1_i4	0.0591	0.0657	1.1118
RBH_pair_8270.fa	TRINITY_D124145_c2_g1_i3	0.0289	0.0321	1.1121
RBH_pair_5207.fa	TRINITY_D133562_c1_g1_i2	0.0161	0.0179	1.1122
RBH_pair_9588.fa	TRINITY_D115203_c0_g1_i4	0.0603	0.067	1.1124
RBH_pair_9560.fa	TRINITY_D139903_c7_g1_i1	0.0822	0.0914	1.1126
RBH_pair_2309.fa	TRINITY_D119522_c2_g1_i3	0.0124	0.0138	1.1132
RBH_pair_1593.fa	TRINITY_D116752_c2_g1_i2	0.0271	0.0302	1.1143
RBH_pair_9461.fa	TRINITY_D136075_c5_g1_i1	0.0314	0.0349	1.1143
RBH_pair_8733.fa	TRINITY_D127363_c1_g1_i5	0.0039	0.0043	1.1144
RBH_pair_4830.fa	TRINITY_D125484_c0_g1_i6	0.0446	0.0497	1.1144
RBH_pair_5768.fa	TRINITY_D121975_c3_g1_i3	0.0529	0.0589	1.1144
RBH_pair_515.fa	TRINITY_D143071_c2_g1_i1	0.0679	0.0756	1.1144
RBH_pair_8601.fa	TRINITY_D112514_c0_g2_i2	0.0481	0.0536	1.1147
RBH_pair_4368.fa	TRINITY_D118173_c1_g1_i2	0.0819	0.0913	1.1148
RBH_pair_5266.fa	TRINITY_D131046_c0_g1_i3	0.0573	0.0639	1.115
RBH_pair_8516.fa	TRINITY_D123083_c4_g1_i2	0.014	0.0157	1.1151
RBH_pair_9145.fa	TRINITY_D133436_c3_g2_i4	0.1468	0.1639	1.1164
RBH_pair_7341.fa	TRINITY_D117027_c1_g3_i1	0.0305	0.0341	1.1168
RBH_pair_8044.fa	TRINITY_D129966_c0_g1_i6	0.1207	0.1347	1.1168
RBH_pair_9579.fa	TRINITY_D118211_c3_g1_i4	0.02	0.0223	1.1183
RBH_pair_5665.fa	TRINITY_D137701_c1_g1_i3	0.0665	0.0744	1.1183
RBH_pair_6771.fa	TRINITY_D134496_c4_g1_i12	0.032	0.0358	1.1184
RBH_pair_3616.fa	TRINITY_D140216_c1_g2_i2	0.0472	0.0528	1.1186
RBH_pair_4392.fa	TRINITY_D114616_c3_g1_i5	0.0152	0.017	1.1188
RBH_pair_8750.fa	TRINITY_D115726_c2_g2_i1	0.0838	0.0938	1.1191
RBH_pair_3271.fa	TRINITY_D119090_c9_g1_i1	0.0309	0.0345	1.1195
RBH_pair_7494.fa	TRINITY_D121240_c5_g1_i5	0.7265	0.8133	1.1196
RBH_pair_6698.fa	TRINITY_D123461_c2_g3_i1	0.0387	0.0433	1.1199
RBH_pair_8231.fa	TRINITY_D116444_c0_g1_i5	0.0233	0.0261	1.1202
RBH_pair_9605.fa	TRINITY_D124643_c3_g1_i4	0.0439	0.0492	1.1207
RBH_pair_9057.fa	TRINITY_D115043_c5_g2_i1	0.0275	0.0308	1.1212
RBH_pair_1901.fa	TRINITY_D134802_c1_g3_i6	0.8765	0.9828	1.1213
RBH_pair_4328.fa	TRINITY_D140932_c1_g1_i4	0.1173	0.1316	1.1218
RBH_pair_7252.fa	TRINITY_D124514_c0_g1_i2	0.0854	0.0958	1.1221
RBH_pair_1228.fa	TRINITY_D135008_c2_g1_i4	0.012	0.0134	1.1234
RBH_pair_8164.fa	TRINITY_D125358_c4_g1_i1	0.0537	0.0603	1.1239
RBH_pair_6271.fa	TRINITY_D134591_c2_g1_i2	0.0564	0.0634	1.1246
RBH_pair_8859.fa	TRINITY_D121716_c1_g2_i1	0.1601	0.1802	1.1256
RBH_pair_5942.fa	TRINITY_D134235_c5_g2_i1	0.0721	0.0813	1.1264
RBH_pair_7407.fa	TRINITY_D139487_c1_g4_i1	0.1228	0.1383	1.1267
RBH_pair_8904.fa	TRINITY_D115368_c0_g1_i2	0.0936	0.1055	1.1281
RBH_pair_10436.fa	TRINITY_D138529_c2_g1_i5	0.0773	0.0872	1.1282
RBH_pair_9830.fa	TRINITY_D122067_c1_g1_i2	0.0646	0.073	1.1296
RBH_pair_3489.fa	TRINITY_D117817_c3_g3_i1	0.0271	0.0306	1.13
RBH_pair_1561.fa	TRINITY_D134169_c2_g1_i5	0.1199	0.1355	1.1304
RBH_pair_9033.fa	TRINITY_D122911_c3_g1_i2	0.0352	0.0398	1.1305
RBH_pair_10664.fa	TRINITY_D143156_c2_g1_i3	0.0352	0.0398	1.1306
RBH_pair_4160.fa	TRINITY_D134362_c0_g1_i1	0.0489	0.0553	1.1306
RBH_pair_6633.fa	TRINITY_D117499_c5_g1_i2	0.1547	0.1749	1.1306
RBH_pair_10609.fa	TRINITY_D113074_c0_g1_i1	0.1021	0.1154	1.1307
RBH_pair_5906.fa	TRINITY_D123965_c0_g1_i3	0.0138	0.0156	1.1309
RBH_pair_2074.fa	TRINITY_D130728_c2_g4_i1	0.2828	0.32	1.1317
RBH_pair_10233.fa	TRINITY_D130407_c0_g1_i2	0.0242	0.0274	1.1324
RBH_pair_9406.fa	TRINITY_D132393_c2_g1_i4	0.0041	0.0047	1.1333
RBH_pair_7815.fa	TRINITY_D131700_c1_g1_i11	0.042	0.0476	1.1336
RBH_pair_9395.fa	TRINITY_D131551_c1_g2_i1	0.0453	0.0513	1.1336
RBH_pair_8548.fa	TRINITY_D123938_c1_g2_i6	0.0365	0.0414	1.135
RBH_pair_7257.fa	TRINITY_D118568_c3_g1_i4	0.0196	0.0222	1.1357
