chr	logFC.XY46.XX46	sexb
Chr02	1.044506985	Male
Chr06	1.045567955	Male
Chr01	1.046741375	Male
Chr02	1.047352192	Male
Chr02	1.047378371	Male
Chr06	1.0481311	Male
Chr03	1.048356139	Male
Chr06	1.048366477	Male
Chr05	1.048725713	Male
Chr02	1.049330483	Male
Chr03	1.049847879	Male
Chr02	1.04990453	Male
Chr10	1.050253914	Male
Chr04	1.050330078	Male
Chr06	1.051099774	Male
Chr04	1.051289562	Male
Chr09	1.051420411	Male
Chr10	1.052108877	Male
Chr03	1.053454781	Male
Chr10	1.053570807	Male
Chr03	1.053837607	Male
Chr04	1.054489631	Male
Chr01	1.055065294	Male
Chr10	1.055552029	Male
Chr01	1.055797373	Male
Chr06	1.056010582	Male
Chr09	1.056140359	Male
Chr03	1.056569915	Male
Chr04	1.056705392	Male
Chr05	1.056891701	Male
Chr04	1.057242546	Male
Chr01	1.058082624	Male
Chr06	1.058265369	Male
Chr07	1.058448762	Male
Chr08	1.058527569	Male
Chr05	1.058660249	Male
Chr06	1.058878077	Male
Chr10	1.058888435	Male
Chr08	1.059149353	Male
Chr01	1.059499305	Male
Chr09	1.05982797	Male
Chr05	1.060860825	Male
Chr03	1.061174108	Male
Chr07	1.061294959	Male
Chr02	1.062035716	Male
Chr06	1.062243279	Male
Chr01	1.062252436	Male
Chr02	1.062466475	Male
Chr08	1.063336907	Male
Chr05	1.063491138	Male
Chr05	1.063618958	Male
Chr02	1.063975494	Male
Chr02	1.064392656	Male
Chr04	1.06568024	Male
Chr10	1.06619756	Male
Chr04	1.066321601	Male
Chr05	1.06644736	Male
Chr08	1.06649457	Male
Chr10	1.067562042	Male
Chr09	1.06764907	Male
Chr05	1.068257283	Male
Chr04	1.068284475	Male
Chr03	1.068375379	Male
Chr04	1.068944221	Male
Chr10	1.06909101	Male
Chr08	1.069116279	Male
Chr02	1.069488484	Male
Chr05	1.070039122	Male
Chr09	1.070143048	Male
Chr02	1.070155121	Male
Chr01	1.070379471	Male
Chr02	1.07097803	Male
Chr01	1.071194073	Male
Chr02	1.071493488	Male
Chr02	1.071667266	Male
Chr09	1.071892425	Male
Chr10	1.071976818	Male
Chr03	1.072070726	Male
Chr02	1.072761748	Male
Chr02	1.07279323	Male
Chr01	1.072863402	Male
Chr06	1.073743416	Male
Chr06	1.074835096	Male
Chr05	1.07571256	Male
Chr01	1.076406815	Male
Chr01	1.076507021	Male
Chr04	1.077332404	Male
Chr05	1.077683684	Male
Chr02	1.077766921	Male
Chr09	1.078074471	Male
Chr05	1.078094098	Male
Chr06	1.078250778	Male
Chr09	1.078779013	Male
Chr09	1.079040688	Male
Chr01	1.080191556	Male
Chr07	1.080418605	Male
Chr09	1.080461407	Male
Chr04	1.081401625	Male
Chr10	1.081898419	Male
Chr03	1.082415393	Male
Chr08	1.082617343	Male
Chr06	1.083352346	Male
Chr06	1.083430191	Male
Chr05	1.085858098	Male
Chr02	1.085927013	Male
Chr03	1.08696033	Male
Chr09	1.087004586	Male
Chr07	1.087916144	Male
Chr02	1.08881453	Male
Chr02	1.089092243	Male
Chr03	1.089376627	Male
Chr01	1.089465568	Male
Chr02	1.089488329	Male
Chr02	1.08973228	Male
Chr06	1.090084856	Male
Chr09	1.091251638	Male
Chr05	1.091348692	Male
Chr09	1.091466375	Male
Chr01	1.091654107	Male
Chr01	1.091745399	Male
Chr02	1.093872777	Male
Chr05	1.094073389	Male
Chr02	1.094951248	Male
Chr02	1.095208552	Male
Chr09	1.096039515	Male
Chr10	1.097838382	Male
Chr06	1.097886019	Male
Chr02	1.098816378	Male
Chr02	1.099216141	Male
Chr02	1.099570894	Male
Chr02	1.099782581	Male
Chr08	1.099896435	Male
Chr03	1.100128727	Male
Chr07	1.101028429	Male
Chr05	1.102124117	Male
Chr02	1.10272316	Male
Chr06	1.102760931	Male
Chr02	1.102884906	Male
Chr01	1.102928005	Male
Chr07	1.103262843	Male
Chr05	1.103802743	Male
Chr10	1.104128283	Male
Chr02	1.104600568	Male
Chr03	1.105459852	Male
Chr01	1.105916104	Male
Chr02	1.106140288	Male
Chr02	1.108054735	Male
Chr06	1.109347015	Male
Chr05	1.109367546	Male
Chr02	1.109476629	Male
Chr06	1.111464983	Male
Chr04	1.111643187	Male
Chr10	1.111992449	Male
Chr02	1.112745329	Male
Chr06	1.113081256	Male
Chr09	1.113224436	Male
Chr02	1.113793265	Male
Chr10	1.114058552	Male
Chr10	1.114641433	Male
Chr08	1.114848299	Male
Chr08	1.115056052	Male
Chr07	1.11545255	Male
Chr05	1.115534907	Male
Chr08	1.11669648	Male
Chr04	1.117093414	Male
Chr08	1.11722834	Male
Chr05	1.119176763	Male
Chr04	1.119516	Male
Chr05	1.120283397	Male
Chr10	1.120610245	Male
Chr07	1.121160815	Male
Chr06	1.121572638	Male
Chr09	1.122292272	Male
Chr02	1.123837164	Male
Chr03	1.124387538	Male
Chr02	1.124884949	Male
Chr02	1.125635082	Male
Chr04	1.125645209	Male
Chr05	1.125684867	Male
Chr06	1.126402588	Male
Chr04	1.126544412	Male
Chr03	1.126802504	Male
Chr09	1.128011297	Male
Chr06	1.129379343	Male
Chr02	1.130152024	Male
Chr02	1.130422362	Male
Chr04	1.130472785	Male
Chr04	1.130786317	Male
Chr08	1.131206149	Male
Chr04	1.131271579	Male
Chr01	1.131925768	Male
Chr05	1.13325415	Male
Chr03	1.135334242	Male
Chr01	1.135417719	Male
Chr05	1.135662433	Male
Chr08	1.135815488	Male
Chr04	1.136208881	Male
Chr10	1.13652979	Male
Chr06	1.137687631	Male
Chr06	1.137987269	Male
Chr01	1.138842102	Male
Chr04	1.138883787	Male
Chr03	1.140095362	Male
Chr01	1.140209532	Male
Chr07	1.140555102	Male
Chr05	1.141326958	Male
Chr05	1.141798137	Male
Chr04	1.141895885	Male
Chr03	1.14235647	Male
Chr03	1.143098615	Male
Chr02	1.144012821	Male
Chr02	1.144942522	Male
Chr01	1.145601894	Male
Chr02	1.146865327	Male
Chr03	1.146924982	Male
Chr03	1.147743671	Male
Chr04	1.147841806	Male
Chr08	1.150375771	Male
Chr02	1.150434423	Male
Chr09	1.150716308	Male
Chr08	1.150903193	Male
Chr01	1.152259106	Male
Chr04	1.152263433	Male
Chr02	1.153759432	Male
Chr08	1.155120258	Male
Chr07	1.155698728	Male
Chr08	1.155724055	Male
Chr04	1.156359318	Male
Chr04	1.157363036	Male
Chr05	1.157528062	Male
Chr03	1.158893913	Male
Chr08	1.159212677	Male
Chr07	1.159238351	Male
Chr04	1.159708513	Male
Chr02	1.160141758	Male
Chr03	1.16119985	Male
Chr03	1.161957551	Male
Chr10	1.162089942	Male
Chr05	1.162137727	Male
Chr05	1.162591906	Male
Chr09	1.162894976	Male
Chr07	1.164219368	Male
Chr09	1.164901691	Male
Chr01	1.164956006	Male
Chr04	1.166556077	Male
Chr01	1.166751661	Male
Chr06	1.166973576	Male
Chr04	1.167555351	Male
Chr05	1.167777861	Male
Chr01	1.167931043	Male
Chr10	1.168610887	Male
Chr06	1.169523304	Male
Chr03	1.169549203	Male
Chr08	1.17044515	Male
Chr01	1.17136741	Male
Chr05	1.172104597	Male
Chr01	1.172271538	Male
Chr04	1.172592875	Male
Chr08	1.172667567	Male
Chr05	1.173025642	Male
Chr04	1.173953547	Male
Chr07	1.174276866	Male
Chr09	1.174351074	Male
Chr10	1.176293751	Male
Chr06	1.177082272	Male
Chr01	1.178052915	Male
Chr03	1.178687022	Male
Chr03	1.179103824	Male
Chr03	1.17911495	Male
Chr08	1.179503591	Male
Chr01	1.180186612	Male
Chr04	1.180354577	Male
Chr08	1.180589999	Male
Chr02	1.181487821	Male
Chr04	1.181505274	Male
Chr05	1.181863036	Male
Chr10	1.182288056	Male
Chr10	1.182296197	Male
Chr05	1.182835811	Male
Chr01	1.183073555	Male
Chr07	1.183499698	Male
Chr05	1.184994718	Male
Chr02	1.185027525	Male
Chr06	1.185462355	Male
Chr09	1.186349084	Male
Chr02	1.18656364	Male
Chr02	1.186839135	Male
Chr03	1.187216512	Male
Chr08	1.188164579	Male
Chr04	1.188399565	Male
Chr01	1.188436739	Male
Chr10	1.188563253	Male
Chr01	1.188655961	Male
Chr08	1.189209711	Male
Chr01	1.189304894	Male
Chr03	1.190270196	Male
Chr10	1.190605744	Male
Chr06	1.191047496	Male
Chr01	1.191403456	Male
Chr07	1.193491059	Male
Chr03	1.194060871	Male
Chr01	1.194128991	Male
Chr05	1.194637602	Male
Chr01	1.194674023	Male
Chr04	1.197463159	Male
Chr03	1.199007557	Male
Chr05	1.199089933	Male
Chr04	1.200941095	Male
Chr09	1.201591459	Male
Chr02	1.201846271	Male
Chr05	1.204398503	Male
Chr03	1.204833243	Male
Chr07	1.205082493	Male
Chr08	1.205260435	Male
Chr01	1.205380133	Male
Chr06	1.205628907	Male
Chr08	1.206190783	Male
Chr02	1.206210692	Male
Chr06	1.207312684	Male
Chr01	1.207785773	Male
Chr01	1.207883147	Male
Chr04	1.208109112	Male
Chr02	1.209711408	Male
Chr02	1.209976686	Male
Chr08	1.211438343	Male
Chr05	1.211497486	Male
Chr01	1.211543783	Male
Chr09	1.211871387	Male
Chr01	1.212552876	Male
Chr10	1.212601176	Male
Chr06	1.213398508	Male
Chr02	1.213469429	Male
Chr04	1.21376647	Male
Chr09	1.218911771	Male
Chr06	1.21936487	Male
Chr08	1.219475559	Male
Chr02	1.219815745	Male
Chr01	1.220159714	Male
Chr01	1.220246151	Male
Chr02	1.220944651	Male
Chr04	1.221384535	Male
Chr08	1.221437331	Male
Chr04	1.22147607	Male
Chr02	1.221788289	Male
Chr03	1.225158184	Male
Chr05	1.225683202	Male
Chr07	1.225965978	Male
Chr09	1.226284654	Male
Chr09	1.226548806	Male
Chr05	1.22806657	Male
Chr04	1.228149988	Male
Chr01	1.230225327	Male
Chr06	1.230488537	Male
Chr07	1.230734778	Male
Chr03	1.230890256	Male
Chr03	1.231028962	Male
Chr09	1.231109743	Male
Chr03	1.231629204	Male
Chr01	1.232593631	Male
Chr07	1.233268838	Male
Chr03	1.233681664	Male
Chr05	1.233923219	Male
Chr06	1.236539194	Male
Chr07	1.236919435	Male
Chr05	1.23796619	Male
Chr01	1.238127017	Male
Chr02	1.238631602	Male
Chr02	1.241501418	Male
Chr08	1.242303324	Male
Chr09	1.242610422	Male
Chr06	1.242971627	Male
Chr03	1.243065916	Male
Chr04	1.243737177	Male
Chr04	1.244458629	Male
Chr05	1.246058212	Male
Chr04	1.246597728	Male
Chr05	1.246663712	Male
Chr03	1.247250139	Male
Chr10	1.248190426	Male
Chr08	1.248393044	Male
Chr07	1.249369299	Male
Chr02	1.249764526	Male
Chr08	1.250065499	Male
Chr07	1.251537398	Male
Chr10	1.251732833	Male
Chr03	1.252095511	Male
Chr09	1.252174445	Male
Chr02	1.252538207	Male
Chr02	1.253461444	Male
Chr02	1.254260708	Male
Chr01	1.25468751	Male
Chr09	1.256193599	Male
Chr09	1.25784779	Male
Chr02	1.25786703	Male
Chr06	1.258658839	Male
Chr08	1.259771723	Male
Chr02	1.259922112	Male
Chr10	1.260012659	Male
Chr06	1.260019046	Male
Chr04	1.262146272	Male
Chr01	1.263162808	Male
Chr04	1.264589761	Male
Chr09	1.265058168	Male
Chr05	1.26629234	Male
Chr07	1.2663001	Male
Chr07	1.266633492	Male
Chr04	1.267463785	Male
Chr06	1.267838332	Male
Chr09	1.26791328	Male
Chr02	1.268690165	Male
Chr07	1.269034548	Male
Chr04	1.269250557	Male
Chr08	1.270281668	Male
Chr08	1.270897584	Male
Chr01	1.272631023	Male
Chr03	1.272675858	Male
Chr03	1.273315274	Male
Chr09	1.273415666	Male
Chr08	1.274207023	Male
Chr03	1.274417601	Male
Chr08	1.274772481	Male
Chr06	1.274916535	Male
Chr09	1.279227401	Male
Chr07	1.279802619	Male
Chr01	1.280556506	Male
Chr04	1.280643187	Male
Chr07	1.281126932	Male
Chr01	1.281770458	Male
Chr05	1.282696744	Male
Chr01	1.283109592	Male
Chr04	1.283125036	Male
Chr05	1.283752893	Male
Chr03	1.284367791	Male
Chr03	1.285221732	Male
Chr08	1.285914612	Male
Chr05	1.286781924	Male
Chr10	1.2873655	Male
Chr01	1.288300795	Male
Chr07	1.289436028	Male
Chr05	1.290328836	Male
Chr01	1.290396478	Male
Chr10	1.29084214	Male
Chr10	1.290881791	Male
Chr03	1.291122721	Male
Chr10	1.291224862	Male
Chr10	1.291259955	Male
Chr05	1.291528265	Male
Chr08	1.292774369	Male
Chr02	1.292861229	Male
Chr07	1.294204483	Male
Chr08	1.296924096	Male
Chr06	1.298254942	Male
Chr03	1.298631181	Male
Chr01	1.29959075	Male
Chr02	1.299951791	Male
Chr08	1.30031213	Male
Chr07	1.300617703	Male
Chr04	1.301329614	Male
Chr03	1.302839667	Male
Chr07	1.302948443	Male
Chr06	1.303085526	Male
Chr09	1.30371366	Male
Chr07	1.303955223	Male
Chr01	1.304943488	Male
Chr08	1.305036253	Male
Chr08	1.305972389	Male
Chr06	1.306685812	Male
Chr01	1.306946981	Male
Chr05	1.307497399	Male
Chr02	1.307579294	Male
Chr04	1.308648696	Male
Chr10	1.309326295	Male
Chr03	1.309465561	Male
Chr04	1.310536205	Male
Chr02	1.311736796	Male
Chr06	1.312553658	Male
Chr09	1.31394716	Male
Chr05	1.314018658	Male
Chr06	1.314914693	Male
Chr10	1.315060067	Male
Chr01	1.317246607	Male
Chr05	1.317768139	Male
Chr02	1.318042747	Male
Chr02	1.318248005	Male
Chr10	1.318407451	Male
Chr02	1.318850136	Male
Chr01	1.321744235	Male
Chr04	1.32198123	Male
Chr08	1.322039433	Male
Chr05	1.322218597	Male
Chr07	1.32362941	Male
Chr05	1.324058626	Male
Chr10	1.324233137	Male
Chr04	1.324497116	Male
Chr01	1.325210112	Male
Chr05	1.325605046	Male
Chr09	1.327627819	Male
Chr02	1.328761005	Male
Chr09	1.330300862	Male
Chr05	1.33174608	Male
Chr02	1.331836759	Male
Chr06	1.332811712	Male
Chr09	1.333962273	Male
Chr04	1.335542691	Male
Chr06	1.336372973	Male
Chr01	1.337041724	Male
Chr01	1.337565957	Male
Chr04	1.337610265	Male
Chr05	1.33868064	Male
Chr03	1.340088443	Male
Chr03	1.340543245	Male
Chr01	1.341241172	Male
Chr02	1.34385044	Male
Chr03	1.343951357	Male
Chr10	1.344487996	Male
Chr03	1.345277383	Male
Chr04	1.346175838	Male
Chr06	1.346615574	Male
Chr08	1.34686614	Male
Chr03	1.346991678	Male
Chr03	1.348662955	Male
Chr06	1.349913277	Male
Chr02	1.351086884	Male
Chr04	1.351148381	Male
Chr03	1.351454755	Male
Chr10	1.35269322	Male
Chr08	1.353232456	Male
Chr04	1.354157393	Male
Chr06	1.354701335	Male
Chr06	1.355334026	Male
Chr09	1.355850126	Male
Chr08	1.355989009	Male
Chr05	1.356137193	Male
Chr05	1.358049835	Male
Chr01	1.361430367	Male
Chr06	1.361582562	Male
Chr02	1.36208712	Male
Chr06	1.364270486	Male
Chr07	1.365096389	Male
Chr03	1.365282156	Male
Chr10	1.367687686	Male
Chr05	1.368892374	Male
Chr02	1.36970166	Male
Chr04	1.369867114	Male
Chr02	1.37011728	Male
Chr05	1.370759184	Male
Chr08	1.371270264	Male
Chr06	1.371900282	Male
Chr05	1.373448488	Male
Chr02	1.37379945	Male
Chr07	1.375205622	Male
Chr04	1.378498872	Male
Chr06	1.379036622	Male
Chr07	1.379330573	Male
Chr10	1.379509719	Male
Chr03	1.382552187	Male
Chr08	1.3831544	Male
Chr03	1.383534272	Male
Chr03	1.385185014	Male
Chr02	1.386484298	Male
Chr07	1.389214505	Male
Chr06	1.389491509	Male
Chr01	1.389854444	Male
Chr09	1.390699508	Male
Chr05	1.391257723	Male
Chr01	1.392509159	Male
Chr07	1.392900927	Male
Chr02	1.393014195	Male
Chr04	1.393744657	Male
Chr02	1.39432017	Male
Chr08	1.395968754	Male
Chr02	1.396469931	Male
Chr02	1.398068082	Male
Chr07	1.401068294	Male
Chr02	1.401385414	Male
Chr03	1.401426701	Male
Chr05	1.401556523	Male
Chr03	1.402266961	Male
Chr06	1.404900872	Male
Chr02	1.405597861	Male
Chr08	1.406225303	Male
Chr03	1.406248396	Male
Chr07	1.406966514	Male
Chr04	1.408064208	Male
Chr02	1.409053269	Male
Chr05	1.409801538	Male
Chr01	1.411216685	Male
Chr08	1.41193778	Male
Chr08	1.415217156	Male
Chr01	1.415504369	Male
Chr10	1.415606199	Male
Chr06	1.417293091	Male
Chr04	1.420706452	Male
Chr04	1.420848625	Male
Chr03	1.421049645	Male
Chr05	1.422021047	Male
Chr04	1.422154722	Male
Chr01	1.423700475	Male
Chr09	1.424281072	Male
Chr04	1.427641414	Male
Chr05	1.430582526	Male
Chr07	1.431823294	Male
Chr07	1.432390428	Male
Chr04	1.43302499	Male
Chr04	1.433226205	Male
Chr05	1.433547076	Male
Chr09	1.435182694	Male
Chr08	1.435498134	Male
Chr06	1.437363374	Male
Chr03	1.438004263	Male
Chr03	1.441629218	Male
Chr03	1.442068206	Male
Chr04	1.442553975	Male
Chr02	1.445185439	Male
Chr01	1.445565878	Male
Chr05	1.447682385	Male
Chr03	1.447875751	Male
Chr06	1.449660641	Male
Chr03	1.449955997	Male
Chr06	1.450253291	Male
Chr09	1.451396769	Male
Chr02	1.457611563	Male
Chr07	1.461624526	Male
Chr09	1.465929771	Male
Chr03	1.468195079	Male
Chr05	1.469377654	Male
Chr08	1.470171228	Male
Chr07	1.47369575	Male
Chr03	1.475552863	Male
Chr02	1.477055012	Male
Chr02	1.478082617	Male
Chr08	1.478154997	Male
Chr02	1.479886712	Male
Chr01	1.482284323	Male
Chr01	1.482830017	Male
Chr01	1.483570502	Male
Chr07	1.486116712	Male
Chr10	1.488393541	Male
Chr02	1.488959381	Male
Chr08	1.492672576	Male
Chr08	1.494091326	Male
Chr05	1.495026412	Male
Chr01	1.495184926	Male
Chr08	1.495341364	Male
Chr02	1.496078674	Male
Chr01	1.502422559	Male
Chr06	1.503232777	Male
Chr08	1.503519164	Male
Chr08	1.504612742	Male
Chr03	1.504960811	Male
Chr04	1.511258146	Male
Chr07	1.514218705	Male
Chr05	1.515186205	Male
Chr05	1.520381874	Male
Chr02	1.523629541	Male
Chr06	1.5266624	Male
Chr07	1.528916393	Male
Chr03	1.530867985	Male
Chr01	1.531042618	Male
Chr04	1.531190797	Male
Chr01	1.532326472	Male
Chr06	1.532998005	Male
Chr04	1.533336796	Male
Chr03	1.535087525	Male
Chr05	1.535743804	Male
Chr03	1.537353207	Male
Chr04	1.537871869	Male
Chr03	1.538383451	Male
Chr06	1.54331547	Male
Chr04	1.545113683	Male
Chr06	1.547626483	Male
Chr07	1.550128042	Male
Chr04	1.553666373	Male
Chr08	1.55540041	Male
Chr07	1.556041565	Male
Chr07	1.558213628	Male
Chr08	1.56197226	Male
Chr08	1.561978489	Male
Chr09	1.56314948	Male
Chr09	1.563471179	Male
Chr07	1.569127927	Male
Chr08	1.57014475	Male
Chr10	1.570950005	Male
Chr04	1.571971838	Male
Chr02	1.573456567	Male
Chr05	1.574028939	Male
Chr04	1.575945112	Male
Chr04	1.577324736	Male
Chr10	1.57965491	Male
Chr07	1.581561901	Male
Chr07	1.581817336	Male
Chr04	1.601873165	Male
Chr02	1.603986673	Male
Chr05	1.604071631	Male
Chr06	1.604651494	Male
Chr04	1.61056122	Male
Chr06	1.613094719	Male
Chr02	1.617714946	Male
Chr04	1.624164923	Male
Chr06	1.625824008	Male
Chr08	1.628166623	Male
Chr05	1.631736402	Male
Chr02	1.636338155	Male
Chr01	1.642606154	Male
Chr08	1.649509137	Male
Chr06	1.650907213	Male
Chr04	1.655475182	Male
Chr06	1.65620292	Male
Chr08	1.656303786	Male
Chr05	1.656830672	Male
Chr07	1.660949215	Male
Chr04	1.666647734	Male
Chr08	1.671309578	Male
Chr02	1.671735623	Male
Chr03	1.672182979	Male
Chr07	1.678071189	Male
Chr10	1.680100366	Male
Chr10	1.682760619	Male
Chr01	1.683849761	Male
Chr01	1.688428726	Male
Chr07	1.693738941	Male
Chr09	1.695584459	Male
Chr03	1.699665096	Male
Chr08	1.699869182	Male
Chr06	1.70172344	Male
Chr01	1.705970362	Male
Chr08	1.707835581	Male
Chr05	1.727727631	Male
Chr02	1.72955119	Male
Chr09	1.735904796	Male
Chr01	1.738665822	Male
Chr07	1.740579345	Male
Chr01	1.743038151	Male
Chr03	1.744737952	Male
Chr04	1.746932179	Male
Chr07	1.747260598	Male
Chr06	1.751582285	Male
Chr02	1.756770531	Male
Chr02	1.7629644	Male
Chr02	1.763702286	Male
Chr06	1.764933741	Male
Chr04	1.766940593	Male
Chr05	1.773501095	Male
Chr03	1.778342167	Male
Chr02	1.781293315	Male
Chr04	1.787216525	Male
Chr09	1.799048175	Male
Chr01	1.806229291	Male
Chr02	1.81381566	Male
Chr03	1.816742352	Male
Chr02	1.81788192	Male
Chr01	1.821783537	Male
Chr05	1.822751581	Male
Chr01	1.839021494	Male
Chr09	1.842018237	Male
Chr02	1.842110103	Male
Chr04	1.852522858	Male
Chr01	1.853120131	Male
Chr09	1.855385432	Male
Chr04	1.856738172	Male
Chr07	1.858037568	Male
Chr05	1.86349918	Male
Chr02	1.867704989	Male
Chr01	1.868878591	Male
Chr10	1.871679676	Male
Chr06	1.873417907	Male
Chr01	1.879235189	Male
Chr04	1.879299778	Male
Chr06	1.879957652	Male
Chr10	1.881478661	Male
Chr06	1.899950621	Male
Chr07	1.903022127	Male
Chr02	1.907132122	Male
Chr07	1.908308507	Male
Chr07	1.909530937	Male
Chr04	1.910301165	Male
Chr09	1.914206302	Male
Chr08	1.920218518	Male
Chr06	1.921634768	Male
Chr04	1.925749765	Male
Chr04	1.928734721	Male
Chr09	1.940442499	Male
Chr01	1.979427769	Male
Chr04	1.98063037	Male
Chr05	1.987588457	Male
Chr02	2.014643635	Male
Chr07	2.020214545	Male
Chr01	2.051784361	Male
Chr09	2.053737039	Male
Chr05	2.058278117	Male
Chr03	2.063577301	Male
Chr04	2.127861091	Male
Chr03	2.132457071	Male
Chr04	2.143180813	Male
Chr02	2.14683727	Male
Chr03	2.158380791	Male
Chr05	2.173284948	Male
Chr06	2.177658175	Male
Chr02	2.195791694	Male
Chr05	2.196791998	Male
Chr04	2.206874214	Male
Chr03	2.218643924	Male
Chr09	2.227074435	Male
Chr02	2.230084367	Male
Chr07	2.263079575	Male
Chr02	2.268924361	Male
Chr02	2.319544041	Male
Chr01	2.338002975	Male
Chr05	2.3550117	Male
Chr01	2.379991778	Male
Chr07	2.384100181	Male
Chr10	2.40651639	Male
Chr07	2.524845693	Male
Chr01	2.560426838	Male
Chr07	2.689427034	Male
Chr07	2.893115306	Male
Chr04	3.354773756	Male
Chr08	3.475555324	Male
Chr08	3.733970619	Male
